row_id,base_pair_index,image_filename,payload_index,payload_fingerprint,condition,attacked_height,attacked_width,dwt_subband_height,dwt_subband_width,classical_ber,cnn_ber,cnn_mean_probability,cnn_mean_confidence
141,35,5234368.png,1,447d07d94a8ace917e6330943bc6a0ea0af48786a64e0ba3d1840da7821ec895,mild,494,512,124,128,0.5546875,0.5390625,0.2106572389602661,0.7542962431907654
142,35,5234368.png,1,447d07d94a8ace917e6330943bc6a0ea0af48786a64e0ba3d1840da7821ec895,moderate,447,509,112,128,0.59375,0.609375,0.22343865036964417,0.7535539865493774
143,35,5234368.png,1,447d07d94a8ace917e6330943bc6a0ea0af48786a64e0ba3d1840da7821ec895,severe,389,505,98,127,0.5546875,0.5390625,0.1927935928106308,0.7516535520553589
144,36,5234369.png,0,946378672bde909bd113743a71b46727d6b63e0086834f7f73305573fcc3cc89,clean,512,512,128,128,0.2890625,0.0,0.4857242703437805,0.8362175226211548
145,36,5234369.png,0,946378672bde909bd113743a71b46727d6b63e0086834f7f73305573fcc3cc89,mild,494,512,124,128,0.4375,0.4296875,0.18797020614147186,0.7655100226402283
146,36,5234369.png,0,946378672bde909bd113743a71b46727d6b63e0086834f7f73305573fcc3cc89,moderate,447,509,112,128,0.4765625,0.484375,0.19034123420715332,0.7623463869094849
147,36,5234369.png,0,946378672bde909bd113743a71b46727d6b63e0086834f7f73305573fcc3cc89,severe,389,505,98,127,0.4765625,0.46875,0.19179266691207886,0.8001875877380371
148,37,5234369.png,1,40949fcec71509578930a1565ec61eae2d1d51fb2df9aca65c77fe80d89999e5,clean,512,512,128,128,0.3125,0.0,0.524315595626831,0.8339831233024597
149,37,5234369.png,1,40949fcec71509578930a1565ec61eae2d1d51fb2df9aca65c77fe80d89999e5,mild,494,512,124,128,0.5078125,0.515625,0.18731598556041718,0.7668184638023376
150,37,5234369.png,1,40949fcec71509578930a1565ec61eae2d1d51fb2df9aca65c77fe80d89999e5,moderate,447,509,112,128,0.453125,0.4609375,0.18926285207271576,0.7595492601394653
151,37,5234369.png,1,40949fcec71509578930a1565ec61eae2d1d51fb2df9aca65c77fe80d89999e5,severe,389,505,98,127,0.484375,0.4765625,0.19179266691207886,0.8001875877380371
152,38,5234370.png,0,431823646792ea801a7c83efd429fa3bfade45661586a1c95c8ee5e74308bb88,clean,512,512,128,128,0.2890625,0.0,0.45911771059036255,0.8344663977622986
153,38,5234370.png,0,431823646792ea801a7c83efd429fa3bfade45661586a1c95c8ee5e74308bb88,mild,494,512,124,128,0.453125,0.4609375,0.14659340679645538,0.7879866361618042
154,38,5234370.png,0,431823646792ea801a7c83efd429fa3bfade45661586a1c95c8ee5e74308bb88,moderate,447,509,112,128,0.515625,0.53125,0.16995775699615479,0.7885890603065491
155,38,5234370.png,0,431823646792ea801a7c83efd429fa3bfade45661586a1c95c8ee5e74308bb88,severe,389,505,98,127,0.4765625,0.4765625,0.2301846593618393,0.7668733596801758
156,39,5234370.png,1,96aecb1b0e35c4ce8af32036b5ea3846d5327178c3eaffbd56a577a7024b70c6,clean,512,512,128,128,0.375,0.0,0.5520802736282349,0.8338445425033569
157,39,5234370.png,1,96aecb1b0e35c4ce8af32036b5ea3846d5327178c3eaffbd56a577a7024b70c6,mild,494,512,124,128,0.5390625,0.515625,0.14878836274147034,0.7849341034889221
158,39,5234370.png,1,96aecb1b0e35c4ce8af32036b5ea3846d5327178c3eaffbd56a577a7024b70c6,moderate,447,509,112,128,0.5,0.515625,0.17152594029903412,0.7910850048065186
159,39,5234370.png,1,96aecb1b0e35c4ce8af32036b5ea3846d5327178c3eaffbd56a577a7024b70c6,severe,389,505,98,127,0.5078125,0.5078125,0.2301846593618393,0.7668733596801758
160,40,5234371.png,0,db16897b4aa7b8a8a4fd05985d094d978b24c8da0b792598dfaa57f3a2c0b8e9,clean,512,512,128,128,0.3359375,0.0,0.5304047465324402,0.8412835597991943
161,40,5234371.png,0,db16897b4aa7b8a8a4fd05985d094d978b24c8da0b792598dfaa57f3a2c0b8e9,mild,494,512,124,128,0.4765625,0.4765625,0.20884674787521362,0.791145920753479
162,40,5234371.png,0,db16897b4aa7b8a8a4fd05985d094d978b24c8da0b792598dfaa57f3a2c0b8e9,moderate,447,509,112,128,0.4765625,0.4921875,0.1694464087486267,0.764897882938385
163,40,5234371.png,0,db16897b4aa7b8a8a4fd05985d094d978b24c8da0b792598dfaa57f3a2c0b8e9,severe,389,505,98,127,0.5703125,0.5703125,0.1995348334312439,0.784550130367279
164,41,5234371.png,1,c66ff019326b7cca3b8e7bb6b55065311017cc1ffd03dbcfc647191a467f987e,clean,512,512,128,128,0.2890625,0.0,0.46543729305267334,0.8408383131027222
165,41,5234371.png,1,c66ff019326b7cca3b8e7bb6b55065311017cc1ffd03dbcfc647191a467f987e,mild,494,512,124,128,0.5078125,0.5078125,0.21106797456741333,0.7867034673690796
166,41,5234371.png,1,c66ff019326b7cca3b8e7bb6b55065311017cc1ffd03dbcfc647191a467f987e,moderate,447,509,112,128,0.4140625,0.4296875,0.1694464087486267,0.764897882938385
167,41,5234371.png,1,c66ff019326b7cca3b8e7bb6b55065311017cc1ffd03dbcfc647191a467f987e,severe,389,505,98,127,0.4609375,0.4609375,0.19933055341243744,0.7849587202072144
168,42,5234372.png,0,3d5143201c8903d1b63038ee680d8e7d78a6898300ad12f0732574e65d5741ca,clean,512,512,128,128,0.4375,0.0078125,0.5299634337425232,0.8329299688339233
169,42,5234372.png,0,3d5143201c8903d1b63038ee680d8e7d78a6898300ad12f0732574e65d5741ca,mild,494,512,124,128,0.5234375,0.5234375,0.1938406229019165,0.7803022861480713
170,42,5234372.png,0,3d5143201c8903d1b63038ee680d8e7d78a6898300ad12f0732574e65d5741ca,moderate,447,509,112,128,0.53125,0.53125,0.13979920744895935,0.7930071353912354
171,42,5234372.png,0,3d5143201c8903d1b63038ee680d8e7d78a6898300ad12f0732574e65d5741ca,severe,389,505,98,127,0.5703125,0.5546875,0.20840872824192047,0.7804566621780396
172,43,5234372.png,1,d1b1216edb6a1ad65b3c97f7d6100371643614aa0da9c32b07706bd1b4dffa0a,clean,512,512,128,128,0.4296875,0.0,0.5619271993637085,0.8419771194458008
173,43,5234372.png,1,d1b1216edb6a1ad65b3c97f7d6100371643614aa0da9c32b07706bd1b4dffa0a,mild,494,512,124,128,0.546875,0.546875,0.19330643117427826,0.7813706398010254
174,43,5234372.png,1,d1b1216edb6a1ad65b3c97f7d6100371643614aa0da9c32b07706bd1b4dffa0a,moderate,447,509,112,128,0.5390625,0.5390625,0.14011940360069275,0.7923667430877686
175,43,5234372.png,1,d1b1216edb6a1ad65b3c97f7d6100371643614aa0da9c32b07706bd1b4dffa0a,severe,389,505,98,127,0.515625,0.5,0.20840872824192047,0.7804566621780396
176,44,5234373.png,0,91940efdb8e50dda66ad5af343fc6e5bce8fcc1f371e77170e1fd49f6fb0817c,clean,512,512,128,128,0.2890625,0.0,0.4424864649772644,0.8399438858032227
177,44,5234373.png,0,91940efdb8e50dda66ad5af343fc6e5bce8fcc1f371e77170e1fd49f6fb0817c,mild,494,512,124,128,0.4296875,0.421875,0.12509748339653015,0.8058391809463501
178,44,5234373.png,0,91940efdb8e50dda66ad5af343fc6e5bce8fcc1f371e77170e1fd49f6fb0817c,moderate,447,509,112,128,0.421875,0.421875,0.12772992253303528,0.7994444370269775
179,44,5234373.png,0,91940efdb8e50dda66ad5af343fc6e5bce8fcc1f371e77170e1fd49f6fb0817c,severe,389,505,98,127,0.421875,0.421875,0.16135017573833466,0.7917237281799316
180,45,5234373.png,1,624dc1a50a80bb7ff86bf4cddd9a65ed97c2869d2b965b9d35cdebf0b7dd531b,clean,512,512,128,128,0.4140625,0.0,0.5586385130882263,0.8406192064285278
181,45,5234373.png,1,624dc1a50a80bb7ff86bf4cddd9a65ed97c2869d2b965b9d35cdebf0b7dd531b,mild,494,512,124,128,0.5546875,0.5625,0.12509748339653015,0.8058391809463501
182,45,5234373.png,1,624dc1a50a80bb7ff86bf4cddd9a65ed97c2869d2b965b9d35cdebf0b7dd531b,moderate,447,509,112,128,0.546875,0.53125,0.12756982445716858,0.7997646331787109
183,45,5234373.png,1,624dc1a50a80bb7ff86bf4cddd9a65ed97c2869d2b965b9d35cdebf0b7dd531b,severe,389,505,98,127,0.546875,0.5625,0.1611458957195282,0.7921323180198669
184,46,5234374.png,0,f7d3b999f5b1593a618fb060849a474e5d29acbdabbe3d7c5a64885457e1e63f,clean,512,512,128,128,0.5234375,0.0,0.5560134649276733,0.832756519317627
185,46,5234374.png,0,f7d3b999f5b1593a618fb060849a474e5d29acbdabbe3d7c5a64885457e1e63f,mild,494,512,124,128,0.5625,0.5625,0.1178273856639862,0.8013415336608887
186,46,5234374.png,0,f7d3b999f5b1593a618fb060849a474e5d29acbdabbe3d7c5a64885457e1e63f,moderate,447,509,112,128,0.59375,0.59375,0.15196740627288818,0.8242833614349365
187,46,5234374.png,0,f7d3b999f5b1593a618fb060849a474e5d29acbdabbe3d7c5a64885457e1e63f,severe,389,505,98,127,0.5546875,0.5390625,0.15346667170524597,0.7961382865905762
188,47,5234374.png,1,31ac56b53eff50b8af32a21b7594bb14d3a2be94f9088ce8f4f4057e9ccb3a53,clean,512,512,128,128,0.390625,0.0,0.4613927900791168,0.8336332440376282
189,47,5234374.png,1,31ac56b53eff50b8af32a21b7594bb14d3a2be94f9088ce8f4f4057e9ccb3a53,mild,494,512,124,128,0.4375,0.4375,0.1184816062450409,0.8000330924987793
190,47,5234374.png,1,31ac56b53eff50b8af32a21b7594bb14d3a2be94f9088ce8f4f4057e9ccb3a53,moderate,447,509,112,128,0.46875,0.46875,0.15467996895313263,0.81885826587677
191,47,5234374.png,1,31ac56b53eff50b8af32a21b7594bb14d3a2be94f9088ce8f4f4057e9ccb3a53,severe,389,505,98,127,0.4453125,0.4609375,0.15346667170524597,0.7961382865905762
192,48,5234375.png,0,ad7a47636c91f6d9441da593bd2f47fa66a541e07ac1949689fc3d722ceb9109,clean,512,512,128,128,0.0078125,0.0,0.5439893007278442,0.8794052600860596
193,48,5234375.png,0,ad7a47636c91f6d9441da593bd2f47fa66a541e07ac1949689fc3d722ceb9109,mild,494,512,124,128,0.53125,0.5234375,0.233201265335083,0.7503103017807007
194,48,5234375.png,0,ad7a47636c91f6d9441da593bd2f47fa66a541e07ac1949689fc3d722ceb9109,moderate,447,509,112,128,0.5703125,0.5703125,0.2491188645362854,0.7308619022369385
195,48,5234375.png,0,ad7a47636c91f6d9441da593bd2f47fa66a541e07ac1949689fc3d722ceb9109,severe,389,505,98,127,0.4453125,0.4609375,0.18955324590206146,0.7898763418197632
196,49,5234375.png,1,a199420e71da194996031a89ac2677baea331344f7226d130c846e51a47f116f,clean,512,512,128,128,0.0,0.0,0.5429097414016724,0.876644492149353
197,49,5234375.png,1,a199420e71da194996031a89ac2677baea331344f7226d130c846e51a47f116f,mild,494,512,124,128,0.546875,0.5234375,0.23267680406570435,0.7513591647148132
198,49,5234375.png,1,a199420e71da194996031a89ac2677baea331344f7226d130c846e51a47f116f,moderate,447,509,112,128,0.4921875,0.4765625,0.2520955801010132,0.7249084711074829
199,49,5234375.png,1,a199420e71da194996031a89ac2677baea331344f7226d130c846e51a47f116f,severe,389,505,98,127,0.4609375,0.4609375,0.18965460360050201,0.7896736860275269
200,50,5235108.png,0,dc847af0a17d34357728b33daca031fb5beffce01422bac56bc8a494026a2f4b,clean,512,512,128,128,0.171875,0.0,0.5582447052001953,0.8697097301483154
201,50,5235108.png,0,dc847af0a17d34357728b33daca031fb5beffce01422bac56bc8a494026a2f4b,mild,494,512,124,128,0.5546875,0.5234375,0.28791099786758423,0.7534847259521484
202,50,5235108.png,0,dc847af0a17d34357728b33daca031fb5beffce01422bac56bc8a494026a2f4b,moderate,447,509,112,128,0.5,0.4765625,0.25766491889953613,0.7558726072311401
203,50,5235108.png,0,dc847af0a17d34357728b33daca031fb5beffce01422bac56bc8a494026a2f4b,severe,389,505,98,127,0.5,0.5078125,0.24493710696697235,0.7295800447463989
204,51,5235108.png,1,f7b3b2d0a70b247c78f5b2d14bb8708bb0171a33651dcb092856e3d6bcaa7b1c,clean,512,512,128,128,0.171875,0.0,0.5413693785667419,0.877636194229126
205,51,5235108.png,1,f7b3b2d0a70b247c78f5b2d14bb8708bb0171a33651dcb092856e3d6bcaa7b1c,mild,494,512,124,128,0.5078125,0.4765625,0.29013222455978394,0.749042272567749
206,51,5235108.png,1,f7b3b2d0a70b247c78f5b2d14bb8708bb0171a33651dcb092856e3d6bcaa7b1c,moderate,447,509,112,128,0.515625,0.4765625,0.25750482082366943,0.7561928033828735
207,51,5235108.png,1,f7b3b2d0a70b247c78f5b2d14bb8708bb0171a33651dcb092856e3d6bcaa7b1c,severe,389,505,98,127,0.546875,0.4921875,0.24493710696697235,0.7295800447463989
208,52,5235401.png,0,4150a45e8c19f4e70827f10b3ec878a432402d2166385b0d03eba34733220f52,clean,512,512,128,128,0.2421875,0.0,0.4264124929904938,0.8385260105133057
209,52,5235401.png,0,4150a45e8c19f4e70827f10b3ec878a432402d2166385b0d03eba34733220f52,mild,494,512,124,128,0.3671875,0.3671875,0.1981954574584961,0.789795994758606
210,52,5235401.png,0,4150a45e8c19f4e70827f10b3ec878a432402d2166385b0d03eba34733220f52,moderate,447,509,112,128,0.421875,0.4375,0.1988345980644226,0.7946594953536987
211,52,5235401.png,0,4150a45e8c19f4e70827f10b3ec878a432402d2166385b0d03eba34733220f52,severe,389,505,98,127,0.421875,0.453125,0.22197425365447998,0.7888290882110596
212,53,5235401.png,1,32042fb87d42fcb6a5b963b720555bd63999675f862619d6ac84b33882d91bb6,clean,512,512,128,128,0.3828125,0.0,0.4954761266708374,0.8418849110603333
213,53,5235401.png,1,32042fb87d42fcb6a5b963b720555bd63999675f862619d6ac84b33882d91bb6,mild,494,512,124,128,0.515625,0.515625,0.1975412368774414,0.7911044359207153
214,53,5235401.png,1,32042fb87d42fcb6a5b963b720555bd63999675f862619d6ac84b33882d91bb6,moderate,447,509,112,128,0.4453125,0.4609375,0.1988345980644226,0.7946594953536987
215,53,5235401.png,1,32042fb87d42fcb6a5b963b720555bd63999675f862619d6ac84b33882d91bb6,severe,389,505,98,127,0.4765625,0.4609375,0.22197425365447998,0.7888290882110596
216,54,5235405.png,0,7dd67fe191d2a4edf713500af45096f1c315f456e561257597850a075e7c2d39,clean,512,512,128,128,0.28125,0.0,0.519410252571106,0.8578639030456543
217,54,5235405.png,0,7dd67fe191d2a4edf713500af45096f1c315f456e561257597850a075e7c2d39,mild,494,512,124,128,0.4453125,0.4453125,0.28881946206092834,0.7809486389160156
218,54,5235405.png,0,7dd67fe191d2a4edf713500af45096f1c315f456e561257597850a075e7c2d39,moderate,447,509,112,128,0.578125,0.5625,0.2576151490211487,0.7698899507522583
219,54,5235405.png,0,7dd67fe191d2a4edf713500af45096f1c315f456e561257597850a075e7c2d39,severe,389,505,98,127,0.5234375,0.546875,0.31427818536758423,0.740594744682312
220,55,5235405.png,1,f00f377ce316883061272ea6cd1b370b1dc7a4b6f39ec66cbd684f811f302f96,clean,512,512,128,128,0.3046875,0.0,0.5514178276062012,0.8534215688705444
221,55,5235405.png,1,f00f377ce316883061272ea6cd1b370b1dc7a4b6f39ec66cbd684f811f302f96,mild,494,512,124,128,0.5625,0.546875,0.28890952467918396,0.7807685136795044
222,55,5235405.png,1,f00f377ce316883061272ea6cd1b370b1dc7a4b6f39ec66cbd684f811f302f96,moderate,447,509,112,128,0.453125,0.4296875,0.256203830242157,0.7670673131942749
223,55,5235405.png,1,f00f377ce316883061272ea6cd1b370b1dc7a4b6f39ec66cbd684f811f302f96,severe,389,505,98,127,0.5,0.4765625,0.31427818536758423,0.740594744682312
224,56,5235420.png,0,8a35c1e8e1c8a3f726ebe79a3d61d273a8e381029cab29a3233f4783ae5fef0a,clean,512,512,128,128,0.125,0.0,0.5322515368461609,0.8399657011032104
225,56,5235420.png,0,8a35c1e8e1c8a3f726ebe79a3d61d273a8e381029cab29a3233f4783ae5fef0a,mild,494,512,124,128,0.4765625,0.4921875,0.28736579418182373,0.7178294658660889
226,56,5235420.png,0,8a35c1e8e1c8a3f726ebe79a3d61d273a8e381029cab29a3233f4783ae5fef0a,moderate,447,509,112,128,0.4453125,0.40625,0.306944340467453,0.745017409324646
227,56,5235420.png,0,8a35c1e8e1c8a3f726ebe79a3d61d273a8e381029cab29a3233f4783ae5fef0a,severe,389,505,98,127,0.5078125,0.5234375,0.3340409994125366,0.7291172742843628
228,57,5235420.png,1,031247de08494eff491a20f2924f8c80d98d498231dcd98cfd3f48b9f9c587da,clean,512,512,128,128,0.2109375,0.0,0.503839910030365,0.8439814448356628
229,57,5235420.png,1,031247de08494eff491a20f2924f8c80d98d498231dcd98cfd3f48b9f9c587da,mild,494,512,124,128,0.515625,0.515625,0.2868771255016327,0.7188068628311157
230,57,5235420.png,1,031247de08494eff491a20f2924f8c80d98d498231dcd98cfd3f48b9f9c587da,moderate,447,509,112,128,0.5390625,0.546875,0.3104761838912964,0.7484139204025269
231,57,5235420.png,1,031247de08494eff491a20f2924f8c80d98d498231dcd98cfd3f48b9f9c587da,severe,389,505,98,127,0.578125,0.5625,0.3340409994125366,0.7291172742843628
232,58,5235474.png,0,6eb9462e6101a63767a8f2ea9eb41d6e0cba4f6c610ff2ce2851614e687f6c60,clean,512,512,128,128,0.2109375,0.0,0.4768550395965576,0.8363449573516846
233,58,5235474.png,0,6eb9462e6101a63767a8f2ea9eb41d6e0cba4f6c610ff2ce2851614e687f6c60,mild,494,512,124,128,0.484375,0.4765625,0.2600032687187195,0.750140368938446
234,58,5235474.png,0,6eb9462e6101a63767a8f2ea9eb41d6e0cba4f6c610ff2ce2851614e687f6c60,moderate,447,509,112,128,0.5390625,0.5234375,0.21595892310142517,0.7573491930961609
235,58,5235474.png,0,6eb9462e6101a63767a8f2ea9eb41d6e0cba4f6c610ff2ce2851614e687f6c60,severe,389,505,98,127,0.4765625,0.453125,0.23755240440368652,0.7416239976882935
236,59,5235474.png,1,e982dd16344d839aef885b2e5098704e829a733a886143c3e992ccf67b3ffb7d,clean,512,512,128,128,0.25,0.0,0.5453137755393982,0.8434774279594421
237,59,5235474.png,1,e982dd16344d839aef885b2e5098704e829a733a886143c3e992ccf67b3ffb7d,mild,494,512,124,128,0.515625,0.5078125,0.2600032687187195,0.750140368938446
238,59,5235474.png,1,e982dd16344d839aef885b2e5098704e829a733a886143c3e992ccf67b3ffb7d,moderate,447,509,112,128,0.5546875,0.5546875,0.21595892310142517,0.7573491930961609
239,59,5235474.png,1,e982dd16344d839aef885b2e5098704e829a733a886143c3e992ccf67b3ffb7d,severe,389,505,98,127,0.5390625,0.5625,0.2377738505601883,0.7411811351776123
240,60,5236242.png,0,3c4ae95b5e8046bc242dc9f64b7a816c2902c5018efa14274976ce1dca8d3661,clean,512,512,128,128,0.0,0.0,0.5368847846984863,0.8880574107170105
241,60,5236242.png,0,3c4ae95b5e8046bc242dc9f64b7a816c2902c5018efa14274976ce1dca8d3661,mild,494,512,124,128,0.484375,0.484375,0.3923494517803192,0.6833275556564331
242,60,5236242.png,0,3c4ae95b5e8046bc242dc9f64b7a816c2902c5018efa14274976ce1dca8d3661,moderate,447,509,112,128,0.546875,0.484375,0.43100303411483765,0.6669002175331116
243,60,5236242.png,0,3c4ae95b5e8046bc242dc9f64b7a816c2902c5018efa14274976ce1dca8d3661,severe,389,505,98,127,0.5,0.5078125,0.4082165062427521,0.6747130155563354
244,61,5236242.png,1,55fe853bea1005277c5e21b370a53cf77f474e7458f441bef7d63d8f6455375a,clean,512,512,128,128,0.0,0.0,0.5011554956436157,0.8765669465065002
245,61,5236242.png,1,55fe853bea1005277c5e21b370a53cf77f474e7458f441bef7d63d8f6455375a,mild,494,512,124,128,0.4765625,0.4765625,0.3923494517803192,0.6833275556564331
246,61,5236242.png,1,55fe853bea1005277c5e21b370a53cf77f474e7458f441bef7d63d8f6455375a,moderate,447,509,112,128,0.4609375,0.53125,0.42704907059669495,0.6625155806541443
247,61,5236242.png,1,55fe853bea1005277c5e21b370a53cf77f474e7458f441bef7d63d8f6455375a,severe,389,505,98,127,0.515625,0.5078125,0.40932902693748474,0.6744359135627747
248,62,5236261.png,0,8e694dcf543849fdf63e81bc4778186c0abb178b315f728ab82883ed64fff6dc,clean,512,512,128,128,0.09375,0.0,0.5532540678977966,0.8747382760047913
249,62,5236261.png,0,8e694dcf543849fdf63e81bc4778186c0abb178b315f728ab82883ed64fff6dc,mild,494,512,124,128,0.5234375,0.5234375,0.4046439826488495,0.704653263092041
250,62,5236261.png,0,8e694dcf543849fdf63e81bc4778186c0abb178b315f728ab82883ed64fff6dc,moderate,447,509,112,128,0.5546875,0.546875,0.4108712375164032,0.7163916826248169
251,62,5236261.png,0,8e694dcf543849fdf63e81bc4778186c0abb178b315f728ab82883ed64fff6dc,severe,389,505,98,127,0.5234375,0.515625,0.421927273273468,0.6775161623954773
252,63,5236261.png,1,a89f61e169e91da083648a228d3e149475db75e05d935ea5151283c13cd66a2a,clean,512,512,128,128,0.078125,0.0,0.4634243845939636,0.8700573444366455
253,63,5236261.png,1,a89f61e169e91da083648a228d3e149475db75e05d935ea5151283c13cd66a2a,mild,494,512,124,128,0.46875,0.484375,0.4046439826488495,0.704653263092041
254,63,5236261.png,1,a89f61e169e91da083648a228d3e149475db75e05d935ea5151283c13cd66a2a,moderate,447,509,112,128,0.4375,0.46875,0.4151408076286316,0.7196046113967896
255,63,5236261.png,1,a89f61e169e91da083648a228d3e149475db75e05d935ea5151283c13cd66a2a,severe,389,505,98,127,0.4296875,0.4765625,0.4230038523674011,0.6800746917724609
256,64,5236424.png,0,3aa9b58e9d7feb21bfec8d2c621e903db8ffd9dfde7f9cdf0687e351c46f3d74,clean,512,512,128,128,0.0078125,0.0,0.4758596420288086,0.8723639249801636
257,64,5236424.png,0,3aa9b58e9d7feb21bfec8d2c621e903db8ffd9dfde7f9cdf0687e351c46f3d74,mild,494,512,124,128,0.5,0.484375,0.42544054985046387,0.7366446256637573
258,64,5236424.png,0,3aa9b58e9d7feb21bfec8d2c621e903db8ffd9dfde7f9cdf0687e351c46f3d74,moderate,447,509,112,128,0.4375,0.4375,0.43886178731918335,0.7319103479385376
259,64,5236424.png,0,3aa9b58e9d7feb21bfec8d2c621e903db8ffd9dfde7f9cdf0687e351c46f3d74,severe,389,505,98,127,0.53125,0.5390625,0.3812639117240906,0.7377942800521851
260,65,5236424.png,1,c1796d89164ec77fde28067e8b11ca365323a00062ec501e1cce7bfcd12ec313,clean,512,512,128,128,0.0,0.0,0.5487949848175049,0.8885098099708557
261,65,5236424.png,1,c1796d89164ec77fde28067e8b11ca365323a00062ec501e1cce7bfcd12ec313,mild,494,512,124,128,0.578125,0.5625,0.42594292759895325,0.7356398701667786
262,65,5236424.png,1,c1796d89164ec77fde28067e8b11ca365323a00062ec501e1cce7bfcd12ec313,moderate,447,509,112,128,0.5078125,0.5078125,0.4419427514076233,0.7278199195861816
263,65,5236424.png,1,c1796d89164ec77fde28067e8b11ca365323a00062ec501e1cce7bfcd12ec313,severe,389,505,98,127,0.53125,0.5234375,0.3812639117240906,0.7377942800521851
264,66,5236602.png,0,51fed358940ce5971e1908516007a37b1ba1c2e23d574da0e0f72ffaad062c22,clean,512,512,128,128,0.0,0.0,0.537177562713623,0.8914493322372437
265,66,5236602.png,0,51fed358940ce5971e1908516007a37b1ba1c2e23d574da0e0f72ffaad062c22,mild,494,512,124,128,0.5625,0.5390625,0.5067399740219116,0.6879072189331055
266,66,5236602.png,0,51fed358940ce5971e1908516007a37b1ba1c2e23d574da0e0f72ffaad062c22,moderate,447,509,112,128,0.5390625,0.484375,0.47407519817352295,0.6508675217628479
267,66,5236602.png,0,51fed358940ce5971e1908516007a37b1ba1c2e23d574da0e0f72ffaad062c22,severe,389,505,98,127,0.453125,0.453125,0.4606318473815918,0.7086803913116455
268,67,5236602.png,1,6368d68729754069714488eb929c5200226d9d569b4a7f724de343cd3b2b8b62,clean,512,512,128,128,0.0,0.0,0.5535954236984253,0.8843203783035278
269,67,5236602.png,1,6368d68729754069714488eb929c5200226d9d569b4a7f724de343cd3b2b8b62,mild,494,512,124,128,0.5,0.4609375,0.5067399740219116,0.6879072189331055
270,67,5236602.png,1,6368d68729754069714488eb929c5200226d9d569b4a7f724de343cd3b2b8b62,moderate,447,509,112,128,0.5859375,0.546875,0.473799467086792,0.651418924331665
271,67,5236602.png,1,6368d68729754069714488eb929c5200226d9d569b4a7f724de343cd3b2b8b62,severe,389,505,98,127,0.53125,0.515625,0.4606318473815918,0.7086803913116455
272,68,5237268.png,0,0bda64e37d6ab586a57591ab7b47963e6f18d3fc2591b94631873abdd0694136,clean,512,512,128,128,0.421875,0.0,0.5231895446777344,0.8330670595169067
273,68,5237268.png,0,0bda64e37d6ab586a57591ab7b47963e6f18d3fc2591b94631873abdd0694136,mild,494,512,124,128,0.515625,0.546875,0.20564913749694824,0.7658048868179321
274,68,5237268.png,0,0bda64e37d6ab586a57591ab7b47963e6f18d3fc2591b94631873abdd0694136,moderate,447,509,112,128,0.4921875,0.484375,0.1718253195285797,0.7656254768371582
275,68,5237268.png,0,0bda64e37d6ab586a57591ab7b47963e6f18d3fc2591b94631873abdd0694136,severe,389,505,98,127,0.53125,0.515625,0.20422795414924622,0.7751244306564331
276,69,5237268.png,1,c326409afc885a947df984d48437d7ae4e76cdcfaf251f1dc51642cde3009775,clean,512,512,128,128,0.359375,0.0,0.5262166857719421,0.8356744647026062
277,69,5237268.png,1,c326409afc885a947df984d48437d7ae4e76cdcfaf251f1dc51642cde3009775,mild,494,512,124,128,0.5390625,0.5546875,0.2059527337551117,0.7651976346969604
278,69,5237268.png,1,c326409afc885a947df984d48437d7ae4e76cdcfaf251f1dc51642cde3009775,moderate,447,509,112,128,0.59375,0.6015625,0.171665221452713,0.7659456729888916
279,69,5237268.png,1,c326409afc885a947df984d48437d7ae4e76cdcfaf251f1dc51642cde3009775,severe,389,505,98,127,0.4921875,0.4765625,0.20443223416805267,0.7747158408164978
280,70,5237579.png,0,5b2c973956706f249b209d8fb67d76c4082ffb0b2ba184a6d51721fa34b98f8c,clean,512,512,128,128,0.0,0.0,0.5696750283241272,0.888773500919342
281,70,5237579.png,0,5b2c973956706f249b209d8fb67d76c4082ffb0b2ba184a6d51721fa34b98f8c,mild,494,512,124,128,0.546875,0.5390625,0.3811878263950348,0.696434736251831
282,70,5237579.png,0,5b2c973956706f249b209d8fb67d76c4082ffb0b2ba184a6d51721fa34b98f8c,moderate,447,509,112,128,0.4765625,0.4296875,0.3983525037765503,0.736956000328064
283,70,5237579.png,0,5b2c973956706f249b209d8fb67d76c4082ffb0b2ba184a6d51721fa34b98f8c,severe,389,505,98,127,0.5,0.4921875,0.43326887488365173,0.6576477289199829
284,71,5237579.png,1,504120a2b90911eccd45721c5c9f3cac59e2ee0655fc2537250057fc1d88fa0f,clean,512,512,128,128,0.0,0.0,0.5103811025619507,0.8753299713134766
285,71,5237579.png,1,504120a2b90911eccd45721c5c9f3cac59e2ee0655fc2537250057fc1d88fa0f,mild,494,512,124,128,0.4921875,0.5,0.3808615505695343,0.697087287902832
286,71,5237579.png,1,504120a2b90911eccd45721c5c9f3cac59e2ee0655fc2537250057fc1d88fa0f,moderate,447,509,112,128,0.5078125,0.5078125,0.3979578912258148,0.7385848760604858
287,71,5237579.png,1,504120a2b90911eccd45721c5c9f3cac59e2ee0655fc2537250057fc1d88fa0f,severe,389,505,98,127,0.4921875,0.53125,0.43336251378059387,0.6574603915214539
288,72,5237580.png,0,b5b5347f510052a2e11a8b3654f67cac29331891b1f14d51db7636f234470d45,clean,512,512,128,128,0.0,0.0,0.5060468912124634,0.8630841970443726
