epoch,train_bce,train_ber,train_lh2_ber,train_hl2_ber,validation_bce,validation_macro_ber,is_best_checkpoint,clean_ber,clean_lh2_ber,clean_hl2_ber,clean_perfect_payloads,train_count_clean,jpeg90_ber,jpeg90_lh2_ber,jpeg90_hl2_ber,jpeg90_perfect_payloads,train_count_jpeg90,jpeg70_ber,jpeg70_lh2_ber,jpeg70_hl2_ber,jpeg70_perfect_payloads,train_count_jpeg70,jpeg50_ber,jpeg50_lh2_ber,jpeg50_hl2_ber,jpeg50_perfect_payloads,train_count_jpeg50,reencode1_ber,reencode1_lh2_ber,reencode1_hl2_ber,reencode1_perfect_payloads,train_count_reencode1,reencode2_ber,reencode2_lh2_ber,reencode2_hl2_ber,reencode2_perfect_payloads,train_count_reencode2,reencode3_ber,reencode3_lh2_ber,reencode3_hl2_ber,reencode3_perfect_payloads,train_count_reencode3
30,0.4546744227409363,0.1974921875,0.199390625,0.19559375,0.46514832973480225,0.20632812500000003,True,0.00046875,0.000390625,0.000546875,188,143,0.0576171875,0.054375,0.060859375,1,143,0.3514453125,0.3640625,0.338828125,0,143,0.457734375,0.45265625,0.4628125,0,143,0.1853125,0.20171875,0.16890625,0,143,0.1940625,0.211484375,0.176640625,0,143,0.19765625,0.21375,0.1815625,0,142
31,0.4545535445213318,0.197359375,0.199125,0.19559375,0.4650304615497589,0.2062779017857143,True,0.00046875,0.000390625,0.000546875,188,143,0.0576953125,0.05453125,0.060859375,1,143,0.3508203125,0.36296875,0.338671875,0,143,0.458046875,0.453203125,0.462890625,0,143,0.1851171875,0.201328125,0.16890625,0,143,0.194140625,0.211640625,0.176640625,0,143,0.19765625,0.21375,0.1815625,0,142
32,0.4544394016265869,0.1973671875,0.199140625,0.19559375,0.46489837765693665,0.20625000000000002,True,0.00046875,0.000390625,0.000546875,188,143,0.0573828125,0.0540625,0.060703125,1,143,0.3505859375,0.362578125,0.33859375,0,143,0.4585546875,0.454375,0.462734375,0,143,0.18484375,0.2009375,0.16875,0,143,0.19421875,0.21171875,0.17671875,0,143,0.1976953125,0.213984375,0.18140625,0,142
33,0.4543258547782898,0.197390625,0.1991875,0.19559375,0.4647710621356964,0.20621651785714287,True,0.00046875,0.000390625,0.000546875,188,143,0.0573828125,0.0540625,0.060703125,1,143,0.3505859375,0.362578125,0.33859375,0,143,0.4584765625,0.45421875,0.462734375,0,143,0.1848046875,0.200859375,0.16875,0,143,0.1941015625,0.211484375,0.17671875,0,143,0.1976953125,0.213984375,0.18140625,0,142
34,0.45420780777931213,0.197296875,0.199078125,0.195515625,0.4646390676498413,0.20588727678571428,True,0.00046875,0.000390625,0.000546875,188,143,0.057109375,0.053828125,0.060390625,1,143,0.3504296875,0.36234375,0.338515625,0,143,0.458515625,0.45421875,0.4628125,0,143,0.1840625,0.1996875,0.1684375,0,143,0.1936328125,0.210703125,0.1765625,0,143,0.1969921875,0.21296875,0.181015625,0,142
35,0.45409393310546875,0.197359375,0.19909375,0.195625,0.4645299017429352,0.20589285714285713,False,0.00046875,0.000390625,0.000546875,188,143,0.0571875,0.053828125,0.060546875,1,143,0.35046875,0.36234375,0.33859375,0,143,0.4583984375,0.45421875,0.462578125,0,143,0.1841015625,0.1996875,0.168515625,0,143,0.1936328125,0.210625,0.176640625,0,143,0.1969921875,0.21296875,0.181015625,0,142
36,0.4540122449398041,0.1973515625,0.19909375,0.195609375,0.4644573926925659,0.20590959821428573,False,0.00046875,0.000390625,0.000546875,188,143,0.0574609375,0.05421875,0.060703125,1,143,0.35078125,0.363046875,0.338515625,0,143,0.4579296875,0.453125,0.462734375,0,143,0.1843359375,0.200078125,0.16859375,0,143,0.1935546875,0.21046875,0.176640625,0,143,0.1968359375,0.21265625,0.181015625,0,142
37,0.4539312720298767,0.1973359375,0.19903125,0.195640625,0.46437421441078186,0.20590401785714288,False,0.00046875,0.000390625,0.000546875,188,143,0.057421875,0.0540625,0.06078125,1,143,0.3508203125,0.363046875,0.33859375,0,143,0.457734375,0.452734375,0.462734375,0,143,0.1843359375,0.200078125,0.16859375,0,143,0.1936328125,0.210625,0.176640625,0,143,0.1969140625,0.2128125,0.181015625,0,142
38,0.4538547098636627,0.1973515625,0.199125,0.195578125,0.46428999304771423,0.2059486607142857,False,0.00046875,0.000390625,0.000546875,188,143,0.0574609375,0.054140625,0.06078125,1,143,0.3510546875,0.363359375,0.33875,0,143,0.457890625,0.452890625,0.462890625,0,143,0.1844140625,0.2003125,0.168515625,0,143,0.1934765625,0.2103125,0.176640625,0,143,0.196875,0.212734375,0.181015625,0,142
39,0.45378541946411133,0.197265625,0.199125,0.19540625,0.4642173945903778,0.20591517857142858,False,0.00046875,0.000390625,0.000546875,188,143,0.0572265625,0.05390625,0.060546875,1,143,0.3509765625,0.363359375,0.33859375,0,143,0.45765625,0.4528125,0.4625,0,143,0.1844921875,0.2003125,0.168671875,0,143,0.19359375,0.21046875,0.17671875,0,143,0.1969921875,0.212890625,0.18109375,0,142
40,0.4537174701690674,0.19728125,0.19915625,0.19540625,0.464148610830307,0.20587611607142858,True,0.00046875,0.000390625,0.000546875,188,143,0.0572265625,0.05390625,0.060546875,1,143,0.350859375,0.36328125,0.3384375,0,143,0.4576953125,0.452890625,0.4625,0,143,0.1844921875,0.2003125,0.168671875,0,143,0.193515625,0.2103125,0.17671875,0,143,0.196875,0.21265625,0.18109375,0,142
41,0.4536515772342682,0.1972109375,0.199140625,0.19528125,0.46407777070999146,0.20587053571428574,True,0.00046875,0.000390625,0.000546875,188,143,0.057265625,0.053984375,0.060546875,1,143,0.350703125,0.36296875,0.3384375,0,143,0.4577734375,0.45296875,0.462578125,0,143,0.1844921875,0.2003125,0.168671875,0,143,0.19359375,0.2103125,0.176875,0,143,0.196796875,0.21265625,0.1809375,0,142
42,0.4536013901233673,0.19721875,0.19915625,0.19528125,0.46401306986808777,0.20590401785714282,False,0.00046875,0.000390625,0.000546875,188,143,0.0572265625,0.053984375,0.06046875,1,143,0.3509375,0.36328125,0.33859375,0,143,0.4576953125,0.4528125,0.462578125,0,143,0.1844921875,0.2003125,0.168671875,0,143,0.193671875,0.2103125,0.17703125,0,143,0.1968359375,0.21265625,0.181015625,0,142
43,0.45354580879211426,0.197140625,0.19915625,0.195125,0.46396148204803467,0.20590401785714282,False,0.00046875,0.000390625,0.000546875,188,143,0.057265625,0.053984375,0.060546875,1,143,0.3508984375,0.36328125,0.338515625,0,143,0.4576953125,0.4528125,0.462578125,0,143,0.1844921875,0.2003125,0.168671875,0,143,0.193671875,0.2103125,0.17703125,0,143,0.1968359375,0.21265625,0.181015625,0,142
44,0.4534916877746582,0.1971328125,0.199140625,0.195125,0.46391674876213074,0.2058482142857143,True,0.00046875,0.000390625,0.000546875,188,143,0.0573828125,0.05421875,0.060546875,1,143,0.350703125,0.362890625,0.338515625,0,143,0.4575,0.452421875,0.462578125,0,143,0.1844140625,0.20015625,0.168671875,0,143,0.193671875,0.2103125,0.17703125,0,143,0.196796875,0.212578125,0.181015625,0,142
45,0.4534425437450409,0.1970859375,0.19903125,0.195140625,0.46385863423347473,0.20583705357142854,True,0.00046875,0.000390625,0.000546875,188,143,0.0573828125,0.054140625,0.060625,1,143,0.3505078125,0.3625,0.338515625,0,143,0.457421875,0.452265625,0.462578125,0,143,0.1844140625,0.200078125,0.16875,0,143,0.1937890625,0.210546875,0.17703125,0,143,0.196875,0.212734375,0.181015625,0,142
46,0.4533920884132385,0.1971640625,0.199171875,0.19515625,0.46383020281791687,0.20586495535714283,False,0.00046875,0.000390625,0.000546875,188,143,0.057265625,0.053828125,0.060703125,1,143,0.350703125,0.362734375,0.338671875,0,143,0.4573828125,0.452109375,0.46265625,0,143,0.18453125,0.2003125,0.16875,0,143,0.1938671875,0.210703125,0.17703125,0,143,0.1968359375,0.212734375,0.1809375,0,142
47,0.4533435106277466,0.197171875,0.199203125,0.195140625,0.4637720584869385,0.20585937499999998,False,0.00046875,0.000390625,0.000546875,188,143,0.057265625,0.053828125,0.060703125,1,143,0.350703125,0.362734375,0.338671875,0,143,0.4573828125,0.452109375,0.46265625,0,143,0.1844921875,0.200234375,0.16875,0,143,0.1938671875,0.210703125,0.17703125,0,143,0.1968359375,0.212734375,0.1809375,0,142
48,0.45329543948173523,0.1971875,0.19921875,0.19515625,0.4637523889541626,0.20586495535714283,False,0.00046875,0.000390625,0.000546875,188,143,0.057265625,0.053828125,0.060703125,1,143,0.3507421875,0.362890625,0.33859375,0,143,0.4573828125,0.452109375,0.46265625,0,143,0.1844140625,0.200234375,0.16859375,0,143,0.1939453125,0.210859375,0.17703125,0,143,0.1968359375,0.212890625,0.18078125,0,142
49,0.4532439410686493,0.197171875,0.19921875,0.195125,0.46371856331825256,0.20586495535714283,False,0.00046875,0.000390625,0.000546875,188,143,0.057265625,0.053828125,0.060703125,1,143,0.350703125,0.362890625,0.338515625,0,143,0.4573828125,0.452109375,0.46265625,0,143,0.184375,0.200234375,0.168515625,0,143,0.1939453125,0.210859375,0.17703125,0,143,0.1969140625,0.212890625,0.1809375,0,142
50,0.4531981647014618,0.19715625,0.199203125,0.195109375,0.4636635482311249,0.20588727678571425,False,0.00046875,0.000390625,0.000546875,188,143,0.057265625,0.053828125,0.060703125,1,143,0.35078125,0.362890625,0.338671875,0,143,0.4573828125,0.452109375,0.46265625,0,143,0.184453125,0.200234375,0.168671875,0,143,0.1939453125,0.210859375,0.17703125,0,143,0.1969140625,0.212890625,0.1809375,0,142
51,0.45315688848495483,0.197171875,0.199234375,0.195109375,0.46363842487335205,0.20586495535714283,False,0.00046875,0.000390625,0.000546875,188,143,0.057265625,0.053828125,0.060703125,1,143,0.3507421875,0.362890625,0.33859375,0,143,0.4573828125,0.452109375,0.46265625,0,143,0.1844140625,0.2003125,0.168515625,0,143,0.1939453125,0.210859375,0.17703125,0,143,0.1968359375,0.212890625,0.18078125,0,142
52,0.4531131684780121,0.1971640625,0.19921875,0.195109375,0.4635868966579437,0.20585379464285714,False,0.00046875,0.000390625,0.000546875,188,143,0.0571875,0.053671875,0.060703125,1,143,0.3507421875,0.362890625,0.33859375,0,143,0.4574609375,0.452265625,0.46265625,0,143,0.1843359375,0.20015625,0.168515625,0,143,0.1939453125,0.210859375,0.17703125,0,143,0.1968359375,0.212890625,0.18078125,0,142
53,0.45307695865631104,0.19715625,0.199234375,0.195078125,0.46354278922080994,0.20589843749999995,False,0.00046875,0.000390625,0.000546875,188,143,0.0572265625,0.05375,0.060703125,1,143,0.350859375,0.362890625,0.338828125,0,143,0.45765625,0.45234375,0.46296875,0,143,0.18421875,0.2,0.1684375,0,143,0.193984375,0.210859375,0.177109375,0,143,0.196875,0.2128125,0.1809375,0,142
54,0.4530395567417145,0.197171875,0.199234375,0.195109375,0.4635183811187744,0.20592633928571427,False,0.00046875,0.000390625,0.000546875,188,143,0.0572265625,0.05375,0.060703125,1,143,0.3508984375,0.362890625,0.33890625,0,143,0.45765625,0.45234375,0.46296875,0,143,0.1842578125,0.20015625,0.168359375,0,143,0.1940625,0.211015625,0.177109375,0,143,0.1969140625,0.21296875,0.180859375,0,142
55,0.4530012011528015,0.1971484375,0.199203125,0.19509375,0.46347394585609436,0.20594308035714287,False,0.00046875,0.000390625,0.000546875,188,143,0.0572265625,0.05375,0.060703125,1,143,0.3509765625,0.3628125,0.339140625,0,143,0.457734375,0.452421875,0.463046875,0,143,0.1842578125,0.199921875,0.16859375,0,143,0.1941015625,0.211015625,0.1771875,0,143,0.1968359375,0.212890625,0.18078125,0,142
