epoch,train_bce,train_ber,train_lh2_ber,train_hl2_ber,validation_bce,validation_macro_ber,is_best_checkpoint,train_clean_ber,train_clean_lh2_ber,train_clean_hl2_ber,validation_clean_ber,validation_clean_lh2_ber,validation_clean_hl2_ber,train_jpeg90_ber,train_jpeg90_lh2_ber,train_jpeg90_hl2_ber,validation_jpeg90_ber,validation_jpeg90_lh2_ber,validation_jpeg90_hl2_ber,train_jpeg70_ber,train_jpeg70_lh2_ber,train_jpeg70_hl2_ber,validation_jpeg70_ber,validation_jpeg70_lh2_ber,validation_jpeg70_hl2_ber,train_jpeg50_ber,train_jpeg50_lh2_ber,train_jpeg50_hl2_ber,validation_jpeg50_ber,validation_jpeg50_lh2_ber,validation_jpeg50_hl2_ber,train_reencode1_ber,train_reencode1_lh2_ber,train_reencode1_hl2_ber,validation_reencode1_ber,validation_reencode1_lh2_ber,validation_reencode1_hl2_ber,train_reencode2_ber,train_reencode2_lh2_ber,train_reencode2_hl2_ber,validation_reencode2_ber,validation_reencode2_lh2_ber,validation_reencode2_hl2_ber,train_reencode3_ber,train_reencode3_lh2_ber,train_reencode3_hl2_ber,validation_reencode3_ber,validation_reencode3_lh2_ber,validation_reencode3_hl2_ber
31,0.4132067561149597,0.1709140625,0.16696875,0.174859375,0.41317087411880493,0.16772879464285714,False,0.007296875,0.007265625,0.007328125,0.0062109375,0.006484375,0.0059375,0.0606796875,0.053953125,0.06740625,0.0521484375,0.051484375,0.0528125,0.3281640625,0.335109375,0.32121875,0.3466796875,0.36015625,0.333203125,0.445375,0.447046875,0.443703125,0.458046875,0.4565625,0.45953125,0.1070703125,0.097234375,0.11690625,0.09421875,0.09078125,0.09765625,0.1213046875,0.111578125,0.13103125,0.1069140625,0.105546875,0.10828125,0.1265078125,0.11659375,0.136421875,0.1098828125,0.108203125,0.1115625
32,0.4130901098251343,0.17092745535714285,0.16708705357142858,0.17476785714285714,0.4131098687648773,0.16768973214285712,False,0.0072421875,0.007265625,0.00721875,0.006171875,0.00640625,0.0059375,0.0604140625,0.053875,0.066953125,0.0518359375,0.0509375,0.052734375,0.328171875,0.335171875,0.321171875,0.346640625,0.36015625,0.333125,0.445328125,0.4470625,0.44359375,0.4578515625,0.45609375,0.459609375,0.10728125,0.097390625,0.117171875,0.0944921875,0.0909375,0.098046875,0.121390625,0.111796875,0.130984375,0.106640625,0.10515625,0.108125,0.1266640625,0.117046875,0.13628125,0.1101953125,0.10859375,0.111796875
33,0.4129462242126465,0.17094419642857142,0.1670625,0.17482589285714287,0.4127986431121826,0.1676283482142857,False,0.0072421875,0.007296875,0.0071875,0.006171875,0.0065625,0.00578125,0.0606328125,0.054109375,0.06715625,0.051953125,0.0509375,0.05296875,0.3281484375,0.335046875,0.32125,0.346484375,0.359765625,0.333203125,0.4453125,0.4469375,0.4436875,0.458203125,0.4565625,0.45984375,0.10721875,0.097265625,0.117171875,0.094140625,0.090390625,0.097890625,0.121421875,0.1118125,0.13103125,0.1065234375,0.1046875,0.108359375,0.1266328125,0.11696875,0.136296875,0.109921875,0.108046875,0.111796875
34,0.41286516189575195,0.1710267857142857,0.16709375,0.17495982142857142,0.4123243987560272,0.16749441964285716,True,0.007515625,0.0075,0.00753125,0.0062890625,0.006640625,0.0059375,0.0608125,0.054296875,0.067328125,0.052109375,0.05125,0.05296875,0.328140625,0.335078125,0.321203125,0.346328125,0.359296875,0.333359375,0.4453125,0.44678125,0.44384375,0.457734375,0.455859375,0.459609375,0.1072421875,0.0971875,0.117296875,0.093828125,0.090078125,0.097578125,0.1214140625,0.111875,0.130953125,0.1063671875,0.104765625,0.10796875,0.12675,0.1169375,0.1365625,0.1098046875,0.107578125,0.11203125
35,0.41271477937698364,0.17079575892857143,0.16690625,0.17468526785714286,0.4125802218914032,0.16743303571428572,True,0.00728125,0.00728125,0.00728125,0.0062109375,0.006640625,0.00578125,0.0606875,0.054015625,0.067359375,0.0523046875,0.05125,0.053359375,0.328234375,0.33525,0.32121875,0.3460546875,0.3590625,0.333046875,0.445125,0.44675,0.4435,0.45796875,0.4565625,0.459375,0.1070546875,0.09721875,0.116890625,0.0937109375,0.09046875,0.096953125,0.12084375,0.11134375,0.13034375,0.106015625,0.104140625,0.107890625,0.12634375,0.116484375,0.136203125,0.109765625,0.1075,0.11203125
36,0.41259562969207764,0.17083370535714285,0.16688169642857142,0.1747857142857143,0.4124336540699005,0.1673046875,True,0.0072109375,0.00725,0.007171875,0.0062890625,0.006640625,0.0059375,0.0605625,0.054,0.067125,0.052265625,0.05125,0.05328125,0.3283984375,0.335421875,0.321375,0.346015625,0.359140625,0.332890625,0.445140625,0.446609375,0.443671875,0.4579296875,0.456484375,0.459375,0.1070390625,0.09703125,0.117046875,0.0936328125,0.090625,0.096640625,0.121046875,0.11146875,0.130625,0.1056640625,0.10390625,0.107421875,0.1264375,0.116390625,0.136484375,0.1093359375,0.107578125,0.11109375
37,0.4125184416770935,0.17075669642857144,0.16680357142857144,0.17470982142857142,0.4122188091278076,0.1675558035714286,False,0.0073125,0.007328125,0.007296875,0.0062890625,0.006640625,0.0059375,0.0603828125,0.05378125,0.066984375,0.0526171875,0.05125,0.053984375,0.328421875,0.33546875,0.321375,0.3461328125,0.35921875,0.333046875,0.4449921875,0.4464375,0.443546875,0.4581640625,0.456328125,0.46,0.1068828125,0.097015625,0.11675,0.09390625,0.090859375,0.096953125,0.1209609375,0.11140625,0.130515625,0.106015625,0.1040625,0.10796875,0.12634375,0.1161875,0.1365,0.109765625,0.1078125,0.11171875
38,0.41243377327919006,0.17083816964285714,0.166859375,0.17481696428571428,0.41187727451324463,0.16746093750000002,False,0.00753125,0.007578125,0.007484375,0.0064453125,0.006875,0.006015625,0.0604375,0.054078125,0.066796875,0.0527734375,0.051484375,0.0540625,0.3284609375,0.335171875,0.32175,0.3458984375,0.35921875,0.332578125,0.4450078125,0.446375,0.443640625,0.4578515625,0.4565625,0.459140625,0.10684375,0.0969375,0.11675,0.093828125,0.090546875,0.097109375,0.121140625,0.111484375,0.130796875,0.1058984375,0.103984375,0.1078125,0.1264453125,0.116390625,0.1365,0.10953125,0.107734375,0.111328125
39,0.4123038053512573,0.17063169642857143,0.16664285714285715,0.1746205357142857,0.41210615634918213,0.16729910714285712,True,0.0072265625,0.0073125,0.007140625,0.0063671875,0.006796875,0.0059375,0.0603359375,0.05378125,0.066890625,0.052734375,0.051171875,0.054296875,0.3284375,0.335234375,0.321640625,0.346015625,0.359296875,0.332734375,0.444953125,0.44615625,0.44375,0.4578125,0.456640625,0.458984375,0.1063671875,0.096515625,0.11621875,0.0931640625,0.089765625,0.0965625,0.1209375,0.111328125,0.130546875,0.105546875,0.10359375,0.1075,0.1261640625,0.116171875,0.13615625,0.109453125,0.10796875,0.1109375
40,0.4121941030025482,0.170578125,0.1666049107142857,0.17455133928571429,0.41189321875572205,0.16731026785714284,False,0.007171875,0.007265625,0.007078125,0.006328125,0.006796875,0.005859375,0.0603203125,0.053703125,0.0669375,0.0526953125,0.0509375,0.054453125,0.3283984375,0.335234375,0.3215625,0.3455859375,0.35890625,0.332265625,0.4448671875,0.446,0.443734375,0.4580859375,0.456953125,0.45921875,0.1064765625,0.096703125,0.11625,0.0935546875,0.090078125,0.09703125,0.1207578125,0.111109375,0.13040625,0.1055078125,0.10359375,0.107421875,0.1260546875,0.11621875,0.135890625,0.1094140625,0.108046875,0.11078125
41,0.4121137261390686,0.17060714285714285,0.1667142857142857,0.1745,0.4117605984210968,0.1671986607142857,True,0.007171875,0.00725,0.00709375,0.00625,0.006640625,0.005859375,0.060234375,0.053859375,0.066609375,0.0526953125,0.0509375,0.054453125,0.328484375,0.335359375,0.321609375,0.34546875,0.3590625,0.331875,0.4449453125,0.44640625,0.443484375,0.4581640625,0.4571875,0.459140625,0.106515625,0.096671875,0.116359375,0.0934375,0.090390625,0.096484375,0.12075,0.111125,0.130375,0.10546875,0.1034375,0.1075,0.1261484375,0.116328125,0.13596875,0.10890625,0.10796875,0.10984375
42,0.4120473265647888,0.17063504464285714,0.16676339285714287,0.17450669642857142,0.41143834590911865,0.16730468749999997,False,0.00728125,0.0074375,0.007125,0.0062890625,0.006640625,0.0059375,0.0603359375,0.053890625,0.06678125,0.0528125,0.051484375,0.054140625,0.3282578125,0.33525,0.321265625,0.345546875,0.358828125,0.332265625,0.4448984375,0.44634375,0.443453125,0.4577734375,0.4559375,0.459609375,0.1066953125,0.09684375,0.116546875,0.0936328125,0.09015625,0.097109375,0.12075,0.111125,0.130375,0.1059375,0.10359375,0.10828125,0.1262265625,0.116453125,0.136,0.109140625,0.10765625,0.110625
43,0.4119458794593811,0.17060267857142858,0.16667857142857143,0.1745267857142857,0.41130831837654114,0.1673660714285714,False,0.007375,0.0075625,0.0071875,0.0062890625,0.006640625,0.0059375,0.0601953125,0.053796875,0.06659375,0.05296875,0.051796875,0.054140625,0.3281640625,0.335,0.321328125,0.345390625,0.35875,0.33203125,0.444921875,0.446234375,0.443609375,0.45796875,0.456484375,0.459453125,0.106734375,0.096796875,0.116671875,0.0934375,0.09015625,0.09671875,0.120734375,0.111109375,0.130359375,0.106015625,0.10390625,0.108125,0.12609375,0.11625,0.1359375,0.1094921875,0.10796875,0.111015625
44,0.4118361473083496,0.1705814732142857,0.16665401785714284,0.17450892857142858,0.4114437997341156,0.16710937500000003,True,0.0072578125,0.007390625,0.007125,0.0060546875,0.006328125,0.00578125,0.0601015625,0.053578125,0.066625,0.052734375,0.0515625,0.05390625,0.3282734375,0.33515625,0.321390625,0.346171875,0.359296875,0.333046875,0.44496875,0.445828125,0.444109375,0.4579296875,0.45625,0.459609375,0.106703125,0.096953125,0.116453125,0.0930859375,0.09015625,0.096015625,0.1207109375,0.11115625,0.130265625,0.1054296875,0.10328125,0.107578125,0.1260546875,0.116515625,0.13559375,0.108359375,0.107109375,0.109609375
45,0.4117810130119324,0.17051674107142858,0.16658705357142858,0.17444642857142856,0.4114000201225281,0.16715401785714287,False,0.007140625,0.00728125,0.007,0.0059765625,0.00625,0.005703125,0.060140625,0.05365625,0.066625,0.0526171875,0.05109375,0.054140625,0.32815625,0.33465625,0.32165625,0.34625,0.359453125,0.333046875,0.4449140625,0.445796875,0.44403125,0.4575390625,0.45546875,0.459609375,0.1067109375,0.097125,0.116296875,0.0934375,0.090234375,0.096640625,0.1205703125,0.111078125,0.1300625,0.105703125,0.103359375,0.108046875,0.125984375,0.116515625,0.135453125,0.1085546875,0.1071875,0.109921875
46,0.41170796751976013,0.17064955357142858,0.16671875,0.17458035714285713,0.4111015200614929,0.16723214285714286,False,0.0072265625,0.00734375,0.007109375,0.0059765625,0.006328125,0.005625,0.0601953125,0.053953125,0.0664375,0.052578125,0.051015625,0.054140625,0.3284296875,0.335140625,0.32171875,0.346484375,0.359609375,0.333359375,0.4451796875,0.44615625,0.444203125,0.4575390625,0.455390625,0.4596875,0.106765625,0.096953125,0.116578125,0.0933984375,0.09046875,0.096328125,0.1207890625,0.111171875,0.13040625,0.10578125,0.10328125,0.10828125,0.1259609375,0.1163125,0.135609375,0.1088671875,0.10734375,0.110390625
47,0.4116196930408478,0.17058370535714285,0.16664955357142858,0.17451785714285714,0.41130584478378296,0.1670703125,True,0.0071953125,0.007390625,0.007,0.0058203125,0.006015625,0.005625,0.06003125,0.05371875,0.06634375,0.05265625,0.050625,0.0546875,0.32846875,0.335234375,0.321703125,0.3466015625,0.360078125,0.333125,0.444953125,0.445921875,0.443984375,0.4571484375,0.454921875,0.459375,0.106625,0.096734375,0.116515625,0.093125,0.089765625,0.096484375,0.120828125,0.11121875,0.1304375,0.1055078125,0.10296875,0.108046875,0.125984375,0.116328125,0.135640625,0.1086328125,0.107265625,0.11
48,0.41158685088157654,0.17054017857142856,0.16656473214285714,0.174515625,0.41112351417541504,0.16719308035714286,False,0.0071875,0.007375,0.007,0.005859375,0.006171875,0.005546875,0.0600390625,0.05365625,0.066421875,0.05265625,0.050703125,0.054609375,0.3285234375,0.335015625,0.32203125,0.3465234375,0.36,0.333046875,0.445109375,0.44603125,0.4441875,0.4573046875,0.455,0.459609375,0.10653125,0.096703125,0.116359375,0.0934765625,0.0903125,0.096640625,0.1205546875,0.111,0.130109375,0.1056640625,0.103203125,0.108125,0.1258359375,0.116171875,0.1355,0.1088671875,0.107578125,0.11015625
49,0.4115588963031769,0.17054910714285715,0.1665625,0.1745357142857143,0.41091373562812805,0.16709263392857143,False,0.007265625,0.007453125,0.007078125,0.005859375,0.00625,0.00546875,0.060015625,0.053578125,0.066453125,0.0526953125,0.051015625,0.054375,0.32840625,0.334953125,0.321859375,0.3462890625,0.35984375,0.332734375,0.445015625,0.445859375,0.444171875,0.457109375,0.455078125,0.459140625,0.1064609375,0.09653125,0.116390625,0.0934765625,0.09046875,0.096484375,0.120734375,0.111203125,0.130265625,0.1054296875,0.103203125,0.10765625,0.1259453125,0.116359375,0.13553125,0.1087890625,0.107578125,0.11
50,0.41144949197769165,0.17059821428571428,0.1665825892857143,0.17461383928571428,0.410737007856369,0.1672544642857143,False,0.0073046875,0.007625,0.006984375,0.0059375,0.00640625,0.00546875,0.0602109375,0.05375,0.066671875,0.052734375,0.05125,0.05421875,0.3284140625,0.335046875,0.32178125,0.34625,0.36,0.3325,0.4451796875,0.446,0.444359375,0.457421875,0.4553125,0.45953125,0.106546875,0.096609375,0.116484375,0.0937109375,0.09078125,0.096640625,0.1205,0.11078125,0.13021875,0.105625,0.103828125,0.107421875,0.12603125,0.116265625,0.135796875,0.1091015625,0.10796875,0.110234375
51,0.4112916886806488,0.17053348214285713,0.1665200892857143,0.174546875,0.41062673926353455,0.1673046875,False,0.007265625,0.007625,0.00690625,0.0059765625,0.006484375,0.00546875,0.0601171875,0.0535625,0.066671875,0.052734375,0.05140625,0.0540625,0.3284296875,0.3351875,0.321671875,0.346171875,0.359609375,0.332734375,0.4452109375,0.446140625,0.44428125,0.45734375,0.455546875,0.459140625,0.1065546875,0.096625,0.116484375,0.093828125,0.091015625,0.096640625,0.12040625,0.110625,0.1301875,0.1059375,0.103828125,0.108046875,0.12575,0.115875,0.135625,0.109140625,0.108125,0.11015625
52,0.41117456555366516,0.17044308035714287,0.16637053571428573,0.174515625,0.4106682538986206,0.16721540178571428,False,0.0070703125,0.007375,0.006765625,0.005859375,0.00640625,0.0053125,0.0598125,0.05325,0.066375,0.05234375,0.0509375,0.05375,0.3284921875,0.334984375,0.322,0.3459375,0.35921875,0.33265625,0.4452265625,0.445921875,0.44453125,0.4572265625,0.455703125,0.45875,0.1065390625,0.096671875,0.11640625,0.09421875,0.091328125,0.097109375,0.1202734375,0.1105625,0.129984375,0.1057421875,0.103515625,0.10796875,0.1256875,0.115828125,0.135546875,0.1091796875,0.107890625,0.11046875
53,0.41102316975593567,0.17020424107142856,0.1661875,0.17422098214285714,0.4110613167285919,0.1671372767857143,False,0.0066328125,0.006921875,0.00634375,0.005546875,0.00609375,0.005,0.059640625,0.053015625,0.066265625,0.0521875,0.050703125,0.053671875,0.3283984375,0.334984375,0.3218125,0.3459375,0.3590625,0.3328125,0.4453984375,0.4464375,0.444359375,0.45734375,0.455546875,0.459140625,0.1061484375,0.09634375,0.115953125,0.0940234375,0.0909375,0.097109375,0.12,0.11025,0.12975,0.1058984375,0.1034375,0.108359375,0.1252109375,0.115359375,0.1350625,0.1090234375,0.107734375,0.1103125
54,0.41085878014564514,0.1701283482142857,0.16605133928571428,0.17420535714285715,0.41086897253990173,0.16699776785714285,True,0.0066953125,0.007,0.006390625,0.005625,0.006015625,0.005234375,0.059625,0.052984375,0.066265625,0.0520703125,0.050546875,0.05359375,0.3282890625,0.334796875,0.32178125,0.345859375,0.359375,0.33234375,0.4453984375,0.446375,0.444421875,0.4571484375,0.4559375,0.458359375,0.105921875,0.096046875,0.115796875,0.0936328125,0.09015625,0.097109375,0.11984375,0.11,0.1296875,0.105703125,0.103125,0.10828125,0.125125,0.11515625,0.13509375,0.1089453125,0.107109375,0.11078125
55,0.4107450544834137,0.17009598214285715,0.166015625,0.1741763392857143,0.41079699993133545,0.16705357142857144,False,0.0066875,0.0070625,0.0063125,0.0054296875,0.005859375,0.005,0.0595234375,0.052921875,0.066125,0.0519921875,0.050546875,0.0534375,0.3283984375,0.334828125,0.32196875,0.345625,0.35890625,0.33234375,0.4453671875,0.44640625,0.444328125,0.4569140625,0.455625,0.458203125,0.105859375,0.095890625,0.115828125,0.0941015625,0.0909375,0.097265625,0.1198671875,0.11,0.129734375,0.1059375,0.1034375,0.1084375,0.12496875,0.115,0.1349375,0.109375,0.107734375,0.111015625
56,0.4106285572052002,0.17009151785714285,0.16597991071428572,0.174203125,0.4107125997543335,0.16707589285714283,False,0.00646875,0.006828125,0.006109375,0.0054296875,0.00578125,0.005078125,0.059671875,0.05290625,0.0664375,0.0519921875,0.050625,0.053359375,0.3284140625,0.334734375,0.32209375,0.3457421875,0.359453125,0.33203125,0.445453125,0.446359375,0.444546875,0.4569140625,0.4559375,0.457890625,0.1057578125,0.095859375,0.11565625,0.0940625,0.09078125,0.09734375,0.12003125,0.110234375,0.129828125,0.1061328125,0.10359375,0.108671875,0.12484375,0.1149375,0.13475,0.1092578125,0.107421875,0.11109375
57,0.4105108380317688,0.17026897321428572,0.16619419642857142,0.17434375,0.40985342860221863,0.1670200892857143,False,0.0069296875,0.007328125,0.00653125,0.0056640625,0.00625,0.005078125,0.0597265625,0.053046875,0.06640625,0.052109375,0.050390625,0.053828125,0.3283359375,0.3346875,0.321984375,0.34578125,0.359765625,0.331796875,0.445375,0.446140625,0.444609375,0.4566796875,0.4553125,0.458046875,0.105890625,0.096109375,0.115671875,0.0939453125,0.091015625,0.096875,0.120375,0.110515625,0.130234375,0.1059765625,0.10390625,0.108046875,0.12525,0.11553125,0.13496875,0.108984375,0.106953125,0.111015625
58,0.4103669226169586,0.17025669642857144,0.16619196428571428,0.17432142857142857,0.4095500707626343,0.16705357142857144,False,0.0069921875,0.007375,0.006609375,0.0057421875,0.00640625,0.005078125,0.059765625,0.053203125,0.066328125,0.05234375,0.05078125,0.05390625,0.328296875,0.33471875,0.321875,0.3459765625,0.360078125,0.331875,0.4451953125,0.44609375,0.444296875,0.456484375,0.455078125,0.457890625,0.1057734375,0.095859375,0.1156875,0.0938671875,0.091328125,0.09640625,0.1204375,0.110609375,0.130265625,0.1059375,0.10421875,0.10765625,0.1253359375,0.115484375,0.1351875,0.1090234375,0.107265625,0.11078125
59,0.4102208912372589,0.17016183035714286,0.16603348214285715,0.17429017857142856,0.40959885716438293,0.16694754464285716,True,0.00684375,0.007203125,0.006484375,0.005546875,0.0059375,0.00515625,0.05971875,0.053140625,0.066296875,0.052109375,0.05046875,0.05375,0.328203125,0.334625,0.32178125,0.34578125,0.36015625,0.33140625,0.4452109375,0.446109375,0.4443125,0.456484375,0.45484375,0.458125,0.1056875,0.095765625,0.115609375,0.09390625,0.09109375,0.09671875,0.12028125,0.11034375,0.13021875,0.1059765625,0.104375,0.107578125,0.1251875,0.115046875,0.135328125,0.108828125,0.106953125,0.110703125
60,0.41006430983543396,0.17023995535714287,0.1661674107142857,0.1743125,0.4092874526977539,0.1671484375,False,0.0068046875,0.007171875,0.0064375,0.005703125,0.006328125,0.005078125,0.05978125,0.05325,0.0663125,0.052265625,0.050390625,0.054140625,0.3282734375,0.334640625,0.32190625,0.345703125,0.360078125,0.331328125,0.4451328125,0.446140625,0.444125,0.4564453125,0.454765625,0.458125,0.105765625,0.095953125,0.115578125,0.0944140625,0.09140625,0.097421875,0.1204609375,0.110609375,0.1303125,0.1062890625,0.104375,0.108203125,0.1254609375,0.11540625,0.135515625,0.10921875,0.107265625,0.111171875
61,0.40992558002471924,0.17019866071428572,0.16604464285714285,0.17435267857142858,0.40915733575820923,0.16702008928571432,False,0.0068359375,0.00721875,0.006453125,0.0057421875,0.0065625,0.004921875,0.059671875,0.0530625,0.06628125,0.052578125,0.0509375,0.05421875,0.328125,0.3341875,0.3220625,0.3453125,0.36,0.330625,0.445078125,0.445828125,0.444328125,0.456328125,0.454375,0.45828125,0.1058828125,0.096140625,0.115625,0.094296875,0.09125,0.09734375,0.1205234375,0.11059375,0.130453125,0.105859375,0.10421875,0.1075,0.1252734375,0.11528125,0.135265625,0.1090234375,0.10703125,0.111015625
62,0.40980401635169983,0.17022879464285715,0.1661138392857143,0.17434375,0.40900918841362,0.16698102678571428,False,0.0067734375,0.00725,0.006296875,0.0058203125,0.00640625,0.005234375,0.05971875,0.053234375,0.066203125,0.0522265625,0.050625,0.053828125,0.32846875,0.334578125,0.322359375,0.3457421875,0.360859375,0.330625,0.445203125,0.445859375,0.444546875,0.4564453125,0.454921875,0.45796875,0.1058125,0.096203125,0.115421875,0.094140625,0.09125,0.09703125,0.12040625,0.11046875,0.13034375,0.1057421875,0.103828125,0.10765625,0.12521875,0.115203125,0.135234375,0.10875,0.106796875,0.110703125
63,0.409695565700531,0.17017075892857142,0.16609598214285715,0.17424553571428572,0.4088675379753113,0.16694196428571426,True,0.0067265625,0.00721875,0.006234375,0.005703125,0.00625,0.00515625,0.059640625,0.05325,0.06603125,0.0519921875,0.050546875,0.0534375,0.3285703125,0.33459375,0.322546875,0.3457421875,0.36125,0.330234375,0.4451484375,0.445859375,0.4444375,0.456484375,0.454765625,0.458203125,0.10571875,0.096125,0.1153125,0.0937890625,0.090234375,0.09734375,0.1203046875,0.11046875,0.130140625,0.1059375,0.103828125,0.108046875,0.1250859375,0.11515625,0.135015625,0.1089453125,0.1065625,0.111328125
64,0.40958085656166077,0.1701875,0.16620089285714285,0.17417410714285714,0.40862149000167847,0.16709263392857143,False,0.00678125,0.00725,0.0063125,0.00578125,0.006328125,0.005234375,0.0597265625,0.053453125,0.066,0.051875,0.05078125,0.05296875,0.328484375,0.334625,0.32234375,0.3461328125,0.360859375,0.33140625,0.44515625,0.445828125,0.444484375,0.4567578125,0.4553125,0.458203125,0.105828125,0.0965,0.11515625,0.0939453125,0.090546875,0.09734375,0.1202265625,0.110515625,0.1299375,0.1062109375,0.104453125,0.10796875,0.125109375,0.115234375,0.134984375,0.1089453125,0.106796875,0.11109375
65,0.40947237610816956,0.1700580357142857,0.16593303571428572,0.17418303571428573,0.408685564994812,0.16724330357142855,False,0.006671875,0.00715625,0.0061875,0.0055859375,0.00609375,0.005078125,0.0595859375,0.053140625,0.06603125,0.0519921875,0.05046875,0.053515625,0.3282265625,0.334453125,0.322,0.3459375,0.36125,0.330625,0.4451484375,0.445890625,0.44440625,0.4569921875,0.455859375,0.458125,0.1056796875,0.09609375,0.115265625,0.0941015625,0.090859375,0.09734375,0.1201328125,0.110140625,0.130125,0.10671875,0.1046875,0.10875,0.1249609375,0.11465625,0.135265625,0.109375,0.107265625,0.111484375
66,0.4093666076660156,0.17002901785714286,0.16602232142857143,0.1740357142857143,0.4084068536758423,0.1670424107142857,False,0.006671875,0.007109375,0.006234375,0.0057421875,0.00625,0.005234375,0.05959375,0.053234375,0.065953125,0.0518359375,0.05046875,0.053203125,0.3281953125,0.33440625,0.321984375,0.3459765625,0.361171875,0.33078125,0.4450546875,0.446203125,0.44390625,0.4566015625,0.455546875,0.45765625,0.105609375,0.09609375,0.115125,0.09375,0.090234375,0.097265625,0.1200546875,0.110203125,0.12990625,0.1064453125,0.104453125,0.1084375,0.1250234375,0.11490625,0.135140625,0.1089453125,0.10671875,0.111171875
67,0.40927714109420776,0.1700546875,0.1661294642857143,0.1739799107142857,0.4082624614238739,0.16662388392857144,True,0.0066328125,0.00715625,0.006109375,0.00546875,0.00625,0.0046875,0.0593125,0.053078125,0.065546875,0.051875,0.050859375,0.052890625,0.3283125,0.33453125,0.32209375,0.3452734375,0.36109375,0.329453125,0.445234375,0.44621875,0.44425,0.4562890625,0.45515625,0.457421875,0.1056875,0.0964375,0.1149375,0.0931640625,0.090234375,0.09609375,0.120140625,0.1104375,0.12984375,0.1055078125,0.104140625,0.106875,0.1250625,0.115046875,0.135078125,0.1087890625,0.10671875,0.110859375
68,0.4091840386390686,0.16989508928571428,0.16594642857142858,0.17384375,0.40806111693382263,0.16672433035714285,False,0.0065390625,0.007140625,0.0059375,0.0054296875,0.006328125,0.00453125,0.0592890625,0.052984375,0.06559375,0.0517578125,0.0503125,0.053203125,0.3280625,0.33446875,0.32165625,0.345390625,0.36109375,0.3296875,0.4449453125,0.44609375,0.443796875,0.456640625,0.45546875,0.4578125,0.1055078125,0.096046875,0.11496875,0.0931640625,0.090078125,0.09625,0.1200234375,0.110125,0.129921875,0.1058203125,0.104453125,0.1071875,0.1248984375,0.114765625,0.13503125,0.1088671875,0.10671875,0.111015625
69,0.4090995490550995,0.16989508928571428,0.165921875,0.17386830357142857,0.40786921977996826,0.166796875,False,0.0065390625,0.007046875,0.00603125,0.0053125,0.00625,0.004375,0.05921875,0.053015625,0.065421875,0.0519140625,0.05078125,0.053046875,0.3280078125,0.33434375,0.321671875,0.3454296875,0.360234375,0.330625,0.4449296875,0.445953125,0.44390625,0.4568359375,0.4559375,0.457734375,0.1055703125,0.096140625,0.115,0.0935546875,0.09015625,0.096953125,0.120015625,0.110125,0.12990625,0.105703125,0.10421875,0.1071875,0.124984375,0.114828125,0.135140625,0.108828125,0.106796875,0.110859375
70,0.4089965522289276,0.16989285714285715,0.16590848214285714,0.17387723214285714,0.40787366032600403,0.1667020089285714,False,0.006421875,0.006890625,0.005953125,0.0053515625,0.00609375,0.004609375,0.0591171875,0.0528125,0.065421875,0.052109375,0.05125,0.05296875,0.328046875,0.3343125,0.32178125,0.344921875,0.35953125,0.3303125,0.4450703125,0.446203125,0.4439375,0.4566796875,0.455703125,0.45765625,0.105578125,0.09615625,0.115,0.09328125,0.089921875,0.096640625,0.1199921875,0.11015625,0.129828125,0.1056640625,0.104296875,0.10703125,0.1250234375,0.114828125,0.13521875,0.10890625,0.106953125,0.110859375
71,0.4089277386665344,0.16991964285714287,0.165890625,0.17394866071428572,0.4076975882053375,0.16685825892857142,False,0.006453125,0.006875,0.00603125,0.005546875,0.00625,0.00484375,0.059140625,0.0526875,0.06559375,0.0518359375,0.05109375,0.052578125,0.32803125,0.3344375,0.321625,0.3451953125,0.35953125,0.330859375,0.44509375,0.44625,0.4439375,0.4569140625,0.45609375,0.457734375,0.105625,0.09615625,0.11509375,0.0934765625,0.0903125,0.096640625,0.120109375,0.110203125,0.130015625,0.105859375,0.104609375,0.107109375,0.124984375,0.114625,0.13534375,0.1091796875,0.1071875,0.111171875
72,0.4088535010814667,0.1699497767857143,0.16591071428571427,0.1739888392857143,0.40759938955307007,0.16676897321428572,False,0.0063828125,0.0068125,0.005953125,0.0055859375,0.00625,0.004921875,0.0591484375,0.05265625,0.065640625,0.051953125,0.05125,0.05265625,0.328046875,0.334203125,0.321890625,0.344609375,0.358828125,0.330390625,0.4451953125,0.446453125,0.4439375,0.4569140625,0.456015625,0.4578125,0.105515625,0.0961875,0.11484375,0.0934375,0.090390625,0.096484375,0.1202109375,0.110203125,0.13021875,0.1057421875,0.10453125,0.106953125,0.1251484375,0.114859375,0.1354375,0.109140625,0.1071875,0.11109375
73,0.40878766775131226,0.16988392857142856,0.16586830357142857,0.17389955357142858,0.4074654281139374,0.16684709821428573,False,0.006328125,0.00675,0.00590625,0.0055078125,0.006171875,0.00484375,0.059046875,0.052609375,0.065484375,0.052265625,0.051875,0.05265625,0.327984375,0.33434375,0.321625,0.344765625,0.3584375,0.33109375,0.4450703125,0.44653125,0.443609375,0.456875,0.455859375,0.457890625,0.1055234375,0.096109375,0.1149375,0.093515625,0.09046875,0.0965625,0.120078125,0.109953125,0.130203125,0.1058984375,0.10484375,0.106953125,0.12515625,0.11478125,0.13553125,0.1091015625,0.107578125,0.110625
