condition,bit_index,subband,ber,zero_ber,is_worst_10,target_one_frequency,predicted_one_frequency
reencode2,1,LH2,0.035,False,False,0.45,0.435
reencode2,2,LH2,0.06,False,False,0.54,0.55
reencode2,3,LH2,0.105,False,False,0.53,0.525
reencode2,4,LH2,0.09,False,False,0.5,0.51
reencode2,5,LH2,0.165,False,True,0.525,0.55
reencode2,6,LH2,0.1,False,False,0.52,0.54
reencode2,7,LH2,0.08,False,False,0.52,0.52
reencode2,8,LH2,0.135,False,False,0.495,0.47
reencode2,9,LH2,0.04,False,False,0.57,0.55
reencode2,10,LH2,0.06,False,False,0.545,0.555
reencode2,11,LH2,0.12,False,False,0.51,0.43
reencode2,12,LH2,0.105,False,False,0.54,0.515
reencode2,13,LH2,0.165,False,True,0.475,0.47
reencode2,14,LH2,0.12,False,False,0.52,0.5
reencode2,15,LH2,0.1,False,False,0.5,0.45
reencode2,16,LH2,0.065,False,False,0.5,0.505
reencode2,17,LH2,0.08,False,False,0.455,0.475
reencode2,18,LH2,0.11,False,False,0.54,0.5
reencode2,19,LH2,0.125,False,False,0.52,0.515
reencode2,20,LH2,0.195,False,True,0.5,0.545
reencode2,21,LH2,0.08,False,False,0.55,0.5
reencode2,22,LH2,0.1,False,False,0.485,0.475
reencode2,23,LH2,0.1,False,False,0.56,0.58
reencode2,24,LH2,0.05,False,False,0.525,0.525
reencode2,25,LH2,0.03,False,False,0.475,0.475
reencode2,26,LH2,0.11,False,False,0.535,0.485
reencode2,27,LH2,0.175,False,True,0.46,0.535
reencode2,28,LH2,0.155,False,False,0.58,0.505
reencode2,29,LH2,0.045,False,False,0.505,0.5
reencode2,30,LH2,0.185,False,True,0.51,0.545
reencode2,31,LH2,0.1,False,False,0.46,0.46
reencode2,32,LH2,0.065,False,False,0.53,0.565
reencode2,33,LH2,0.125,False,False,0.46,0.465
reencode2,34,LH2,0.135,False,False,0.44,0.455
reencode2,35,LH2,0.09,False,False,0.475,0.445
reencode2,36,LH2,0.085,False,False,0.545,0.49
reencode2,37,LH2,0.14,False,False,0.47,0.49
reencode2,38,LH2,0.18,False,True,0.5,0.47
reencode2,39,LH2,0.16,False,False,0.475,0.455
reencode2,40,LH2,0.13,False,False,0.495,0.515
reencode2,41,LH2,0.12,False,False,0.5,0.5
reencode2,42,LH2,0.135,False,False,0.51,0.495
reencode2,43,LH2,0.065,False,False,0.475,0.47
reencode2,44,LH2,0.12,False,False,0.54,0.53
reencode2,45,LH2,0.075,False,False,0.555,0.54
reencode2,46,LH2,0.12,False,False,0.415,0.485
reencode2,47,LH2,0.07,False,False,0.52,0.51
reencode2,48,LH2,0.115,False,False,0.515,0.52
reencode2,49,LH2,0.08,False,False,0.56,0.59
reencode2,50,LH2,0.1,False,False,0.485,0.475
reencode2,51,LH2,0.13,False,False,0.55,0.53
reencode2,52,LH2,0.17,False,True,0.525,0.475
reencode2,53,LH2,0.19,False,True,0.44,0.42
reencode2,54,LH2,0.075,False,False,0.5,0.495
reencode2,55,LH2,0.095,False,False,0.475,0.49
reencode2,56,LH2,0.11,False,False,0.51,0.46
reencode2,57,LH2,0.055,False,False,0.505,0.48
reencode2,58,LH2,0.075,False,False,0.51,0.495
reencode2,59,LH2,0.045,False,False,0.535,0.55
reencode2,60,LH2,0.1,False,False,0.475,0.495
reencode2,61,LH2,0.135,False,False,0.515,0.53
reencode2,62,LH2,0.02,False,False,0.52,0.53
reencode2,63,LH2,0.105,False,False,0.54,0.545
reencode2,64,HL2,0.025,False,False,0.525,0.53
reencode2,65,HL2,0.065,False,False,0.54,0.535
reencode2,66,HL2,0.135,False,False,0.5,0.535
reencode2,67,HL2,0.07,False,False,0.495,0.505
reencode2,68,HL2,0.095,False,False,0.49,0.515
reencode2,69,HL2,0.12,False,False,0.555,0.515
reencode2,70,HL2,0.105,False,False,0.58,0.545
reencode2,71,HL2,0.11,False,False,0.505,0.495
reencode2,72,HL2,0.08,False,False,0.455,0.505
reencode2,73,HL2,0.155,False,False,0.485,0.42
reencode2,74,HL2,0.15,False,False,0.49,0.51
reencode2,75,HL2,0.08,False,False,0.52,0.52
reencode2,76,HL2,0.095,False,False,0.57,0.625
reencode2,77,HL2,0.05,False,False,0.525,0.515
reencode2,78,HL2,0.155,False,False,0.44,0.445
reencode2,79,HL2,0.05,False,False,0.53,0.5
reencode2,80,HL2,0.18,False,True,0.51,0.48
reencode2,81,HL2,0.145,False,False,0.485,0.5
reencode2,82,HL2,0.15,False,False,0.525,0.535
reencode2,83,HL2,0.13,False,False,0.435,0.455
reencode2,84,HL2,0.14,False,False,0.475,0.475
reencode2,85,HL2,0.105,False,False,0.495,0.49
reencode2,86,HL2,0.095,False,False,0.535,0.54
reencode2,87,HL2,0.12,False,False,0.5,0.5
reencode2,88,HL2,0.135,False,False,0.51,0.525
reencode2,89,HL2,0.11,False,False,0.51,0.45
reencode2,90,HL2,0.155,False,False,0.46,0.445
reencode2,91,HL2,0.13,False,False,0.46,0.46
reencode2,92,HL2,0.17,False,True,0.495,0.495
reencode2,93,HL2,0.08,False,False,0.42,0.44
reencode2,94,HL2,0.105,False,False,0.535,0.5
reencode2,95,HL2,0.045,False,False,0.5,0.505
reencode2,96,HL2,0.13,False,False,0.52,0.51
reencode2,97,HL2,0.12,False,False,0.52,0.48
reencode2,98,HL2,0.105,False,False,0.505,0.53
reencode2,99,HL2,0.12,False,False,0.475,0.475
reencode2,100,HL2,0.135,False,False,0.59,0.575
reencode2,101,HL2,0.075,False,False,0.5,0.515
reencode2,102,HL2,0.115,False,False,0.51,0.505
reencode2,103,HL2,0.115,False,False,0.45,0.455
reencode2,104,HL2,0.06,False,False,0.48,0.51
reencode2,105,HL2,0.13,False,False,0.485,0.465
reencode2,106,HL2,0.125,False,False,0.48,0.525
reencode2,107,HL2,0.09,False,False,0.535,0.555
reencode2,108,HL2,0.16,False,False,0.5,0.45
reencode2,109,HL2,0.07,False,False,0.555,0.525
reencode2,110,HL2,0.135,False,False,0.58,0.545
reencode2,111,HL2,0.11,False,False,0.525,0.495
reencode2,112,HL2,0.085,False,False,0.465,0.48
reencode2,113,HL2,0.13,False,False,0.5,0.5
reencode2,114,HL2,0.085,False,False,0.475,0.49
reencode2,115,HL2,0.115,False,False,0.495,0.52
reencode2,116,HL2,0.095,False,False,0.54,0.495
reencode2,117,HL2,0.125,False,False,0.52,0.525
reencode2,118,HL2,0.135,False,False,0.54,0.495
reencode2,119,HL2,0.095,False,False,0.48,0.495
reencode2,120,HL2,0.085,False,False,0.515,0.5
reencode2,121,HL2,0.075,False,False,0.535,0.57
reencode2,122,HL2,0.075,False,False,0.49,0.425
reencode2,123,HL2,0.05,False,False,0.465,0.495
reencode2,124,HL2,0.075,False,False,0.55,0.555
reencode2,125,HL2,0.1,False,False,0.46,0.48
reencode2,126,HL2,0.055,False,False,0.5,0.495
reencode2,127,HL2,0.075,False,False,0.51,0.515
reencode3,0,LH2,0.095,False,False,0.525,0.53
reencode3,1,LH2,0.045,False,False,0.45,0.445
reencode3,2,LH2,0.06,False,False,0.54,0.55
reencode3,3,LH2,0.12,False,False,0.53,0.53
reencode3,4,LH2,0.095,False,False,0.5,0.505
reencode3,5,LH2,0.16,False,False,0.525,0.555
reencode3,6,LH2,0.11,False,False,0.52,0.53
reencode3,7,LH2,0.09,False,False,0.52,0.5
reencode3,8,LH2,0.14,False,False,0.495,0.475
reencode3,9,LH2,0.055,False,False,0.57,0.535
reencode3,10,LH2,0.075,False,False,0.545,0.57
reencode3,11,LH2,0.13,False,False,0.51,0.42
reencode3,12,LH2,0.11,False,False,0.54,0.52
reencode3,13,LH2,0.17,False,True,0.475,0.475
reencode3,14,LH2,0.14,False,False,0.52,0.51
reencode3,15,LH2,0.11,False,False,0.5,0.45
reencode3,16,LH2,0.07,False,False,0.5,0.5
reencode3,17,LH2,0.09,False,False,0.455,0.485
reencode3,18,LH2,0.1,False,False,0.54,0.52
reencode3,19,LH2,0.125,False,False,0.52,0.525
reencode3,20,LH2,0.175,False,True,0.5,0.525
reencode3,21,LH2,0.085,False,False,0.55,0.505
reencode3,22,LH2,0.1,False,False,0.485,0.475
reencode3,23,LH2,0.11,False,False,0.56,0.59
reencode3,24,LH2,0.06,False,False,0.525,0.535
reencode3,25,LH2,0.04,False,False,0.475,0.465
reencode3,26,LH2,0.11,False,False,0.535,0.485
reencode3,27,LH2,0.14,False,False,0.46,0.5
reencode3,28,LH2,0.155,False,False,0.58,0.515
reencode3,29,LH2,0.065,False,False,0.505,0.51
reencode3,30,LH2,0.175,False,True,0.51,0.535
reencode3,31,LH2,0.1,False,False,0.46,0.45
reencode3,32,LH2,0.09,False,False,0.53,0.58
reencode3,33,LH2,0.11,False,False,0.46,0.43
reencode3,34,LH2,0.125,False,False,0.44,0.435
reencode3,35,LH2,0.09,False,False,0.475,0.445
reencode3,36,LH2,0.085,False,False,0.545,0.49
reencode3,37,LH2,0.15,False,False,0.47,0.5
reencode3,38,LH2,0.16,False,False,0.5,0.48
reencode3,39,LH2,0.18,False,True,0.475,0.445
reencode3,40,LH2,0.125,False,False,0.495,0.49
reencode3,41,LH2,0.12,False,False,0.5,0.51
reencode3,42,LH2,0.145,False,False,0.51,0.485
reencode3,43,LH2,0.07,False,False,0.475,0.475
reencode3,44,LH2,0.13,False,False,0.54,0.53
reencode3,45,LH2,0.085,False,False,0.555,0.53
reencode3,46,LH2,0.125,False,False,0.415,0.48
reencode3,47,LH2,0.07,False,False,0.52,0.51
reencode3,48,LH2,0.135,False,False,0.515,0.51
reencode3,49,LH2,0.095,False,False,0.56,0.575
reencode3,50,LH2,0.1,False,False,0.485,0.475
reencode3,51,LH2,0.115,False,False,0.55,0.525
reencode3,52,LH2,0.175,False,True,0.525,0.47
reencode3,53,LH2,0.19,False,True,0.44,0.41
reencode3,54,LH2,0.075,False,False,0.5,0.495
reencode3,55,LH2,0.095,False,False,0.475,0.49
reencode3,56,LH2,0.11,False,False,0.51,0.47
reencode3,57,LH2,0.05,False,False,0.505,0.475
reencode3,58,LH2,0.08,False,False,0.51,0.49
reencode3,59,LH2,0.055,False,False,0.535,0.56
reencode3,60,LH2,0.11,False,False,0.475,0.505
reencode3,61,LH2,0.135,False,False,0.515,0.53
reencode3,62,LH2,0.025,False,False,0.52,0.535
reencode3,63,LH2,0.105,False,False,0.54,0.535
reencode3,64,HL2,0.035,False,False,0.525,0.54
reencode3,65,HL2,0.065,False,False,0.54,0.535
reencode3,66,HL2,0.14,False,False,0.5,0.53
reencode3,67,HL2,0.075,False,False,0.495,0.5
reencode3,68,HL2,0.105,False,False,0.49,0.505
reencode3,69,HL2,0.105,False,False,0.555,0.53
reencode3,70,HL2,0.095,False,False,0.58,0.535
reencode3,71,HL2,0.13,False,False,0.505,0.515
reencode3,72,HL2,0.09,False,False,0.455,0.475
reencode3,73,HL2,0.15,False,False,0.485,0.425
reencode3,74,HL2,0.15,False,False,0.49,0.51
reencode3,75,HL2,0.075,False,False,0.52,0.525
reencode3,76,HL2,0.09,False,False,0.57,0.61
reencode3,77,HL2,0.065,False,False,0.525,0.52
reencode3,78,HL2,0.17,False,True,0.44,0.44
reencode3,79,HL2,0.065,False,False,0.53,0.505
reencode3,80,HL2,0.17,False,True,0.51,0.49
reencode3,81,HL2,0.155,False,False,0.485,0.49
reencode3,82,HL2,0.15,False,False,0.525,0.535
reencode3,83,HL2,0.14,False,False,0.435,0.455
reencode3,84,HL2,0.125,False,False,0.475,0.49
reencode3,85,HL2,0.12,False,False,0.495,0.485
reencode3,86,HL2,0.11,False,False,0.535,0.525
reencode3,87,HL2,0.115,False,False,0.5,0.515
reencode3,88,HL2,0.13,False,False,0.51,0.53
reencode3,89,HL2,0.1,False,False,0.51,0.46
reencode3,90,HL2,0.165,False,False,0.46,0.445
reencode3,91,HL2,0.135,False,False,0.46,0.465
reencode3,92,HL2,0.165,False,False,0.495,0.49
reencode3,93,HL2,0.095,False,False,0.42,0.435
reencode3,94,HL2,0.08,False,False,0.535,0.505
reencode3,95,HL2,0.06,False,False,0.5,0.5
reencode3,96,HL2,0.135,False,False,0.52,0.505
reencode3,97,HL2,0.17,False,True,0.52,0.48
reencode3,98,HL2,0.11,False,False,0.505,0.535
reencode3,99,HL2,0.12,False,False,0.475,0.455
reencode3,100,HL2,0.115,False,False,0.59,0.575
reencode3,101,HL2,0.075,False,False,0.5,0.515
reencode3,102,HL2,0.13,False,False,0.51,0.51
reencode3,103,HL2,0.14,False,False,0.45,0.47
reencode3,104,HL2,0.06,False,False,0.48,0.51
reencode3,105,HL2,0.13,False,False,0.485,0.465
reencode3,106,HL2,0.12,False,False,0.48,0.52
reencode3,107,HL2,0.095,False,False,0.535,0.55
reencode3,108,HL2,0.175,False,True,0.5,0.445
reencode3,109,HL2,0.075,False,False,0.555,0.52
reencode3,110,HL2,0.135,False,False,0.58,0.545
reencode3,111,HL2,0.12,False,False,0.525,0.485
reencode3,112,HL2,0.085,False,False,0.465,0.48
reencode3,113,HL2,0.135,False,False,0.5,0.505
reencode3,114,HL2,0.1,False,False,0.475,0.495
reencode3,115,HL2,0.135,False,False,0.495,0.52
reencode3,116,HL2,0.11,False,False,0.54,0.51
reencode3,117,HL2,0.115,False,False,0.52,0.535
reencode3,118,HL2,0.12,False,False,0.54,0.5
reencode3,119,HL2,0.105,False,False,0.48,0.505
reencode3,120,HL2,0.09,False,False,0.515,0.495
reencode3,121,HL2,0.075,False,False,0.535,0.57
reencode3,122,HL2,0.07,False,False,0.49,0.43
reencode3,123,HL2,0.06,False,False,0.465,0.485
reencode3,124,HL2,0.08,False,False,0.55,0.56
reencode3,125,HL2,0.09,False,False,0.46,0.49
reencode3,126,HL2,0.05,False,False,0.5,0.49
reencode3,127,HL2,0.07,False,False,0.51,0.53
