delta,epoch,train_bce,train_ber,train_lh2_ber,train_hl2_ber,validation_bce,validation_macro_ber,is_best_checkpoint,validation_clean_ber,validation_clean_lh2_ber,validation_clean_hl2_ber,validation_jpeg90_ber,validation_jpeg90_lh2_ber,validation_jpeg90_hl2_ber,validation_jpeg70_ber,validation_jpeg70_lh2_ber,validation_jpeg70_hl2_ber,validation_jpeg50_ber,validation_jpeg50_lh2_ber,validation_jpeg50_hl2_ber,validation_reencode1_ber,validation_reencode1_lh2_ber,validation_reencode1_hl2_ber,validation_reencode2_ber,validation_reencode2_lh2_ber,validation_reencode2_hl2_ber,validation_reencode3_ber,validation_reencode3_lh2_ber,validation_reencode3_hl2_ber
32,11,0.2110971212387085,0.07138504464285714,0.06886383928571428,0.07390625,0.2298220545053482,0.07581473214285714,False,0.000234375,0.000234375,0.000234375,0.012109375,0.010859375,0.013359375,0.1559375,0.17015625,0.14171875,0.2738671875,0.27015625,0.277578125,0.021875,0.021015625,0.022734375,0.031171875,0.029765625,0.032578125,0.0355078125,0.03421875,0.036796875
32,12,0.2108437865972519,0.07132924107142857,0.06882366071428571,0.07383482142857142,0.2294808030128479,0.0757700892857143,True,0.000234375,0.000234375,0.000234375,0.01203125,0.01078125,0.01328125,0.1559375,0.1703125,0.1415625,0.2740234375,0.27046875,0.277578125,0.02171875,0.02078125,0.02265625,0.0309765625,0.029453125,0.0325,0.03546875,0.034140625,0.036796875
32,13,0.21064718067646027,0.07130245535714286,0.06882589285714286,0.07377901785714286,0.22937363386154175,0.07582589285714285,False,0.000234375,0.000234375,0.000234375,0.01203125,0.01078125,0.01328125,0.1559765625,0.1703125,0.141640625,0.274140625,0.270546875,0.277734375,0.021796875,0.02078125,0.0228125,0.0310546875,0.029453125,0.03265625,0.035546875,0.034140625,0.036953125
32,14,0.21051540970802307,0.07128683035714285,0.06879464285714286,0.07377901785714286,0.22929410636425018,0.07582589285714288,False,0.000234375,0.000234375,0.000234375,0.011953125,0.01078125,0.013125,0.1560546875,0.170234375,0.141875,0.27421875,0.27078125,0.27765625,0.0218359375,0.020703125,0.02296875,0.031015625,0.029375,0.03265625,0.03546875,0.03390625,0.03703125
32,15,0.21040980517864227,0.07127008928571428,0.06878794642857143,0.07375223214285714,0.22920985519886017,0.07594308035714285,False,0.000234375,0.000234375,0.000234375,0.0119140625,0.01078125,0.013046875,0.1561328125,0.1703125,0.141953125,0.2747265625,0.27140625,0.278046875,0.0218359375,0.02046875,0.023203125,0.0311328125,0.029375,0.032890625,0.035625,0.0340625,0.0371875
32,16,0.2103133499622345,0.07111272321428572,0.06871205357142857,0.07351339285714285,0.22910644114017487,0.07594866071428572,False,0.000234375,0.000234375,0.000234375,0.0118359375,0.010859375,0.0128125,0.1564453125,0.170546875,0.14234375,0.2744140625,0.271328125,0.2775,0.021875,0.020390625,0.023359375,0.031171875,0.02953125,0.0328125,0.0356640625,0.034140625,0.0371875
32,17,0.21022062003612518,0.07110714285714285,0.06869196428571428,0.07352232142857143,0.22903575003147125,0.07592633928571428,False,0.000234375,0.000234375,0.000234375,0.011796875,0.01078125,0.0128125,0.156328125,0.1703125,0.14234375,0.2743359375,0.271328125,0.27734375,0.021875,0.020390625,0.023359375,0.0311328125,0.029453125,0.0328125,0.03578125,0.0340625,0.0375
32,18,0.21014395356178284,0.07108482142857143,0.06867857142857142,0.07349107142857143,0.22900749742984772,0.07601004464285714,False,0.000234375,0.000234375,0.000234375,0.011796875,0.01078125,0.0128125,0.1565234375,0.170625,0.142421875,0.2745703125,0.271796875,0.27734375,0.021953125,0.020390625,0.023515625,0.0312109375,0.02953125,0.032890625,0.03578125,0.033984375,0.037578125
32,19,0.21005739271640778,0.07108705357142857,0.06869419642857143,0.07347991071428571,0.22882232069969177,0.07597098214285714,False,0.000234375,0.000234375,0.000234375,0.0117578125,0.010703125,0.0128125,0.15640625,0.170390625,0.142421875,0.274609375,0.271875,0.27734375,0.021953125,0.020390625,0.023515625,0.03109375,0.029453125,0.032734375,0.0357421875,0.03390625,0.037578125
32,20,0.20993106067180634,0.07109040178571428,0.06868080357142857,0.0735,0.22862619161605835,0.07593191964285714,False,0.000234375,0.000234375,0.000234375,0.0117578125,0.010703125,0.0128125,0.15640625,0.17015625,0.14265625,0.2744140625,0.271796875,0.27703125,0.021875,0.020390625,0.023359375,0.031171875,0.029453125,0.032890625,0.0356640625,0.03390625,0.037421875
32,21,0.20983439683914185,0.07105357142857142,0.06863839285714286,0.07346875,0.22849377989768982,0.07590401785714285,False,0.000234375,0.000234375,0.000234375,0.0117578125,0.010703125,0.0128125,0.1562890625,0.170234375,0.14234375,0.274453125,0.271875,0.27703125,0.021875,0.020390625,0.023359375,0.0311328125,0.02953125,0.032734375,0.0355859375,0.03390625,0.037265625
32,22,0.20976166427135468,0.07104017857142857,0.06862946428571429,0.07345089285714286,0.22841306030750275,0.07589285714285714,False,0.000234375,0.000234375,0.000234375,0.0117578125,0.010703125,0.0128125,0.15625,0.170234375,0.142265625,0.2744921875,0.271875,0.277109375,0.0218359375,0.020390625,0.02328125,0.0311328125,0.02953125,0.032734375,0.035546875,0.03390625,0.0371875
