delta,base_pair_index,image_filename,payload_index,payload_fingerprint,psnr_rgb_db,ssim_rgb
8,184,5243980.png,0,469350c10f145c72ae07370d9da9531442fca3702e05af5958f5cfb510ae3c2b,57.21173580843754,0.9995730040392243
8,185,5243980.png,1,919e78586bb34227097f9c1cfb5acf3e251d5e00e3fda51861d2866aba1ba631,57.20834064896732,0.9995752881227756
8,186,5243987.png,0,7b0b86bfe9dbf69b035173f798b6a24d8773509cf1b868341289a24309a3d702,56.44137560052121,0.9995100648437053
8,187,5243987.png,1,20482c37ec86c7504257b1ed85091a914114db73d5eaf45481c0b158c40dff06,56.43374727830195,0.999509404721608
8,188,5244225.png,0,ad373ecf2b4775c3e7805f3d56fffc37d335d51750ba9011475cb6d5bab1f4b0,54.07611665629744,0.998315694518317
8,189,5244225.png,1,b709b5e1f6b30218b9df19f9d9e363d299461c5ade9b1cce8b74410f2d4a30f5,54.07125639719715,0.9983111294746042
8,190,5244243.png,0,ae5557a72c3fcf790ce405d4c7034b83149eb1943b43cf22803671f77218324f,59.344362963523736,0.9998325510616274
8,191,5244243.png,1,e35898da08079b5150228184f64e336f43db760740d512674a97138287409a34,59.342245718106845,0.9998287365170473
8,192,5244420.png,0,a5957080b055275414938f0762ac81c983a5cc4bbf6e7b2ae3e069122d5450cf,53.6993257176156,0.9990252557193968
8,193,5244420.png,1,26ba1b2d328c4de528ebb6f867d840daeff5c6d7a598cf8ba9b4d0fc1797778b,53.69315936032451,0.9990225523366792
8,194,5244484.png,0,514e64d4a0c9e78851bb4fc0b14bfe21c73489cdbb30232a059dd8e0fb3b9079,59.48190895836498,0.999817007618642
8,195,5244484.png,1,5e5c84bcac984a9e0cecf3b85202901b2a5db2751ca47723209d20b69481d51f,59.5158853868087,0.9998207424100247
8,196,5244485.png,0,dcc8353b5a696bcf5c05fe7122d70432997576466e27e0dea35eaea5b6557963,53.13072737359357,0.9980561737594328
8,197,5244485.png,1,71b6d996332a70f136e2effe9200fa3288897fdf7140b734065369d0f0a91e7d,53.12678255810626,0.9980512778575504
8,198,5244492.png,0,62b90f722fec5ce864a87b34bd50e3211905b78394be8a24a4bc93c1b320574d,57.020829936080546,0.9996250563399697
8,199,5244492.png,1,64d5c0f0fec815d965a4871925c01f862922b1b682929853040ad379080a7053,56.99609467998762,0.9996207564683622
16,0,5233540.png,0,bad6366e8f83df4d68b7418183787a2527d66929e81f8a968f5357607d8890cd,63.38617210903577,0.9998580410885306
16,1,5233540.png,1,d67d3e800bfbc2b70221bd798f679a95f90eee7295f55b6a24e47f21ded45f55,63.75636997140645,0.9998751862565474
16,2,5233654.png,0,b0d9826d06721939096f6dea3e61f2b55902fea04d3eb3a260495ceb8f127fc5,55.99095506448261,0.999313674100606
16,3,5233654.png,1,57136fba8284d589b716664175e5165e5d38b77b6d73d40d0f85e327f1b455e6,55.98094598404653,0.9993062895064372
16,4,5233837.png,0,bb569bfd73c3e6ee2d84cc970f4ff5c882cf5612c49bc2a371224af1bb819ce9,55.38644180882936,0.9989192016129187
16,5,5233837.png,1,47e11f6d892502097da7c1f1b2501b0885a6556d80cfb8884c65e9ecebffbf22,55.45642805707057,0.9989532985346217
16,6,5233987.png,0,5de5e59c62e96c80f3ab33967f5e386a8844879a984061f2f9a3a9f6571c441c,51.9329955482179,0.997560249583123
16,7,5233987.png,1,562ad2f2109cae3619543092025635e1e62165029cd1d988637f4f895bf445be,51.95353450406187,0.9975849112461678
16,8,5233992.png,0,eb9e572d2bbbfe7774b6733206b3a62fbee85473a19531b2c3065bfc327d639f,52.491590874953914,0.9982404234005556
16,9,5233992.png,1,6334e0585d4527ba31e4cb2387bf040a7d95da486545bd4fb064b50c4da92f11,52.48300770942761,0.9982374138055145
16,10,5233997.png,0,3d21315e3a262473d99866ce2b403f5cb7cbd121aced9e0d45ab436e4eb44ae1,52.64604580988821,0.998149266705727
16,11,5233997.png,1,856c00c660e07dd3261494490bf5e0ea19fe0fd757b50c67cab357a3be12b162,52.690757491682454,0.9981940081636953
16,12,5234033.png,0,c47d135ea75bfce02c57f551080bada0deb20335f9f7f9acd88a66e2cb92fd6e,54.02372274835401,0.9989087495483625
16,13,5234033.png,1,a9b4a7244b9eb4a3b7ff880e398b7899f9be3b42c51ef2efa7de8a6271a5ec75,54.019349274606114,0.9988844527711244
16,14,5234037.png,0,52dd3a51cd82923d422e7d9cf8228a2408d2f3081eb5b7907a4b96cbf4f1736a,55.146242084468724,0.9990641232234706
16,15,5234037.png,1,ec3b3a162cb55298a0748ce072d60af383b06f6caef79c2a85b8ef3850ab739e,55.09455454169299,0.999038066215728
16,16,5234084.png,0,52eab2067cd8aac83f6f9190cd91e1e8e84c6c4941c380a8a7865d79d265d84f,57.80991461210419,0.9995053200096349
16,17,5234084.png,1,ef03b0755ff2406f5349ffdcb61648049d41ec04d1e18d52bc8970b377ce233f,57.80642827948444,0.9995041788125891
16,18,5234162.png,0,1031e9c762cce5b22d17a94a0b71154c085314df4140707eafb6fe33a0127ff1,54.420889251051,0.9986161155378923
16,19,5234162.png,1,631a7ba0a6bc92cc280a958afb02376cc57fcedb92d3b199977fa6ff3f9da379,54.39623373597818,0.9986046488248738
16,20,5234215.png,0,5027e7d734951cca4a78d5f782c0e46a1177c584161e936e0a49a3fa2f560684,55.540285367547256,0.9995344350721972
16,21,5234215.png,1,96d42af75d4630341392893b7c991c6c3603ec84d82dff5a215f28efeb1138d9,55.531686767572594,0.9995258403031025
16,22,5234269.png,0,395c5bbb903ea600104109c8d07b5741213a6263ae128c5cf4c12ef152832960,57.743895591323025,0.9997662067555909
16,23,5234269.png,1,240e85a318bbb21ef61df6b29067417b5580328ed60429b547bc378548388108,57.78016584769746,0.9997815144363426
16,24,5234270.png,0,2af8f5c434c8164ec62f107ad7959fe0e34858e7a0ac66e27997cfde25961d6e,55.12432679353889,0.9996328231273074
16,25,5234270.png,1,a8b27f29fe3a45c4455b90a0ceec637986b6bc2fce9c9264f7aef4be3c30436c,55.10785935117981,0.9996243646961326
16,26,5234273.png,0,6f70ce33d61a0e22d0f7524525c6741a03b3fb7f674a530b1c2e9ca87a588557,57.17763701054358,0.9996935530501574
16,27,5234273.png,1,6559cb22ad82d0a4a3b71e5ba1777e187d35959f2d0c2526c0b80dc13e560f5c,57.175996699606074,0.999700786808512
16,28,5234277.png,0,34fce9703cd5f6a01091bb5f9f4cc1f7480ebc467bf66971f05936091f414692,57.50177654317267,0.9996857068142032
16,29,5234277.png,1,ef454f8b5c1fa9c1332daf30a4028a186d8bda3c58495ddc6c2f55937bff98af,57.52741284609929,0.9997034030104276
16,30,5234313.png,0,27dfba357383295b28718e4953d603bc21fcdbfcbaddef5689340cbb1cc76d1d,58.404733764035804,0.9996617373114453
16,31,5234313.png,1,990d7fc0aba5120fdcd3ee0f57955dd6c134f4baa7a5511618d264062329c81b,58.460974208350684,0.9996811002497342
16,32,5234366.png,0,9457c8bff17f7d8f6d8c46a5596b4f51c82a8d83208e82593f0d7ee115ebab79,60.91112239781392,0.9997622944809343
16,33,5234366.png,1,b8b69aa977e0b5312ccc850be78cc433d7bc2a1eec5b248e68f13d4c1edc3427,61.019626095068844,0.9997734821054466
16,34,5234368.png,0,f3b58a2cfa56ddb41db2c25ffb593c7a315ae15a6de73c4dfa5cb2b0e8f5727f,56.060883387800544,0.9997387207120746
16,35,5234368.png,1,447d07d94a8ace917e6330943bc6a0ea0af48786a64e0ba3d1840da7821ec895,56.00731574707656,0.9997133760781572
16,36,5234369.png,0,946378672bde909bd113743a71b46727d6b63e0086834f7f73305573fcc3cc89,56.77292675679851,0.9997200974870749
16,37,5234369.png,1,40949fcec71509578930a1565ec61eae2d1d51fb2df9aca65c77fe80d89999e5,56.767759179108516,0.9997093335935662
16,38,5234370.png,0,431823646792ea801a7c83efd429fa3bfade45661586a1c95c8ee5e74308bb88,58.3568263773953,0.9998136123270186
16,39,5234370.png,1,96aecb1b0e35c4ce8af32036b5ea3846d5327178c3eaffbd56a577a7024b70c6,58.320676962136375,0.9997995669353262
16,40,5234371.png,0,db16897b4aa7b8a8a4fd05985d094d978b24c8da0b792598dfaa57f3a2c0b8e9,59.39615406754189,0.9997980833938308
16,41,5234371.png,1,c66ff019326b7cca3b8e7bb6b55065311017cc1ffd03dbcfc647191a467f987e,59.43058084425751,0.9998118987743032
16,42,5234372.png,0,3d5143201c8903d1b63038ee680d8e7d78a6898300ad12f0732574e65d5741ca,59.30916130223448,0.9997833542069262
16,43,5234372.png,1,d1b1216edb6a1ad65b3c97f7d6100371643614aa0da9c32b07706bd1b4dffa0a,59.295781137747355,0.999781586161076
16,44,5234373.png,0,91940efdb8e50dda66ad5af343fc6e5bce8fcc1f371e77170e1fd49f6fb0817c,61.15156442085339,0.9998038968957136
16,45,5234373.png,1,624dc1a50a80bb7ff86bf4cddd9a65ed97c2869d2b965b9d35cdebf0b7dd531b,61.08280518346472,0.9997819137267805
16,46,5234374.png,0,f7d3b999f5b1593a618fb060849a474e5d29acbdabbe3d7c5a64885457e1e63f,61.82363485587345,0.9997882312465084
16,47,5234374.png,1,31ac56b53eff50b8af32a21b7594bb14d3a2be94f9088ce8f4f4057e9ccb3a53,62.01722691122802,0.9998166777356293
16,48,5234375.png,0,ad7a47636c91f6d9441da593bd2f47fa66a541e07ac1949689fc3d722ceb9109,53.37771633580408,0.9995553288850779
16,49,5234375.png,1,a199420e71da194996031a89ac2677baea331344f7226d130c846e51a47f116f,53.41117294246348,0.9995672627234583
16,50,5235108.png,0,dc847af0a17d34357728b33daca031fb5beffce01422bac56bc8a494026a2f4b,54.23208981772109,0.9984735589477797
16,51,5235108.png,1,f7b3b2d0a70b247c78f5b2d14bb8708bb0171a33651dcb092856e3d6bcaa7b1c,54.20722714636778,0.9984552160936854
16,52,5235401.png,0,4150a45e8c19f4e70827f10b3ec878a432402d2166385b0d03eba34733220f52,59.54179165750146,0.9998532830996815
16,53,5235401.png,1,32042fb87d42fcb6a5b963b720555bd63999675f862619d6ac84b33882d91bb6,59.47520566126674,0.9998244846801957
16,54,5235405.png,0,7dd67fe191d2a4edf713500af45096f1c315f456e561257597850a075e7c2d39,56.79520143285306,0.9996807030064363
16,55,5235405.png,1,f00f377ce316883061272ea6cd1b370b1dc7a4b6f39ec66cbd684f811f302f96,56.761872407649136,0.9996667799075695
16,56,5235420.png,0,8a35c1e8e1c8a3f726ebe79a3d61d273a8e381029cab29a3233f4783ae5fef0a,55.94667916427171,0.9995262828826309
16,57,5235420.png,1,031247de08494eff491a20f2924f8c80d98d498231dcd98cfd3f48b9f9c587da,55.91354224504441,0.9995146177510154
16,58,5235474.png,0,6eb9462e6101a63767a8f2ea9eb41d6e0cba4f6c610ff2ce2851614e687f6c60,56.088434584042794,0.9992795018990747
16,59,5235474.png,1,e982dd16344d839aef885b2e5098704e829a733a886143c3e992ccf67b3ffb7d,56.015179964008595,0.9992502482806486
16,60,5236242.png,0,3c4ae95b5e8046bc242dc9f64b7a816c2902c5018efa14274976ce1dca8d3661,53.675920194672756,0.9987798490910546
16,61,5236242.png,1,55fe853bea1005277c5e21b370a53cf77f474e7458f441bef7d63d8f6455375a,53.72139730580591,0.9988053452901742
16,62,5236261.png,0,8e694dcf543849fdf63e81bc4778186c0abb178b315f728ab82883ed64fff6dc,53.300493609742134,0.998604326459764
16,63,5236261.png,1,a89f61e169e91da083648a228d3e149475db75e05d935ea5151283c13cd66a2a,53.30212822810188,0.998617020552013
16,64,5236424.png,0,3aa9b58e9d7feb21bfec8d2c621e903db8ffd9dfde7f9cdf0687e351c46f3d74,57.23032212954307,0.9997380012849687
16,65,5236424.png,1,c1796d89164ec77fde28067e8b11ca365323a00062ec501e1cce7bfcd12ec313,57.220235337489925,0.9997341697868335
16,66,5236602.png,0,51fed358940ce5971e1908516007a37b1ba1c2e23d574da0e0f72ffaad062c22,52.235313465279944,0.9973367599901496
16,67,5236602.png,1,6368d68729754069714488eb929c5200226d9d569b4a7f724de343cd3b2b8b62,52.224286812738896,0.9973295395347423
16,68,5237268.png,0,0bda64e37d6ab586a57591ab7b47963e6f18d3fc2591b94631873abdd0694136,58.24189718563241,0.9996360220580449
16,69,5237268.png,1,c326409afc885a947df984d48437d7ae4e76cdcfaf251f1dc51642cde3009775,58.265187768525664,0.9996511654569721
16,70,5237579.png,0,5b2c973956706f249b209d8fb67d76c4082ffb0b2ba184a6d51721fa34b98f8c,55.16745900588,0.9988822529605396
16,71,5237579.png,1,504120a2b90911eccd45721c5c9f3cac59e2ee0655fc2537250057fc1d88fa0f,55.10568491295635,0.9988599283089211
16,72,5237580.png,0,b5b5347f510052a2e11a8b3654f67cac29331891b1f14d51db7636f234470d45,55.09087817185104,0.9990903697934684
16,73,5237580.png,1,bf02af43e7982e510796f24804f1efc059a89f554e3e71ae77be8a4375b32bc4,55.13897090835056,0.9991054919108403
16,74,5237785.png,0,518c1a6c576a712c30b719bf7cf0f27cbb9e3dbe52b701ac2d51270a7ef8240a,52.10837894546067,0.9988548090853234
16,75,5237785.png,1,0aae0040f89f1cb23ef603900d9bbb3f12a76a81a5b3e7d1486645b936a189f1,52.1061163267171,0.9988576580977725
16,76,5238012.png,0,786dae259742205b9944a576a74584985d7070a3bfe11847fc7c1c7e795f3ded,56.111857746609495,0.9988604458954805
16,77,5238012.png,1,c40d4e5c766c30727533846a0898cc2a19f20abbe0d0ff6f25b863eaa3403fdf,56.12603517263682,0.9988631136998074
16,78,5238389.png,0,9de049c3fa0e2b8d9a4a2ec0b2a7756cd505017b3f4baa3e22d93bee8df138e5,57.72202663005017,0.9996178377420382
16,79,5238389.png,1,e9d5686d0b7ce53e408931c1d2c992023ce6f33ebdc132f2488a9659aeffc289,57.75011355678659,0.9996218222653486
16,80,5238543.png,0,d09e31c5184aa0fbf4c4af134dad10781419720c7e2723d00c6715a0d961662e,59.863379837732474,0.999798811974051
16,81,5238543.png,1,4bf1b979f4098fdcd6cdb170149b6552dd947f64f37a3d9dd67902a96961c93b,59.80834456132538,0.9997874095387775
16,82,5238560.png,0,0b08588bd07bfd8f73fc9f6a97e9da5317e7f8ba87cf5e9730c1f76a0f3e62f3,59.882928009456876,0.9998152025756767
16,83,5238560.png,1,7b05d94f8a927e7d3ec83f338f05acad0725b6ad6723c7e63764c5928b2037c7,59.92312459978749,0.9998214221451621
16,84,5238565.png,0,d73299c30a9e3f93e2e06bdbbf470b8ee1e64044bde0ae7d2a51dfcb2ce06078,60.69434381178481,0.9998373503451292
16,85,5238565.png,1,6cd2bc257755d20c4a02dc34b417c3babe3810147e1705b63a1ec39555140e70,60.584437302761984,0.9998204068331521
16,86,5238645.png,0,141755f430500cc17f28b091815d3339b6c391fa43253757ba0d8ca90ac1abbf,54.15451923903943,0.9987257603646046
16,87,5238645.png,1,f08d2fe70ea49f67131056ac9901d74946f4075c5c04449c590042a7fa4b3794,54.176791993081714,0.9987310820940084
16,88,5239367.png,0,e0395f217ff14f5ce7419e2800b7223444c0020aa6a3808be0b4c4bd0f242c54,55.64379080645595,0.9994319776507474
16,89,5239367.png,1,9558bca4ea743ab9eabc22c0b91dc19f123e7253c4ec99c65e155b9948cc2a85,55.65517451531342,0.9994371413982424
16,90,5239482.png,0,affc1c93f48954c399b74b687e6b01cbee50922caadb04d02d389f210926a624,50.85326833129849,0.9982384420510481
16,91,5239482.png,1,028bf4243be6d8ba8a17a97c659df55061cbe61e82d783df656532ea84edb0a6,50.843470142178326,0.9982312953286909
16,92,5240190.png,0,01b08df0584c8872d4746af0f5ade5464aebe8a544d76e673c6812e1285a8505,61.77211530033783,0.9998503743666984
16,93,5240190.png,1,c2b25b8b4cade6b434fe7d7e23777ce3715921a646eae856e4f593e645d612e9,61.779913134094535,0.9998486459723169
16,94,5240191.png,0,21a44f231dacd81fb855c9ad63ede885580dd7165e4992a864f53ea869014c84,58.97360935357514,0.9996494750348427
16,95,5240191.png,1,55852ab328461a27f5186c29fc10e74edf5b3810a40d7563764e0641f67832fc,59.00483287851286,0.9996509607648135
16,96,5240193.png,0,cc0ff8c5c7cb14d366cc35533ff6d1f33986af6a1f08ae66711757e2eaf3cfbd,57.734711325890686,0.9997435662765657
16,97,5240193.png,1,e89204c1059f4ca3109dbe12d4ab2340b082525209de0b40fd5298e597286562,57.73289695660451,0.9997491553924499
16,98,5240194.png,0,74a41bbf27f1b7bab70d6e05c7a170558047eebe24416ffc39fc43f8f4972a9c,56.29625440550196,0.9996623169075082
16,99,5240194.png,1,47d6d2c9150e23e94e6d42a6e27deac5983f11f881856cb5dc760b05b502664e,56.29524101792668,0.9996605160112138
16,100,5240249.png,0,e25ded4bd48dfc1764909c7404e6d977a48d9824c10c5c71c5564d4b37898202,53.21720305924703,0.9994359476560425
16,101,5240249.png,1,1718655074ffa543f86bc49ec896f3f64d12b752902b087c3489e3650bc22027,53.23142412880122,0.999436536430415
16,102,5240524.png,0,fdfa0228150c92959ec771390cafad9aeb09a82ff45bebaa40bc9c1524367f65,52.33164771322342,0.9986173357127535
16,103,5240524.png,1,f1d123e9f0af6fe2097dc3234793babea80f0e6365ca4bf363f0fe0defb57b95,52.35390351343896,0.9986347462037384
16,104,5240611.png,0,9b49f067a3d56e657da8910037b82cb6ca3cdabe9bcc96e485624e59dc778e9b,54.122891598382935,0.9989504931871013
16,105,5240611.png,1,1f6d6b9d2a619c3069378a54f239601c599ef7a5aec84a5ada6fc78d916e4c54,54.15739386784711,0.998977586531652
16,106,5240617.png,0,a74139b781a1aea4ea00e82959d30397093216db22a69a8a2ecbbeeb1173bc2b,52.221410582330336,0.9981219372097319
16,107,5240617.png,1,12c7e9a7ff55c096ac5b9fd73a986ee126ac970233f3d5ff095f181da1348e6f,52.24853405098408,0.9981491841293542
16,108,5240619.png,0,61b0780be73ad8aaef46eeae9ef9b7ef40a209c1657693e890623d844ea9e7c5,53.69858927273618,0.998986665527934
16,109,5240619.png,1,e85bc4f26b54089f69dcd9ee10bdc51514ef7b0587b618b4ad2dfe79d8c9ac70,53.722077597918236,0.9989913962791341
16,110,5240621.png,0,9472445fdbd09fff810476275d6bad57da24b50e0131586887c02607033903f0,52.16187871605786,0.998169683852891
16,111,5240621.png,1,7a080ce1f538e23578715a8140aa88698bf53b267c3ff48d495a4c49fbde2825,52.175620053952365,0.9981890724121656
16,112,5240623.png,0,ebaec03b948bbc9d14de838d492a47ef44f80b1d395be3a4e8f7038c22d308a0,52.184444685500054,0.9970075249216911
16,113,5240623.png,1,cf4c610aa6b71bef65c6b36213313a81387a69063787fdfd4e76e708d238412a,52.18753543958332,0.9970044847362233
16,114,5240926.png,0,58b7ba7a09f3005f69feb8da79df0fff73fd2ec4ded900cbf4ab27baef76e73b,54.059021369233605,0.9985299497621636
16,115,5240926.png,1,415b6fd297cb5374ec30b22ad338345dab3c42404971217d15df7f4480924589,54.0247309869477,0.9985120802706762
16,116,5240927.png,0,90fdcde89de557ae3b911899c87c64bdd0888cea1eff177a135a328ae2b55457,58.77768140216584,0.9997681020756451
16,117,5240927.png,1,9b066cf70bfe841b51caf76dc1013f50b96e2492b5069fc2b76501838b623587,58.79624390578493,0.9997750208145885
16,118,5241053.png,0,271337a182703bf1dc9fe054b9222e676ecb0493e743bb4811283073a1d2acd5,56.252281679785945,0.999488702246658
16,119,5241053.png,1,94c8a90ba0cc8d001cb74b0efd2897900aff00aaa04e3725f0f3a5b391395a1d,56.27552707711314,0.9994966756983024
16,120,5241288.png,0,304f50e70410882f2bdba0562043ca7552657df107fc932b0d5fed12cde4d8fd,53.022337175075684,0.9975415942968914
16,121,5241288.png,1,d644ded4b1730bbf43df5578b9e45ec2f15f5673c845e32b99e463901d9b6fcb,53.03031567431983,0.9975445010858445
16,122,5241386.png,0,f6e749612ac2d4f01d172196ea306d1308336a4ef33e4987316e0273fe3fbd63,58.89836352781481,0.9997410498702255
16,123,5241386.png,1,dc6736b875c069745ef646def1adee64bd91383567adce76856cfcfe6dfb435d,58.96316201100262,0.9997510343952108
16,124,5241388.png,0,ef4def5a820756c0f782ec3e8d9261ccec2d5372df5c01cae6af46eb9885ab6a,63.89677139170725,0.9998825691283807
16,125,5241388.png,1,3deb930348c1c965d366678d6b542e2f1dc392c13d4c80ca88372f14e97c3ecb,63.565397178798186,0.9998539334642688
16,126,5241391.png,0,9616817dbb1efdc713c72c41426c990401e897b2a81f7a13f081db775fb639e2,60.1498821525757,0.9998113917806551
16,127,5241391.png,1,d2bb4fce93687e3d36c7b47fb4169f4189f3d503e45bf8df2dd48bf00a3b5db2,60.119222646350906,0.9997989647342213
16,128,5241396.png,0,51f36b3d7bb522c50cadb9e9008ed8727ac7f97f7a99bd4553b7dc1d88e716d5,60.153135986588815,0.9997158972602221
16,129,5241396.png,1,f875076b9cc9504b3309efb73bcded35d5d63d07cf522aff0748b6df6ee565d0,59.98226462955618,0.9996855211799831
16,130,5241436.png,0,69e139572807904d19697524959191547a273a805246fe4a8ba58d842e48f798,58.861093251226215,0.999660302198261
16,131,5241436.png,1,e4872330d24393e5e250c2029b2c66ca61284956b5789382c702ae1835c75258,58.7686536721626,0.9996412953183328
16,132,5241438.png,0,c5aaff5f3b6aefb0f7c9973b259b0518a2e251d10ca83d1088c0877ce303b8a9,58.61471262472162,0.9995744615270389
16,133,5241438.png,1,ec0510cc08b4ca81b584cd4bd541a0a85e40081339c9385d19b1a980d5fa3ab5,58.610578513875524,0.9995859331644567
16,134,5241441.png,0,8e759ddea5e488b5504c615978a70da2cee8194cffea0f1db27b263ab0b9fbc6,57.837906486236236,0.999742871031534
16,135,5241441.png,1,5ead2534932452019f0aaef1006ff3df7da9c51ec6240980e5a971b2650c177c,57.9296719910386,0.9997467891040658
16,136,5241460.png,0,ced1abfadb6fb5f41b28d0c830a3af2772bcbe4c788eb6fd6c380ac9cd6905c7,58.083634833728475,0.9995300931817374
16,137,5241460.png,1,c353f72679b99036036fd3d64f2648d988e234e492bb12b6e451a297d9b3d8ff,58.00798384247927,0.9995110548413165
16,138,5241706.png,0,7eb3f3174e78ee890eb8b4081b706f1eef3e2c9e64d3b2b238e0921533c4fe44,52.49566251325867,0.9987418056730597
16,139,5241706.png,1,4ba906775631fe577648a966ccbc5ad43162f22a5c1140372d2df4c18c9d6e71,52.502351296889074,0.9987410668512222
16,140,5241854.png,0,7adf48c4536623185092a60d7df53d0bc3d7009f13dadd9696bb865dd3facdf7,53.64553685831022,0.9990762690407601
16,141,5241854.png,1,dbacb23008cca7d9d623daea9d14a62e3e93d866cf9f88a9949661d2efcd6421,53.69646025625437,0.9990893564733834
16,142,5242008.png,0,a1dce052f557eba3d914448cfb3aab6cd8d8330f453436c41e948d12be78eb4a,55.54016371387612,0.9993307439055537
16,143,5242008.png,1,e190de8f34fbb9a0ee3c85cf3caa753859102666b7151bdcb6ed0e19112b1f38,55.562055324256995,0.9993563551154638
16,144,5242211.png,0,3f08e6ed07477c26ce5fc2403bce5d86d84f1232fc25bd57935a8ccd80067ab8,52.39519114440264,0.9973094314900507
16,145,5242211.png,1,1d7ac4f29fc7225b12aeae1aed8647da492faadc2d57e3d4846d3d9f5fbc124f,52.414961119642925,0.99733344036193
16,146,5242439.png,0,c652b1e15200ff72798a7c19cb61d80375ff84080ae6298bcbe069bb92c2948e,56.62609412472225,0.9997792138610976
16,147,5242439.png,1,160d26ea4b92c029eb837e40e98cfa89ecd24e4c3579f36121aabc145d9065da,56.67759652299931,0.9997913168885243
16,148,5242449.png,0,586491ec911c85596d5564efc7e325baa40cec4d93b5f40759813fe3306658cd,52.824189994205085,0.9980216030760541
16,149,5242449.png,1,f1507acaac54fd96ee8c1b14cf40c78375a8df21f6ac99eb787930200f22c484,52.805921592391456,0.998009659656589
16,150,5242569.png,0,cdb0787b1b55d6c1b09a58f8b2df5f06694ec44a997cf83c7726cd00bdfa182d,52.683189488514365,0.997524910244347
16,151,5242569.png,1,8b9da8f436d5c3ea4f3a749b774f9324b05081ea234c1b56074335228946c65c,52.68490689891336,0.9975253345796203
16,152,5242707.png,0,11558b3eb41d6f2882d31d81684859edd42126b7cd1607b1340bbf49bcea8cab,61.451773983007214,0.9996413949920275
16,153,5242707.png,1,47c50ffed2f3ba40d02995babe78bedfe2928894781247b39ccd180f81a86cd9,61.74524993206904,0.9996984649892943
16,154,5242770.png,0,7480889ba33434d991ae966c4442b4cc3fc74cae9d710cddb1aed43938e93ab2,64.60473934004587,0.9999041112114769
16,155,5242770.png,1,8def8aca15647a49615282b804ec11ef0247887cc3abff3953c72061d5bf55ed,64.79290083387471,0.9999082399935787
16,156,5242837.png,0,4f34acf9bdd8c96e4a5ec91dab040f4c53c505cf0d824e462bd07702d2554949,52.203812191162775,0.9982422296239387
16,157,5242837.png,1,85a49f50d81d325fee27e0f6b37dd1d49a2c769415e64aeceb884cfd4fb082a8,52.213542567615896,0.9982424107244214
16,158,5242841.png,0,d08a605259eb9169862365e084300e174a034f5541304f26ecb90a4ba744a954,52.96459112570463,0.9985586692596163
16,159,5242841.png,1,ed8fda2930dec36463466a1a45b5d45144e257849d28959000423a9883dcd172,52.96312912346879,0.9985597820477786
16,160,5242881.png,0,b434c4517479da82add8a7761bce07b740b936002f00aea145d4a0317c55aae7,58.01002429631407,0.9996116799860544
16,161,5242881.png,1,870ca59d156fed227b9e660a1dc4c65d0955d69e57c1aaec583ea131112131c9,57.95701630388939,0.9996076527548036
16,162,5243335.png,0,2308ff7d21ddf0408bf6496d207ddadba1a6495181d7d04d5fc4c22b09859861,54.110094698312786,0.9990678245008694
16,163,5243335.png,1,f3573201137e2e75fc65fac51ed4c951b49dd83ee8968a7f4c56623321fa4473,54.07804925227932,0.9990564297113105
16,164,5243336.png,0,d403db1e9d97855c7b6599d92565805af2e121ff93dd2183c5242f7bb87b54a8,53.6004929304186,0.9992246682251481
16,165,5243336.png,1,e0d696c1fcc4b5b226b71bb1e4a01165f0a2fc72f27223f473b7ea233735c04a,53.59891714058659,0.9992163037812037
16,166,5243340.png,0,e35470e4b03712a71d5e672470f07793c98a652fe374a8e146ee4593da09cd14,55.31435953197374,0.9992611980448358
16,167,5243340.png,1,1cbf8d9a9929b6fb74f34a04634219af7c33bafbb4859a2e7fd710c446bf398c,55.24911032874721,0.9992378818833627
16,168,5243341.png,0,e3226fe35c55b7bb0288f6ca010b96e513886f6555ac3e20e5e7f1a1441f5f2b,55.605307881943716,0.9992382815859343
16,169,5243341.png,1,8ac054b6b4d258b5f35e3bab73be23acfef129b76ed1318d8df92739dd9d8dc2,55.59269929875175,0.9992371485844501
16,170,5243507.png,0,bd5f75a6500730a8734b291146b7e6b880de3db48cf11823ecee20cbf6be4dc9,53.33032210775622,0.9990173125204748
16,171,5243507.png,1,eeb14c0cc70d292b9b2e8cdb1f412c85004695665404bcd9e67456f03cffe49e,53.31524559192805,0.9990195508637695
16,172,5243623.png,0,04aeadc7b8dfb8388eb6bcf1a414d36dd45ebb73aadbc16b550ce54ff505f6a4,56.2781216011446,0.9995632388304166
16,173,5243623.png,1,4eaf8de49663c261fd03615a39412071dfac42f6160ea1263b0dd92dbc3f79af,56.30349977315737,0.9995589481461282
16,174,5243630.png,0,8c6dc456942a81d01edb8e694a13e0aaa2ba2581a5c14c9d72d523663e2632c1,57.08719823357989,0.9994772035012298
16,175,5243630.png,1,f0a6ac74d84e4fe27b773494d524df1284ad6d82a09585ed12e6e7f2a7bfcb73,57.06865101990128,0.9994955079522211
16,176,5243659.png,0,1ff30bc271fbabbcde5f457aaae993ff2760f7beb65205ab4080a8327dd7b023,52.91047356553278,0.9988547273604719
16,177,5243659.png,1,a1e6e5f0ff24972a5f187da0670d377732418bf947f2ceae7f10e91599e3ed46,52.93200637026379,0.998871341137427
16,178,5243661.png,0,cbfab41a841a96c6fa05a37552704376bcb7038ed736396f5c0c135a7ab60b46,52.06482431878139,0.9988654449236966
