delta,epoch,train_bce,train_ber,train_lh2_ber,train_hl2_ber,validation_bce,validation_macro_ber,is_best_checkpoint,validation_clean_ber,validation_clean_lh2_ber,validation_clean_hl2_ber,validation_jpeg90_ber,validation_jpeg90_lh2_ber,validation_jpeg90_hl2_ber,validation_jpeg70_ber,validation_jpeg70_lh2_ber,validation_jpeg70_hl2_ber,validation_jpeg50_ber,validation_jpeg50_lh2_ber,validation_jpeg50_hl2_ber,validation_reencode1_ber,validation_reencode1_lh2_ber,validation_reencode1_hl2_ber,validation_reencode2_ber,validation_reencode2_lh2_ber,validation_reencode2_hl2_ber,validation_reencode3_ber,validation_reencode3_lh2_ber,validation_reencode3_hl2_ber
8,1,0.6936234831809998,0.38222098214285716,0.3781495535714286,0.3862924107142857,0.6492193937301636,0.38251116071428576,True,0.1314453125,0.138046875,0.12484375,0.306796875,0.275625,0.33796875,0.48015625,0.480703125,0.479609375,0.497421875,0.49546875,0.499375,0.4180078125,0.414296875,0.42171875,0.422578125,0.418984375,0.426171875,0.421171875,0.41796875,0.424375
8,2,0.6412128806114197,0.35467857142857145,0.3493861607142857,0.35997098214285717,0.6392549276351929,0.3624051339285714,True,0.0572265625,0.05,0.064453125,0.2729296875,0.29125,0.254609375,0.482890625,0.483046875,0.482734375,0.5009375,0.498046875,0.503828125,0.4028515625,0.397109375,0.40859375,0.409453125,0.404140625,0.414765625,0.410546875,0.404296875,0.416796875
8,3,0.6340561509132385,0.3502176339285714,0.3447678571428571,0.3556674107142857,0.6365878582000732,0.3580580357142857,True,0.038046875,0.03078125,0.0453125,0.2696875,0.287265625,0.252109375,0.48265625,0.48390625,0.48140625,0.501484375,0.49859375,0.504375,0.4005078125,0.394921875,0.40609375,0.4073046875,0.402109375,0.4125,0.40671875,0.400625,0.4128125
8,4,0.6323206424713135,0.34831919642857145,0.34351785714285715,0.3531205357142857,0.6357742547988892,0.35734933035714284,True,0.0341796875,0.029921875,0.0384375,0.2678125,0.2853125,0.2503125,0.48296875,0.484921875,0.481015625,0.5011328125,0.498203125,0.5040625,0.400703125,0.39421875,0.4071875,0.40796875,0.402109375,0.413828125,0.4066796875,0.3990625,0.414296875
8,5,0.6317138671875,0.34734598214285717,0.3427611607142857,0.3519308035714286,0.6353179216384888,0.3566964285714285,True,0.0322265625,0.0290625,0.035390625,0.2673046875,0.285078125,0.24953125,0.4821875,0.48390625,0.48046875,0.500625,0.49671875,0.50453125,0.4003125,0.3925,0.408125,0.4077734375,0.399921875,0.415625,0.4064453125,0.396953125,0.4159375
8,6,0.631352961063385,0.34722879464285716,0.3427879464285714,0.35166964285714286,0.6350631713867188,0.35635044642857144,True,0.031875,0.02921875,0.03453125,0.2671484375,0.285390625,0.24890625,0.48203125,0.484296875,0.479765625,0.5005859375,0.496953125,0.50421875,0.3998828125,0.392578125,0.4071875,0.407265625,0.399609375,0.414921875,0.4056640625,0.396640625,0.4146875
8,7,0.6310977935791016,0.34693526785714285,0.3424464285714286,0.35142410714285716,0.6349081993103027,0.3561328125,True,0.0310546875,0.02875,0.033359375,0.2666015625,0.28546875,0.247734375,0.4820703125,0.48453125,0.479609375,0.500625,0.4971875,0.5040625,0.399765625,0.392578125,0.406953125,0.4073046875,0.3996875,0.414921875,0.4055078125,0.39640625,0.414609375
8,8,0.6309360265731812,0.34673660714285715,0.3420580357142857,0.35141517857142857,0.6347857713699341,0.35609933035714286,True,0.030234375,0.027265625,0.033203125,0.2668359375,0.285625,0.248046875,0.48203125,0.484375,0.4796875,0.5007421875,0.49734375,0.504140625,0.39984375,0.392734375,0.406953125,0.407421875,0.40015625,0.4146875,0.4055859375,0.396796875,0.414375
8,9,0.6308019757270813,0.346640625,0.34198214285714285,0.35129910714285717,0.6346615552902222,0.35614397321428565,False,0.029609375,0.027109375,0.032109375,0.2667578125,0.285546875,0.24796875,0.4825,0.484375,0.480625,0.500546875,0.497734375,0.503359375,0.3998828125,0.392734375,0.40703125,0.4079296875,0.400234375,0.415625,0.40578125,0.396640625,0.414921875
8,10,0.6306619048118591,0.34659933035714285,0.3415535714285714,0.3516450892857143,0.6346717476844788,0.35609375,True,0.0293359375,0.02546875,0.033203125,0.2664453125,0.2853125,0.247578125,0.482265625,0.4840625,0.48046875,0.500625,0.498359375,0.502890625,0.4001953125,0.393046875,0.40734375,0.408203125,0.40109375,0.4153125,0.4055859375,0.396640625,0.41453125
