delta,epoch,train_bce,train_ber,train_lh2_ber,train_hl2_ber,validation_bce,validation_macro_ber,is_best_checkpoint,validation_clean_ber,validation_clean_lh2_ber,validation_clean_hl2_ber,validation_jpeg90_ber,validation_jpeg90_lh2_ber,validation_jpeg90_hl2_ber,validation_jpeg70_ber,validation_jpeg70_lh2_ber,validation_jpeg70_hl2_ber,validation_jpeg50_ber,validation_jpeg50_lh2_ber,validation_jpeg50_hl2_ber,validation_reencode1_ber,validation_reencode1_lh2_ber,validation_reencode1_hl2_ber,validation_reencode2_ber,validation_reencode2_lh2_ber,validation_reencode2_hl2_ber,validation_reencode3_ber,validation_reencode3_lh2_ber,validation_reencode3_hl2_ber
8,11,0.6305534243583679,0.3465301339285714,0.34159151785714287,0.35146875,0.6345395445823669,0.35587053571428573,True,0.029375,0.02578125,0.03296875,0.2665234375,0.284765625,0.24828125,0.4823828125,0.484140625,0.480625,0.500859375,0.49859375,0.503125,0.3997265625,0.392734375,0.40671875,0.4072265625,0.400390625,0.4140625,0.405,0.39640625,0.41359375
8,12,0.6304731965065002,0.346390625,0.34142410714285715,0.35135714285714287,0.6344608068466187,0.35586495535714285,True,0.0287890625,0.0259375,0.031640625,0.2660546875,0.284296875,0.2478125,0.4829296875,0.48515625,0.480703125,0.5005859375,0.4978125,0.503359375,0.400234375,0.39390625,0.4065625,0.4073828125,0.40109375,0.413671875,0.405078125,0.39671875,0.4134375
8,13,0.6303920745849609,0.34631808035714284,0.34139285714285716,0.3512433035714286,0.634429931640625,0.35591517857142857,False,0.0286328125,0.026171875,0.03109375,0.26609375,0.2846875,0.2475,0.48296875,0.485078125,0.480859375,0.5007421875,0.498046875,0.5034375,0.4003515625,0.393984375,0.40671875,0.4074609375,0.40125,0.413671875,0.40515625,0.39671875,0.41359375
8,14,0.6303277015686035,0.34633816964285713,0.3414174107142857,0.3512589285714286,0.6343920230865479,0.3558426339285714,True,0.02859375,0.025859375,0.031328125,0.2658984375,0.284375,0.247421875,0.482734375,0.484921875,0.480546875,0.5005859375,0.49796875,0.503203125,0.4003515625,0.393984375,0.40671875,0.407421875,0.401171875,0.413671875,0.4053125,0.396796875,0.413828125
8,15,0.6302733421325684,0.3461741071428571,0.34120535714285716,0.35114285714285715,0.6343398094177246,0.35574776785714285,True,0.0282421875,0.025546875,0.0309375,0.2655078125,0.28421875,0.246796875,0.4826953125,0.484765625,0.480625,0.50046875,0.497890625,0.503046875,0.4003515625,0.39390625,0.406796875,0.4075,0.401015625,0.413984375,0.40546875,0.397109375,0.413828125
8,16,0.6302230954170227,0.3461674107142857,0.3411875,0.3511473214285714,0.6343134045600891,0.35568638392857144,True,0.02796875,0.02515625,0.03078125,0.265390625,0.283984375,0.246796875,0.4824609375,0.4846875,0.480234375,0.5002734375,0.497890625,0.50265625,0.400390625,0.394140625,0.406640625,0.407578125,0.401328125,0.413828125,0.4057421875,0.3978125,0.413671875
8,17,0.6301785707473755,0.3461975446428571,0.34125446428571427,0.351140625,0.6342769265174866,0.3557756696428572,False,0.027890625,0.0253125,0.03046875,0.2650390625,0.283515625,0.2465625,0.482421875,0.484765625,0.480078125,0.500625,0.497734375,0.503515625,0.400546875,0.39421875,0.406875,0.4078125,0.401484375,0.414140625,0.40609375,0.398125,0.4140625
8,18,0.6301411986351013,0.3461272321428571,0.3411629464285714,0.3510915178571429,0.6342305541038513,0.35585379464285716,False,0.02796875,0.02546875,0.03046875,0.265234375,0.283828125,0.246640625,0.4824609375,0.484765625,0.48015625,0.50046875,0.497578125,0.503359375,0.400546875,0.394375,0.40671875,0.4080078125,0.401640625,0.414375,0.4062890625,0.39828125,0.414296875
8,19,0.6301016807556152,0.3461294642857143,0.34122767857142855,0.35103125,0.6342185139656067,0.35566964285714286,True,0.0276171875,0.025234375,0.03,0.265078125,0.2840625,0.24609375,0.48234375,0.4846875,0.48,0.500234375,0.49765625,0.5028125,0.400546875,0.394375,0.40671875,0.40765625,0.401328125,0.413984375,0.4062109375,0.398125,0.414296875
8,20,0.6300661563873291,0.3460948660714286,0.34116071428571426,0.35102901785714286,0.6341995596885681,0.35566964285714286,True,0.0276171875,0.025234375,0.03,0.26515625,0.2840625,0.24625,0.482421875,0.4846875,0.48015625,0.50015625,0.497421875,0.502890625,0.4005078125,0.394296875,0.40671875,0.40765625,0.40109375,0.41421875,0.406171875,0.398046875,0.414296875
8,21,0.6300328373908997,0.34609375,0.3411763392857143,0.35101116071428573,0.6341878771781921,0.3557087053571428,False,0.0276171875,0.025234375,0.03,0.265,0.283984375,0.246015625,0.4823828125,0.484765625,0.48,0.50015625,0.497421875,0.502890625,0.400625,0.39453125,0.40671875,0.407734375,0.401328125,0.414140625,0.4064453125,0.398515625,0.414375
8,22,0.6300008296966553,0.3461015625,0.3411875,0.351015625,0.6341536045074463,0.35570312500000006,False,0.0276171875,0.025234375,0.03,0.265078125,0.2840625,0.24609375,0.4823828125,0.484609375,0.48015625,0.50015625,0.497421875,0.502890625,0.4006640625,0.394609375,0.40671875,0.4077734375,0.40125,0.414296875,0.40625,0.398203125,0.414296875
8,23,0.6299708485603333,0.3460100446428571,0.3410580357142857,0.35096205357142857,0.6340951919555664,0.35569754464285713,False,0.02734375,0.024609375,0.030078125,0.2651171875,0.284140625,0.24609375,0.4825,0.4846875,0.4803125,0.500078125,0.497578125,0.502578125,0.40078125,0.394609375,0.406953125,0.4078515625,0.401484375,0.41421875,0.4062109375,0.398203125,0.41421875
8,24,0.6299360990524292,0.34599330357142855,0.34102678571428574,0.3509598214285714,0.6340401768684387,0.35570870535714283,False,0.02734375,0.024609375,0.030078125,0.265234375,0.28421875,0.24625,0.48265625,0.484921875,0.480390625,0.4999609375,0.4975,0.502421875,0.400625,0.394375,0.406875,0.4077734375,0.401328125,0.41421875,0.4063671875,0.398359375,0.414375
8,25,0.6298616528511047,0.3459229910714286,0.3408616071428571,0.350984375,0.6338686943054199,0.35552455357142854,True,0.0268359375,0.02390625,0.029765625,0.2648828125,0.28453125,0.245234375,0.4821484375,0.48390625,0.480390625,0.5001171875,0.49734375,0.502890625,0.4006640625,0.3940625,0.407265625,0.407734375,0.401171875,0.414296875,0.4062890625,0.397734375,0.41484375
8,26,0.6296960115432739,0.34589732142857144,0.340875,0.35091964285714283,0.6336890459060669,0.35532924107142855,True,0.0266015625,0.023984375,0.02921875,0.2655859375,0.28453125,0.246640625,0.4816015625,0.48375,0.479453125,0.4999609375,0.497265625,0.50265625,0.4003515625,0.394140625,0.4065625,0.4073046875,0.401015625,0.41359375,0.4058984375,0.39765625,0.414140625
8,27,0.6296201944351196,0.3458582589285714,0.3408839285714286,0.35083258928571426,0.6336780786514282,0.3554352678571429,False,0.0265625,0.02390625,0.02921875,0.2659375,0.285,0.246875,0.48171875,0.483671875,0.479765625,0.4997265625,0.496953125,0.5025,0.4005859375,0.39421875,0.406953125,0.4073828125,0.401015625,0.41375,0.4061328125,0.397890625,0.414375
8,28,0.6295828819274902,0.34579575892857145,0.34079017857142857,0.3508013392857143,0.6336609125137329,0.35546875,False,0.0266796875,0.0240625,0.029296875,0.2661328125,0.285078125,0.2471875,0.48203125,0.483984375,0.480078125,0.49984375,0.49703125,0.50265625,0.4003125,0.39375,0.406875,0.4073046875,0.4009375,0.413671875,0.4059765625,0.397890625,0.4140625
8,29,0.6295467615127563,0.3458325892857143,0.34086830357142855,0.350796875,0.6336063742637634,0.3554129464285714,False,0.02671875,0.024296875,0.029140625,0.2659765625,0.284765625,0.2471875,0.4819140625,0.48375,0.480078125,0.499921875,0.497109375,0.502734375,0.4001953125,0.393828125,0.4065625,0.4072265625,0.400859375,0.41359375,0.4059375,0.39796875,0.41390625
8,30,0.6295173168182373,0.34580691964285715,0.340859375,0.3507544642857143,0.6335707902908325,0.35532924107142855,True,0.026328125,0.02375,0.02890625,0.265703125,0.284609375,0.246796875,0.4821484375,0.484140625,0.48015625,0.49984375,0.497109375,0.502578125,0.4002734375,0.39375,0.406796875,0.4071484375,0.400859375,0.4134375,0.405859375,0.397734375,0.413984375
8,31,0.6294838190078735,0.34576897321428574,0.34079017857142857,0.35074776785714284,0.6335332989692688,0.3553627232142857,False,0.0265625,0.0240625,0.0290625,0.2660546875,0.28484375,0.247265625,0.482109375,0.4840625,0.48015625,0.49984375,0.496796875,0.502890625,0.4,0.3934375,0.4065625,0.4071484375,0.40078125,0.413515625,0.4058203125,0.39765625,0.413984375
8,32,0.6294581294059753,0.3457578125,0.34079910714285716,0.35071651785714286,0.6335024833679199,0.3552901785714286,True,0.0264453125,0.02390625,0.028984375,0.265859375,0.284765625,0.246953125,0.48203125,0.48390625,0.48015625,0.4998046875,0.4965625,0.503046875,0.400078125,0.393515625,0.406640625,0.4070703125,0.40078125,0.413359375,0.4057421875,0.397734375,0.41375
8,33,0.6294302344322205,0.3458080357142857,0.34084151785714284,0.35077455357142856,0.6334586143493652,0.35515066964285713,True,0.026484375,0.023828125,0.029140625,0.265859375,0.2846875,0.24703125,0.4819140625,0.48390625,0.479921875,0.4999609375,0.496796875,0.503125,0.3998046875,0.393359375,0.40625,0.4067578125,0.400859375,0.41265625,0.4052734375,0.397421875,0.413125
8,34,0.6293935775756836,0.3456975446428571,0.3407678571428571,0.3506272321428571,0.6334251165390015,0.3551227678571428,True,0.0262890625,0.023671875,0.02890625,0.2656640625,0.284453125,0.246875,0.4817578125,0.483828125,0.4796875,0.5,0.49703125,0.50296875,0.3998046875,0.393203125,0.40640625,0.4069140625,0.400703125,0.413125,0.4054296875,0.39734375,0.413515625
8,35,0.6293625831604004,0.3456640625,0.3407321428571429,0.35059598214285714,0.6333757042884827,0.3551729910714285,False,0.02625,0.023671875,0.028828125,0.2658203125,0.284453125,0.2471875,0.481953125,0.483984375,0.479921875,0.500078125,0.49703125,0.503125,0.399765625,0.393203125,0.406328125,0.406875,0.40078125,0.41296875,0.40546875,0.39734375,0.41359375
8,36,0.6293323636054993,0.34568080357142855,0.34080357142857143,0.35055803571428573,0.6333461403846741,0.3552232142857143,False,0.0264453125,0.0240625,0.028828125,0.265703125,0.284375,0.24703125,0.4819921875,0.4840625,0.479921875,0.5001171875,0.497109375,0.503125,0.399765625,0.393203125,0.406328125,0.406953125,0.40078125,0.413125,0.4055859375,0.397421875,0.41375
8,37,0.6293046474456787,0.34568638392857143,0.34078348214285714,0.3505892857142857,0.6333196759223938,0.35518973214285715,False,0.0263671875,0.023984375,0.02875,0.265625,0.284375,0.246875,0.481953125,0.483984375,0.479921875,0.5000390625,0.496953125,0.503125,0.3997265625,0.393203125,0.40625,0.4069921875,0.40078125,0.413203125,0.405625,0.397421875,0.413828125
8,38,0.6292742490768433,0.3456875,0.34077232142857145,0.35060267857142857,0.633277177810669,0.35523437500000005,False,0.02640625,0.023984375,0.028828125,0.2658203125,0.284375,0.247265625,0.481953125,0.484140625,0.479765625,0.500234375,0.4971875,0.50328125,0.399765625,0.393125,0.40640625,0.406875,0.40078125,0.41296875,0.4055859375,0.397421875,0.41375
8,39,0.6292461156845093,0.34569642857142857,0.34079910714285716,0.35059375,0.6332560181617737,0.35518973214285715,False,0.0266015625,0.024375,0.028828125,0.2659375,0.28453125,0.24734375,0.4817578125,0.483828125,0.4796875,0.5,0.49671875,0.50328125,0.3998828125,0.393359375,0.40640625,0.406640625,0.400390625,0.412890625,0.4055078125,0.39734375,0.413671875
8,40,0.6292213797569275,0.34458482142857144,0.3385602678571429,0.350609375,0.6332724690437317,0.3541517857142857,True,0.022890625,0.016953125,0.028828125,0.264765625,0.28234375,0.2471875,0.480859375,0.48203125,0.4796875,0.499609375,0.4959375,0.50328125,0.399375,0.3921875,0.4065625,0.4063671875,0.3996875,0.413046875,0.4051953125,0.3965625,0.413828125
8,41,0.6291962265968323,0.3445892857142857,0.3385580357142857,0.3506205357142857,0.6332425475120544,0.3541685267857143,False,0.0229296875,0.016953125,0.02890625,0.2646875,0.2821875,0.2471875,0.4809375,0.482265625,0.479609375,0.4996875,0.49609375,0.50328125,0.3994921875,0.392421875,0.4065625,0.4063671875,0.3996875,0.413046875,0.405078125,0.396328125,0.413828125
8,42,0.6291728019714355,0.3446004464285714,0.338515625,0.3506852678571429,0.6332038044929504,0.3541517857142857,True,0.023125,0.016875,0.029375,0.2647265625,0.282265625,0.2471875,0.480703125,0.482109375,0.479296875,0.4999609375,0.496015625,0.50390625,0.3992578125,0.39234375,0.406171875,0.406328125,0.3996875,0.41296875,0.4049609375,0.396328125,0.41359375
8,43,0.6291489005088806,0.3445591517857143,0.338453125,0.3506651785714286,0.6331804394721985,0.354140625,True,0.0231640625,0.016796875,0.02953125,0.2646875,0.28203125,0.24734375,0.480703125,0.482265625,0.479140625,0.499921875,0.49625,0.50359375,0.3993359375,0.3925,0.406171875,0.40625,0.3996875,0.4128125,0.404921875,0.396328125,0.413515625
8,44,0.6291250586509705,0.34461941964285714,0.33854910714285713,0.35068973214285715,0.6331443786621094,0.3541573660714286,False,0.023046875,0.016796875,0.029296875,0.2648046875,0.28203125,0.247578125,0.480859375,0.481875,0.47984375,0.4997265625,0.495703125,0.50375,0.399375,0.392265625,0.406484375,0.4062109375,0.399375,0.413046875,0.405078125,0.396328125,0.413828125
8,45,0.6290972828865051,0.3445859375,0.33851785714285715,0.35065401785714284,0.6331292390823364,0.35410156249999997,True,0.023046875,0.016796875,0.029296875,0.2646875,0.281796875,0.247578125,0.4808984375,0.481953125,0.47984375,0.499765625,0.49578125,0.50375,0.39921875,0.3921875,0.40625,0.4061328125,0.399453125,0.4128125,0.4049609375,0.396328125,0.41359375
8,46,0.6290696263313293,0.3445736607142857,0.3384732142857143,0.3506741071428571,0.6330918073654175,0.35402343750000004,True,0.0228125,0.01671875,0.02890625,0.264296875,0.281484375,0.247109375,0.4806640625,0.48171875,0.479609375,0.4997265625,0.495703125,0.50375,0.3991015625,0.39203125,0.406171875,0.40640625,0.399375,0.4134375,0.40515625,0.396328125,0.413984375
8,47,0.6290397047996521,0.34457254464285714,0.33847991071428574,0.3506651785714286,0.6330659985542297,0.3541127232142857,False,0.0227734375,0.01671875,0.028828125,0.2644140625,0.281640625,0.2471875,0.480703125,0.481875,0.47953125,0.4998046875,0.495703125,0.50390625,0.3993359375,0.392109375,0.4065625,0.4065625,0.399375,0.41375,0.4051953125,0.39625,0.414140625
8,48,0.6290051341056824,0.34460491071428573,0.33853794642857143,0.350671875,0.633033275604248,0.3540848214285714,False,0.02328125,0.017734375,0.028828125,0.2644921875,0.281640625,0.24734375,0.48078125,0.481796875,0.479765625,0.4996875,0.495625,0.50375,0.399140625,0.391796875,0.406484375,0.4062109375,0.399140625,0.41328125,0.405,0.396171875,0.413828125
8,49,0.6289722323417664,0.34463169642857144,0.3385401785714286,0.3507232142857143,0.6330252885818481,0.35398437499999996,True,0.0229296875,0.016796875,0.0290625,0.264296875,0.281328125,0.247265625,0.4804296875,0.481875,0.478984375,0.4996484375,0.49578125,0.503515625,0.3993359375,0.39234375,0.406328125,0.4062890625,0.399296875,0.41328125,0.4049609375,0.396171875,0.41375
8,50,0.628933310508728,0.34457924107142857,0.3384732142857143,0.3506852678571429,0.6329612731933594,0.3540122767857143,False,0.0231640625,0.0175,0.028828125,0.2644140625,0.28140625,0.247421875,0.4807421875,0.481953125,0.47953125,0.499453125,0.495546875,0.503359375,0.399296875,0.3921875,0.40640625,0.40625,0.399140625,0.413359375,0.404765625,0.396015625,0.413515625
8,51,0.6288963556289673,0.3445714285714286,0.33853125,0.35061160714285716,0.6329749822616577,0.3541964285714286,False,0.02203125,0.0175,0.0265625,0.264375,0.281171875,0.247578125,0.481171875,0.481953125,0.480390625,0.4994921875,0.495625,0.503359375,0.399921875,0.392265625,0.407578125,0.4068359375,0.39921875,0.414453125,0.405546875,0.39609375,0.415
8,52,0.6288619637489319,0.3446383928571429,0.33852678571428574,0.35075,0.6329192519187927,0.35421316964285715,False,0.0221875,0.01765625,0.02671875,0.264296875,0.281171875,0.247421875,0.48125,0.481953125,0.480546875,0.4993359375,0.495703125,0.50296875,0.4,0.39234375,0.40765625,0.406875,0.39921875,0.41453125,0.405546875,0.396015625,0.415078125
8,53,0.6288291215896606,0.34463504464285716,0.3385691964285714,0.35070089285714284,0.6329128742218018,0.3542075892857142,False,0.0221875,0.01765625,0.02671875,0.264375,0.281328125,0.247421875,0.481015625,0.4815625,0.48046875,0.4992578125,0.495546875,0.50296875,0.3998046875,0.392109375,0.4075,0.406953125,0.39921875,0.4146875,0.405859375,0.396328125,0.415390625
8,54,0.6287957429885864,0.34465625,0.3385714285714286,0.3507410714285714,0.6328796148300171,0.3541796875,False,0.0221875,0.01765625,0.02671875,0.2641796875,0.281015625,0.24734375,0.4811328125,0.481640625,0.480625,0.499296875,0.495625,0.50296875,0.39984375,0.3921875,0.4075,0.406953125,0.399296875,0.414609375,0.4056640625,0.39625,0.415078125
8,55,0.6287615895271301,0.3446674107142857,0.3386741071428571,0.35066071428571427,0.6328425407409668,0.35421316964285715,False,0.0221875,0.01765625,0.02671875,0.2644140625,0.28140625,0.247421875,0.481015625,0.48171875,0.4803125,0.499296875,0.495703125,0.502890625,0.399921875,0.392265625,0.407578125,0.406953125,0.39921875,0.4146875,0.405703125,0.396171875,0.415234375
8,56,0.6287285089492798,0.3446060267857143,0.33865625,0.35055580357142857,0.6327807903289795,0.3541071428571429,False,0.0221484375,0.01765625,0.026640625,0.2641015625,0.281328125,0.246875,0.4809375,0.4815625,0.4803125,0.4990625,0.49546875,0.50265625,0.4,0.392265625,0.407734375,0.406875,0.39921875,0.41453125,0.405625,0.39625,0.415
8,57,0.6286989450454712,0.34459933035714285,0.33860267857142856,0.35059598214285714,0.6327443718910217,0.35413504464285717,False,0.022109375,0.01765625,0.0265625,0.2640234375,0.28125,0.246796875,0.4808984375,0.48171875,0.480078125,0.499140625,0.495625,0.50265625,0.4001171875,0.39234375,0.407890625,0.40703125,0.39921875,0.41484375,0.405625,0.39609375,0.41515625
8,58,0.6286666393280029,0.34462611607142857,0.33862053571428574,0.35063169642857145,0.6327224373817444,0.35421316964285715,False,0.0222265625,0.01765625,0.026796875,0.263984375,0.28125,0.24671875,0.480859375,0.481640625,0.480078125,0.49921875,0.495625,0.5028125,0.4001953125,0.3925,0.407890625,0.4071484375,0.399375,0.414921875,0.405859375,0.39625,0.41546875
8,59,0.628637969493866,0.34455580357142856,0.338609375,0.35050223214285714,0.6326799392700195,0.35397879464285714,True,0.023125,0.0175,0.02875,0.26390625,0.281171875,0.246640625,0.480390625,0.481640625,0.479140625,0.4994140625,0.495703125,0.503125,0.3995703125,0.392421875,0.40671875,0.406484375,0.3990625,0.41390625,0.4049609375,0.3959375,0.413984375
8,60,0.6286035776138306,0.3446529017857143,0.33866964285714285,0.3506361607142857,0.6326647400856018,0.35391183035714285,True,0.0231640625,0.01765625,0.028671875,0.26421875,0.28125,0.2471875,0.480234375,0.48171875,0.47875,0.49921875,0.495703125,0.502734375,0.3994140625,0.3921875,0.406640625,0.406328125,0.3990625,0.41359375,0.4048046875,0.3959375,0.413671875
8,61,0.6285760402679443,0.34461049107142855,0.3386674107142857,0.3505535714285714,0.6326075792312622,0.35396763392857145,False,0.023125,0.017578125,0.028671875,0.2640625,0.28109375,0.24703125,0.4803515625,0.481640625,0.4790625,0.499375,0.495625,0.503125,0.3994921875,0.392578125,0.40640625,0.4065234375,0.399375,0.413671875,0.40484375,0.396171875,0.413515625
8,62,0.6285478472709656,0.34461941964285714,0.3386651785714286,0.3505736607142857,0.6325666308403015,0.3540178571428571,False,0.023046875,0.0175,0.02859375,0.26421875,0.28109375,0.24734375,0.480390625,0.48171875,0.4790625,0.499375,0.49546875,0.50328125,0.3995703125,0.392734375,0.40640625,0.4065625,0.399375,0.41375,0.4049609375,0.396171875,0.41375
8,63,0.6285120844841003,0.34461160714285716,0.3386651785714286,0.35055803571428573,0.632511556148529,0.35391183035714285,True,0.023203125,0.01765625,0.02875,0.264140625,0.28125,0.24703125,0.480234375,0.481875,0.47859375,0.499296875,0.495390625,0.503203125,0.3994921875,0.392421875,0.4065625,0.4062890625,0.398984375,0.41359375,0.4047265625,0.39578125,0.413671875
8,64,0.6284835934638977,0.3445770089285714,0.3386294642857143,0.3505245535714286,0.6324748396873474,0.35396763392857145,False,0.0232421875,0.017734375,0.02875,0.2641015625,0.281328125,0.246875,0.48015625,0.48171875,0.47859375,0.4992578125,0.495625,0.502890625,0.39953125,0.392578125,0.406484375,0.4065234375,0.399375,0.413671875,0.4049609375,0.396171875,0.41375
8,65,0.628450870513916,0.3446183035714286,0.3386763392857143,0.35056026785714284,0.6324537992477417,0.3539174107142857,False,0.0230859375,0.01765625,0.028515625,0.2641796875,0.281484375,0.246875,0.4799609375,0.4815625,0.478359375,0.499375,0.495546875,0.503203125,0.399453125,0.392421875,0.406484375,0.4064453125,0.39921875,0.413671875,0.404921875,0.396171875,0.413671875
8,66,0.6284197568893433,0.3446640625,0.338671875,0.35065625,0.6323843002319336,0.3542689732142857,False,0.0233984375,0.0178125,0.028984375,0.2645703125,0.2821875,0.246953125,0.480078125,0.4815625,0.47859375,0.499609375,0.49578125,0.5034375,0.399921875,0.393359375,0.406484375,0.406953125,0.400234375,0.413671875,0.4053515625,0.39703125,0.413671875
8,67,0.6283745765686035,0.3446160714285714,0.33868973214285714,0.3505424107142857,0.6323603391647339,0.35424665178571424,False,0.02328125,0.018046875,0.028515625,0.2642578125,0.281796875,0.24671875,0.480390625,0.4815625,0.47921875,0.499609375,0.49578125,0.5034375,0.4,0.3934375,0.4065625,0.4068359375,0.399921875,0.41375,0.4053515625,0.396640625,0.4140625
8,68,0.6283295154571533,0.3446171875,0.3386763392857143,0.35055803571428573,0.6323416829109192,0.3541852678571429,False,0.0234375,0.01796875,0.02890625,0.26421875,0.281875,0.2465625,0.4801953125,0.481484375,0.47890625,0.499765625,0.495859375,0.503671875,0.399921875,0.393359375,0.406484375,0.40671875,0.400078125,0.413359375,0.4050390625,0.39671875,0.413359375
8,69,0.6283068060874939,0.34465625,0.3386629464285714,0.3506495535714286,0.6323031783103943,0.3542243303571429,False,0.023671875,0.01796875,0.029375,0.2642578125,0.281875,0.246640625,0.4801953125,0.4815625,0.478828125,0.4998828125,0.4959375,0.503828125,0.3998046875,0.393359375,0.40625,0.4066796875,0.400078125,0.41328125,0.405078125,0.396640625,0.413515625
8,70,0.6282728314399719,0.3446908482142857,0.3387209821428571,0.35066071428571427,0.632249653339386,0.3543303571428571,False,0.0237890625,0.01828125,0.029296875,0.2644140625,0.282265625,0.2465625,0.480390625,0.481796875,0.478984375,0.49984375,0.495859375,0.503828125,0.3998046875,0.3934375,0.406171875,0.4068359375,0.400625,0.413046875,0.405234375,0.397265625,0.413203125
