delta,epoch,train_bce,train_ber,train_lh2_ber,train_hl2_ber,validation_bce,validation_macro_ber,is_best_checkpoint,validation_clean_ber,validation_clean_lh2_ber,validation_clean_hl2_ber,validation_jpeg90_ber,validation_jpeg90_lh2_ber,validation_jpeg90_hl2_ber,validation_jpeg70_ber,validation_jpeg70_lh2_ber,validation_jpeg70_hl2_ber,validation_jpeg50_ber,validation_jpeg50_lh2_ber,validation_jpeg50_hl2_ber,validation_reencode1_ber,validation_reencode1_lh2_ber,validation_reencode1_hl2_ber,validation_reencode2_ber,validation_reencode2_lh2_ber,validation_reencode2_hl2_ber,validation_reencode3_ber,validation_reencode3_lh2_ber,validation_reencode3_hl2_ber
16,19,0.4489855170249939,0.19314285714285714,0.19195535714285714,0.19433035714285715,0.4643262028694153,0.20425223214285718,True,0.0003515625,0.000234375,0.00046875,0.054921875,0.051875,0.05796875,0.3498046875,0.36015625,0.339453125,0.4593359375,0.45453125,0.464140625,0.1808203125,0.1946875,0.166953125,0.1906640625,0.20546875,0.175859375,0.1938671875,0.207578125,0.18015625
16,20,0.448916494846344,0.19314955357142857,0.19197098214285716,0.194328125,0.4642767906188965,0.20426339285714287,False,0.0003515625,0.000234375,0.00046875,0.05484375,0.05171875,0.05796875,0.349921875,0.360078125,0.339765625,0.4593359375,0.45453125,0.464140625,0.1808984375,0.1946875,0.167109375,0.1906640625,0.20546875,0.175859375,0.193828125,0.2075,0.18015625
16,21,0.4488552510738373,0.1931484375,0.19195982142857143,0.19433705357142858,0.46421849727630615,0.20434151785714286,False,0.0003515625,0.000234375,0.00046875,0.0548046875,0.051640625,0.05796875,0.35,0.360234375,0.339765625,0.45921875,0.45421875,0.46421875,0.1809765625,0.1946875,0.167265625,0.1909765625,0.20546875,0.176484375,0.1940625,0.2075,0.180625
16,22,0.448800265789032,0.19316183035714285,0.19198214285714285,0.19434151785714285,0.46418339014053345,0.2044196428571429,False,0.0003515625,0.000234375,0.00046875,0.0546875,0.0515625,0.0578125,0.3499609375,0.360078125,0.33984375,0.4593359375,0.45421875,0.464453125,0.1812109375,0.19515625,0.167265625,0.191171875,0.20609375,0.17625,0.19421875,0.20765625,0.18078125
16,23,0.4487500488758087,0.19315959821428572,0.19198883928571428,0.19433035714285715,0.46418091654777527,0.20448102678571425,False,0.0003515625,0.000234375,0.00046875,0.0546875,0.0515625,0.0578125,0.3501953125,0.360390625,0.34,0.4594140625,0.45421875,0.464609375,0.1812890625,0.195390625,0.1671875,0.1912109375,0.206171875,0.17625,0.19421875,0.20765625,0.18078125
16,24,0.44869938492774963,0.19307700892857144,0.1918638392857143,0.19429017857142858,0.4641400873661041,0.20436941964285713,False,0.0003515625,0.000234375,0.00046875,0.0547265625,0.051640625,0.0578125,0.3498828125,0.359921875,0.33984375,0.459375,0.4540625,0.4646875,0.1809765625,0.195,0.166953125,0.1912109375,0.20609375,0.176328125,0.1940625,0.2075,0.180625
16,25,0.44866764545440674,0.1931283482142857,0.19193080357142858,0.19432589285714286,0.46404021978378296,0.20434151785714286,False,0.0003515625,0.000234375,0.00046875,0.0548828125,0.051796875,0.05796875,0.3500390625,0.360234375,0.33984375,0.459140625,0.45390625,0.464375,0.1809375,0.195234375,0.166640625,0.19109375,0.20609375,0.17609375,0.1939453125,0.207421875,0.18046875
16,26,0.4486266076564789,0.193140625,0.191921875,0.194359375,0.4640386402606964,0.20435267857142855,False,0.0003515625,0.000234375,0.00046875,0.0548828125,0.051796875,0.05796875,0.350078125,0.360234375,0.339921875,0.4591015625,0.453828125,0.464375,0.1809765625,0.1953125,0.166640625,0.1911328125,0.206171875,0.17609375,0.1939453125,0.207421875,0.18046875
16,27,0.4485900104045868,0.19308705357142858,0.1919575892857143,0.19421651785714286,0.46399685740470886,0.2043359375,False,0.0003515625,0.000234375,0.00046875,0.05484375,0.051875,0.0578125,0.34984375,0.360078125,0.339609375,0.458671875,0.453671875,0.463671875,0.1810546875,0.195703125,0.16640625,0.19140625,0.206328125,0.176484375,0.1941796875,0.20765625,0.180703125
16,28,0.4485553801059723,0.19306919642857143,0.19188616071428571,0.19425223214285714,0.4640027582645416,0.2043191964285714,False,0.0003515625,0.000234375,0.00046875,0.05484375,0.051875,0.0578125,0.349921875,0.360234375,0.339609375,0.4587109375,0.453671875,0.46375,0.1809765625,0.195546875,0.16640625,0.1912109375,0.20609375,0.176328125,0.19421875,0.207578125,0.180859375
16,29,0.44852662086486816,0.19307924107142857,0.19187946428571429,0.19427901785714285,0.4639606475830078,0.20428571428571432,False,0.0003515625,0.000234375,0.00046875,0.0548046875,0.051875,0.057734375,0.3499609375,0.360390625,0.33953125,0.4584765625,0.453671875,0.46328125,0.1809375,0.19546875,0.16640625,0.19125,0.20609375,0.17640625,0.19421875,0.2075,0.1809375
