group,count,survive_2x2_count,survive_2x2_pct,discarded_2x2_pct,mean_rank_2x2,survive_4x4_count,survive_4x4_pct,discarded_4x4_pct,mean_rank_4x4
overall,4096,1578,38.525390625,61.474609375,2.232666015625,825,20.1416015625,79.8583984375,7.20263671875
subband=LH2,2048,759,37.060546875,62.939453125,2.30126953125,402,19.62890625,80.37109375,7.58544921875
subband=HL2,2048,819,39.990234375,60.009765625,2.1640625,423,20.654296875,79.345703125,6.81982421875
target_bit=0,2065,696,33.7046004842615,66.2953995157385,2.269733656174334,330,15.980629539951574,84.01937046004842,7.398062953995157
target_bit=1,2031,882,43.42688330871492,56.57311669128509,2.194977843426883,495,24.372230428360414,75.62776957163959,7.003938946331856
