row_id,base_pair_index,image_filename,payload_index,payload_fingerprint,condition,classical_ber,cnn_ber,cnn_mean_probability,cnn_mean_confidence
151,37,5234369.png,1,40949fcec71509578930a1565ec61eae2d1d51fb2df9aca65c77fe80d89999e5,resize25,0.546875,0.546875,0.2736559510231018,0.7533190846443176
152,38,5234370.png,0,431823646792ea801a7c83efd429fa3bfade45661586a1c95c8ee5e74308bb88,clean,0.2890625,0.0,0.45911771059036255,0.8344663977622986
153,38,5234370.png,0,431823646792ea801a7c83efd429fa3bfade45661586a1c95c8ee5e74308bb88,resize75,0.359375,0.078125,0.44441425800323486,0.7541521787643433
154,38,5234370.png,0,431823646792ea801a7c83efd429fa3bfade45661586a1c95c8ee5e74308bb88,resize50,0.328125,0.046875,0.4081372618675232,0.6974812746047974
155,38,5234370.png,0,431823646792ea801a7c83efd429fa3bfade45661586a1c95c8ee5e74308bb88,resize25,0.4765625,0.46875,0.2529342770576477,0.7778283357620239
156,39,5234370.png,1,96aecb1b0e35c4ce8af32036b5ea3846d5327178c3eaffbd56a577a7024b70c6,clean,0.375,0.0,0.5520802736282349,0.8338445425033569
157,39,5234370.png,1,96aecb1b0e35c4ce8af32036b5ea3846d5327178c3eaffbd56a577a7024b70c6,resize75,0.4453125,0.0625,0.5087882280349731,0.7502835988998413
158,39,5234370.png,1,96aecb1b0e35c4ce8af32036b5ea3846d5327178c3eaffbd56a577a7024b70c6,resize50,0.4375,0.0859375,0.46330809593200684,0.6521385908126831
159,39,5234370.png,1,96aecb1b0e35c4ce8af32036b5ea3846d5327178c3eaffbd56a577a7024b70c6,resize25,0.5078125,0.5,0.25338053703308105,0.7759402990341187
160,40,5234371.png,0,db16897b4aa7b8a8a4fd05985d094d978b24c8da0b792598dfaa57f3a2c0b8e9,clean,0.3359375,0.0,0.5304047465324402,0.8412835597991943
161,40,5234371.png,0,db16897b4aa7b8a8a4fd05985d094d978b24c8da0b792598dfaa57f3a2c0b8e9,resize75,0.4140625,0.0703125,0.5542687177658081,0.7551928162574768
162,40,5234371.png,0,db16897b4aa7b8a8a4fd05985d094d978b24c8da0b792598dfaa57f3a2c0b8e9,resize50,0.40625,0.0625,0.49919989705085754,0.6855619549751282
163,40,5234371.png,0,db16897b4aa7b8a8a4fd05985d094d978b24c8da0b792598dfaa57f3a2c0b8e9,resize25,0.546875,0.515625,0.2549748122692108,0.7777733206748962
164,41,5234371.png,1,c66ff019326b7cca3b8e7bb6b55065311017cc1ffd03dbcfc647191a467f987e,clean,0.2890625,0.0,0.46543729305267334,0.8408383131027222
165,41,5234371.png,1,c66ff019326b7cca3b8e7bb6b55065311017cc1ffd03dbcfc647191a467f987e,resize75,0.359375,0.078125,0.478313148021698,0.7530887126922607
166,41,5234371.png,1,c66ff019326b7cca3b8e7bb6b55065311017cc1ffd03dbcfc647191a467f987e,resize50,0.3515625,0.078125,0.4285578429698944,0.6886609792709351
167,41,5234371.png,1,c66ff019326b7cca3b8e7bb6b55065311017cc1ffd03dbcfc647191a467f987e,resize25,0.46875,0.484375,0.25325536727905273,0.7761025428771973
168,42,5234372.png,0,3d5143201c8903d1b63038ee680d8e7d78a6898300ad12f0732574e65d5741ca,clean,0.4375,0.0078125,0.5299634337425232,0.8329299688339233
169,42,5234372.png,0,3d5143201c8903d1b63038ee680d8e7d78a6898300ad12f0732574e65d5741ca,resize75,0.4921875,0.0625,0.5066488981246948,0.7463783025741577
170,42,5234372.png,0,3d5143201c8903d1b63038ee680d8e7d78a6898300ad12f0732574e65d5741ca,resize50,0.5234375,0.1171875,0.4644312262535095,0.6127431988716125
171,42,5234372.png,0,3d5143201c8903d1b63038ee680d8e7d78a6898300ad12f0732574e65d5741ca,resize25,0.53125,0.53125,0.21119427680969238,0.7805365324020386
172,43,5234372.png,1,d1b1216edb6a1ad65b3c97f7d6100371643614aa0da9c32b07706bd1b4dffa0a,clean,0.4296875,0.0,0.5619271993637085,0.8419771194458008
173,43,5234372.png,1,d1b1216edb6a1ad65b3c97f7d6100371643614aa0da9c32b07706bd1b4dffa0a,resize75,0.4765625,0.0625,0.5465561151504517,0.7592594623565674
174,43,5234372.png,1,d1b1216edb6a1ad65b3c97f7d6100371643614aa0da9c32b07706bd1b4dffa0a,resize50,0.515625,0.09375,0.4900623559951782,0.6424790024757385
175,43,5234372.png,1,d1b1216edb6a1ad65b3c97f7d6100371643614aa0da9c32b07706bd1b4dffa0a,resize25,0.5703125,0.546875,0.2130286693572998,0.7800164222717285
176,44,5234373.png,0,91940efdb8e50dda66ad5af343fc6e5bce8fcc1f371e77170e1fd49f6fb0817c,clean,0.2890625,0.0,0.4424864649772644,0.8399438858032227
177,44,5234373.png,0,91940efdb8e50dda66ad5af343fc6e5bce8fcc1f371e77170e1fd49f6fb0817c,resize75,0.328125,0.046875,0.43738487362861633,0.7734619379043579
178,44,5234373.png,0,91940efdb8e50dda66ad5af343fc6e5bce8fcc1f371e77170e1fd49f6fb0817c,resize50,0.328125,0.0390625,0.4038172960281372,0.7015786170959473
179,44,5234373.png,0,91940efdb8e50dda66ad5af343fc6e5bce8fcc1f371e77170e1fd49f6fb0817c,resize25,0.4140625,0.4296875,0.19631436467170715,0.7739772796630859
180,45,5234373.png,1,624dc1a50a80bb7ff86bf4cddd9a65ed97c2869d2b965b9d35cdebf0b7dd531b,clean,0.4140625,0.0,0.5586385130882263,0.8406192064285278
181,45,5234373.png,1,624dc1a50a80bb7ff86bf4cddd9a65ed97c2869d2b965b9d35cdebf0b7dd531b,resize75,0.453125,0.046875,0.5047817230224609,0.7540956735610962
182,45,5234373.png,1,624dc1a50a80bb7ff86bf4cddd9a65ed97c2869d2b965b9d35cdebf0b7dd531b,resize50,0.4453125,0.0390625,0.47073373198509216,0.6466947197914124
183,45,5234373.png,1,624dc1a50a80bb7ff86bf4cddd9a65ed97c2869d2b965b9d35cdebf0b7dd531b,resize25,0.5234375,0.5234375,0.19652870297431946,0.7747657299041748
184,46,5234374.png,0,f7d3b999f5b1593a618fb060849a474e5d29acbdabbe3d7c5a64885457e1e63f,clean,0.5234375,0.0,0.5560134649276733,0.832756519317627
185,46,5234374.png,0,f7d3b999f5b1593a618fb060849a474e5d29acbdabbe3d7c5a64885457e1e63f,resize75,0.5390625,0.015625,0.5326093435287476,0.7529455423355103
186,46,5234374.png,0,f7d3b999f5b1593a618fb060849a474e5d29acbdabbe3d7c5a64885457e1e63f,resize50,0.546875,0.0234375,0.4575459361076355,0.6048393249511719
187,46,5234374.png,0,f7d3b999f5b1593a618fb060849a474e5d29acbdabbe3d7c5a64885457e1e63f,resize25,0.5703125,0.5625,0.12519560754299164,0.7950394749641418
188,47,5234374.png,1,31ac56b53eff50b8af32a21b7594bb14d3a2be94f9088ce8f4f4057e9ccb3a53,clean,0.390625,0.0,0.4613927900791168,0.8336332440376282
189,47,5234374.png,1,31ac56b53eff50b8af32a21b7594bb14d3a2be94f9088ce8f4f4057e9ccb3a53,resize75,0.40625,0.015625,0.44101059436798096,0.7689346075057983
190,47,5234374.png,1,31ac56b53eff50b8af32a21b7594bb14d3a2be94f9088ce8f4f4057e9ccb3a53,resize50,0.421875,0.03125,0.38582897186279297,0.6603501439094543
191,47,5234374.png,1,31ac56b53eff50b8af32a21b7594bb14d3a2be94f9088ce8f4f4057e9ccb3a53,resize25,0.4609375,0.4453125,0.1294519007205963,0.7934017181396484
192,48,5234375.png,0,ad7a47636c91f6d9441da593bd2f47fa66a541e07ac1949689fc3d722ceb9109,clean,0.0078125,0.0,0.5439893007278442,0.8794052600860596
193,48,5234375.png,0,ad7a47636c91f6d9441da593bd2f47fa66a541e07ac1949689fc3d722ceb9109,resize75,0.0703125,0.0703125,0.5494251251220703,0.8283700942993164
194,48,5234375.png,0,ad7a47636c91f6d9441da593bd2f47fa66a541e07ac1949689fc3d722ceb9109,resize50,0.1015625,0.125,0.5917468667030334,0.791084885597229
195,48,5234375.png,0,ad7a47636c91f6d9441da593bd2f47fa66a541e07ac1949689fc3d722ceb9109,resize25,0.578125,0.6015625,0.34623289108276367,0.754092276096344
196,49,5234375.png,1,a199420e71da194996031a89ac2677baea331344f7226d130c846e51a47f116f,clean,0.0,0.0,0.5429097414016724,0.876644492149353
197,49,5234375.png,1,a199420e71da194996031a89ac2677baea331344f7226d130c846e51a47f116f,resize75,0.09375,0.1015625,0.528174102306366,0.8224583268165588
198,49,5234375.png,1,a199420e71da194996031a89ac2677baea331344f7226d130c846e51a47f116f,resize50,0.1640625,0.1875,0.5270688533782959,0.7828838229179382
199,49,5234375.png,1,a199420e71da194996031a89ac2677baea331344f7226d130c846e51a47f116f,resize25,0.5234375,0.5390625,0.34472405910491943,0.7495680451393127
200,50,5235108.png,0,dc847af0a17d34357728b33daca031fb5beffce01422bac56bc8a494026a2f4b,clean,0.171875,0.0,0.5582447052001953,0.8697097301483154
201,50,5235108.png,0,dc847af0a17d34357728b33daca031fb5beffce01422bac56bc8a494026a2f4b,resize75,0.2578125,0.0859375,0.5387910604476929,0.8018871545791626
202,50,5235108.png,0,dc847af0a17d34357728b33daca031fb5beffce01422bac56bc8a494026a2f4b,resize50,0.234375,0.046875,0.5085489153862,0.7456197142601013
203,50,5235108.png,0,dc847af0a17d34357728b33daca031fb5beffce01422bac56bc8a494026a2f4b,resize25,0.515625,0.515625,0.29538223147392273,0.7288848757743835
204,51,5235108.png,1,f7b3b2d0a70b247c78f5b2d14bb8708bb0171a33651dcb092856e3d6bcaa7b1c,clean,0.171875,0.0,0.5413693785667419,0.877636194229126
205,51,5235108.png,1,f7b3b2d0a70b247c78f5b2d14bb8708bb0171a33651dcb092856e3d6bcaa7b1c,resize75,0.265625,0.078125,0.5839374661445618,0.8185633420944214
206,51,5235108.png,1,f7b3b2d0a70b247c78f5b2d14bb8708bb0171a33651dcb092856e3d6bcaa7b1c,resize50,0.2421875,0.0625,0.5421712398529053,0.7539757490158081
207,51,5235108.png,1,f7b3b2d0a70b247c78f5b2d14bb8708bb0171a33651dcb092856e3d6bcaa7b1c,resize25,0.578125,0.609375,0.29514792561531067,0.7299011945724487
208,52,5235401.png,0,4150a45e8c19f4e70827f10b3ec878a432402d2166385b0d03eba34733220f52,clean,0.2421875,0.0,0.4264124929904938,0.8385260105133057
209,52,5235401.png,0,4150a45e8c19f4e70827f10b3ec878a432402d2166385b0d03eba34733220f52,resize75,0.296875,0.0546875,0.4041801393032074,0.7611409425735474
210,52,5235401.png,0,4150a45e8c19f4e70827f10b3ec878a432402d2166385b0d03eba34733220f52,resize50,0.2890625,0.0703125,0.3954622745513916,0.7067684531211853
211,52,5235401.png,0,4150a45e8c19f4e70827f10b3ec878a432402d2166385b0d03eba34733220f52,resize25,0.421875,0.4140625,0.230838805437088,0.7667349576950073
212,53,5235401.png,1,32042fb87d42fcb6a5b963b720555bd63999675f862619d6ac84b33882d91bb6,clean,0.3828125,0.0,0.4954761266708374,0.8418849110603333
213,53,5235401.png,1,32042fb87d42fcb6a5b963b720555bd63999675f862619d6ac84b33882d91bb6,resize75,0.4375,0.046875,0.49463051557540894,0.7421779632568359
214,53,5235401.png,1,32042fb87d42fcb6a5b963b720555bd63999675f862619d6ac84b33882d91bb6,resize50,0.4375,0.0703125,0.46874722838401794,0.6539022922515869
215,53,5235401.png,1,32042fb87d42fcb6a5b963b720555bd63999675f862619d6ac84b33882d91bb6,resize25,0.5703125,0.5390625,0.23170508444309235,0.7692552208900452
216,54,5235405.png,0,7dd67fe191d2a4edf713500af45096f1c315f456e561257597850a075e7c2d39,clean,0.28125,0.0,0.519410252571106,0.8578639030456543
217,54,5235405.png,0,7dd67fe191d2a4edf713500af45096f1c315f456e561257597850a075e7c2d39,resize75,0.359375,0.0546875,0.5129491090774536,0.762653112411499
218,54,5235405.png,0,7dd67fe191d2a4edf713500af45096f1c315f456e561257597850a075e7c2d39,resize50,0.3984375,0.109375,0.511745810508728,0.6633272767066956
219,54,5235405.png,0,7dd67fe191d2a4edf713500af45096f1c315f456e561257597850a075e7c2d39,resize25,0.5078125,0.5,0.2532943785190582,0.7739813327789307
220,55,5235405.png,1,f00f377ce316883061272ea6cd1b370b1dc7a4b6f39ec66cbd684f811f302f96,clean,0.3046875,0.0,0.5514178276062012,0.8534215688705444
221,55,5235405.png,1,f00f377ce316883061272ea6cd1b370b1dc7a4b6f39ec66cbd684f811f302f96,resize75,0.390625,0.078125,0.5262622237205505,0.7288726568222046
222,55,5235405.png,1,f00f377ce316883061272ea6cd1b370b1dc7a4b6f39ec66cbd684f811f302f96,resize50,0.4296875,0.09375,0.4812115728855133,0.665031909942627
223,55,5235405.png,1,f00f377ce316883061272ea6cd1b370b1dc7a4b6f39ec66cbd684f811f302f96,resize25,0.6015625,0.6015625,0.2528628706932068,0.7715623378753662
224,56,5235420.png,0,8a35c1e8e1c8a3f726ebe79a3d61d273a8e381029cab29a3233f4783ae5fef0a,clean,0.125,0.0,0.5322515368461609,0.8399657011032104
225,56,5235420.png,0,8a35c1e8e1c8a3f726ebe79a3d61d273a8e381029cab29a3233f4783ae5fef0a,resize75,0.2109375,0.1015625,0.5551884174346924,0.7838916182518005
226,56,5235420.png,0,8a35c1e8e1c8a3f726ebe79a3d61d273a8e381029cab29a3233f4783ae5fef0a,resize50,0.25,0.1328125,0.5112401843070984,0.7260962724685669
227,56,5235420.png,0,8a35c1e8e1c8a3f726ebe79a3d61d273a8e381029cab29a3233f4783ae5fef0a,resize25,0.5234375,0.5,0.3964273929595947,0.7074456214904785
228,57,5235420.png,1,031247de08494eff491a20f2924f8c80d98d498231dcd98cfd3f48b9f9c587da,clean,0.2109375,0.0,0.503839910030365,0.8439814448356628
229,57,5235420.png,1,031247de08494eff491a20f2924f8c80d98d498231dcd98cfd3f48b9f9c587da,resize75,0.3125,0.1015625,0.5107734203338623,0.739531397819519
230,57,5235420.png,1,031247de08494eff491a20f2924f8c80d98d498231dcd98cfd3f48b9f9c587da,resize50,0.3515625,0.1640625,0.475711464881897,0.6675896048545837
231,57,5235420.png,1,031247de08494eff491a20f2924f8c80d98d498231dcd98cfd3f48b9f9c587da,resize25,0.625,0.6328125,0.3969714641571045,0.7154704928398132
232,58,5235474.png,0,6eb9462e6101a63767a8f2ea9eb41d6e0cba4f6c610ff2ce2851614e687f6c60,clean,0.2109375,0.0,0.4768550395965576,0.8363449573516846
233,58,5235474.png,0,6eb9462e6101a63767a8f2ea9eb41d6e0cba4f6c610ff2ce2851614e687f6c60,resize75,0.3359375,0.1484375,0.4900752902030945,0.7671077251434326
234,58,5235474.png,0,6eb9462e6101a63767a8f2ea9eb41d6e0cba4f6c610ff2ce2851614e687f6c60,resize50,0.3671875,0.1484375,0.4536486566066742,0.67298424243927
235,58,5235474.png,0,6eb9462e6101a63767a8f2ea9eb41d6e0cba4f6c610ff2ce2851614e687f6c60,resize25,0.421875,0.4296875,0.3394615650177002,0.7412247657775879
236,59,5235474.png,1,e982dd16344d839aef885b2e5098704e829a733a886143c3e992ccf67b3ffb7d,clean,0.25,0.0,0.5453137755393982,0.8434774279594421
237,59,5235474.png,1,e982dd16344d839aef885b2e5098704e829a733a886143c3e992ccf67b3ffb7d,resize75,0.375,0.1484375,0.5726653337478638,0.7479531168937683
238,59,5235474.png,1,e982dd16344d839aef885b2e5098704e829a733a886143c3e992ccf67b3ffb7d,resize50,0.4140625,0.171875,0.5428396463394165,0.6586577892303467
239,59,5235474.png,1,e982dd16344d839aef885b2e5098704e829a733a886143c3e992ccf67b3ffb7d,resize25,0.5703125,0.5703125,0.33788031339645386,0.7493064403533936
240,60,5236242.png,0,3c4ae95b5e8046bc242dc9f64b7a816c2902c5018efa14274976ce1dca8d3661,clean,0.0,0.0,0.5368847846984863,0.8880574107170105
241,60,5236242.png,0,3c4ae95b5e8046bc242dc9f64b7a816c2902c5018efa14274976ce1dca8d3661,resize75,0.1015625,0.140625,0.5740065574645996,0.7939832210540771
242,60,5236242.png,0,3c4ae95b5e8046bc242dc9f64b7a816c2902c5018efa14274976ce1dca8d3661,resize50,0.15625,0.1796875,0.5876420736312866,0.7845892310142517
243,60,5236242.png,0,3c4ae95b5e8046bc242dc9f64b7a816c2902c5018efa14274976ce1dca8d3661,resize25,0.53125,0.53125,0.4974023699760437,0.6988039016723633
244,61,5236242.png,1,55fe853bea1005277c5e21b370a53cf77f474e7458f441bef7d63d8f6455375a,clean,0.0,0.0,0.5011554956436157,0.8765669465065002
245,61,5236242.png,1,55fe853bea1005277c5e21b370a53cf77f474e7458f441bef7d63d8f6455375a,resize75,0.15625,0.1640625,0.5377491116523743,0.779323399066925
246,61,5236242.png,1,55fe853bea1005277c5e21b370a53cf77f474e7458f441bef7d63d8f6455375a,resize50,0.171875,0.1953125,0.5274165868759155,0.7811962366104126
247,61,5236242.png,1,55fe853bea1005277c5e21b370a53cf77f474e7458f441bef7d63d8f6455375a,resize25,0.4765625,0.4609375,0.4972071647644043,0.6991943120956421
248,62,5236261.png,0,8e694dcf543849fdf63e81bc4778186c0abb178b315f728ab82883ed64fff6dc,clean,0.09375,0.0,0.5532540678977966,0.8747382760047913
249,62,5236261.png,0,8e694dcf543849fdf63e81bc4778186c0abb178b315f728ab82883ed64fff6dc,resize75,0.1953125,0.1171875,0.564427375793457,0.7770241498947144
250,62,5236261.png,0,8e694dcf543849fdf63e81bc4778186c0abb178b315f728ab82883ed64fff6dc,resize50,0.2421875,0.15625,0.5321438908576965,0.7426218390464783
251,62,5236261.png,0,8e694dcf543849fdf63e81bc4778186c0abb178b315f728ab82883ed64fff6dc,resize25,0.5234375,0.5234375,0.41220009326934814,0.7227358818054199
252,63,5236261.png,1,a89f61e169e91da083648a228d3e149475db75e05d935ea5151283c13cd66a2a,clean,0.078125,0.0,0.4634243845939636,0.8700573444366455
253,63,5236261.png,1,a89f61e169e91da083648a228d3e149475db75e05d935ea5151283c13cd66a2a,resize75,0.1953125,0.1328125,0.5209265947341919,0.7828723192214966
254,63,5236261.png,1,a89f61e169e91da083648a228d3e149475db75e05d935ea5151283c13cd66a2a,resize50,0.2421875,0.171875,0.4897313416004181,0.728517472743988
255,63,5236261.png,1,a89f61e169e91da083648a228d3e149475db75e05d935ea5151283c13cd66a2a,resize25,0.5,0.484375,0.4144955277442932,0.7273659110069275
256,64,5236424.png,0,3aa9b58e9d7feb21bfec8d2c621e903db8ffd9dfde7f9cdf0687e351c46f3d74,clean,0.0078125,0.0,0.4758596420288086,0.8723639249801636
257,64,5236424.png,0,3aa9b58e9d7feb21bfec8d2c621e903db8ffd9dfde7f9cdf0687e351c46f3d74,resize75,0.171875,0.15625,0.4964333772659302,0.7790358066558838
258,64,5236424.png,0,3aa9b58e9d7feb21bfec8d2c621e903db8ffd9dfde7f9cdf0687e351c46f3d74,resize50,0.1328125,0.1328125,0.4865233898162842,0.7674447298049927
259,64,5236424.png,0,3aa9b58e9d7feb21bfec8d2c621e903db8ffd9dfde7f9cdf0687e351c46f3d74,resize25,0.484375,0.515625,0.427142858505249,0.7103424072265625
260,65,5236424.png,1,c1796d89164ec77fde28067e8b11ca365323a00062ec501e1cce7bfcd12ec313,clean,0.0,0.0,0.5487949848175049,0.8885098099708557
261,65,5236424.png,1,c1796d89164ec77fde28067e8b11ca365323a00062ec501e1cce7bfcd12ec313,resize75,0.171875,0.15625,0.5862911939620972,0.8065745830535889
262,65,5236424.png,1,c1796d89164ec77fde28067e8b11ca365323a00062ec501e1cce7bfcd12ec313,resize50,0.125,0.1328125,0.6043659448623657,0.7961112856864929
263,65,5236424.png,1,c1796d89164ec77fde28067e8b11ca365323a00062ec501e1cce7bfcd12ec313,resize25,0.53125,0.5546875,0.4239054024219513,0.7092531323432922
264,66,5236602.png,0,51fed358940ce5971e1908516007a37b1ba1c2e23d574da0e0f72ffaad062c22,clean,0.0,0.0,0.537177562713623,0.8914493322372437
265,66,5236602.png,0,51fed358940ce5971e1908516007a37b1ba1c2e23d574da0e0f72ffaad062c22,resize75,0.0703125,0.1015625,0.6090947389602661,0.7909361124038696
266,66,5236602.png,0,51fed358940ce5971e1908516007a37b1ba1c2e23d574da0e0f72ffaad062c22,resize50,0.0625,0.09375,0.5831348896026611,0.8377810716629028
267,66,5236602.png,0,51fed358940ce5971e1908516007a37b1ba1c2e23d574da0e0f72ffaad062c22,resize25,0.5078125,0.5078125,0.37521809339523315,0.6912540197372437
268,67,5236602.png,1,6368d68729754069714488eb929c5200226d9d569b4a7f724de343cd3b2b8b62,clean,0.0,0.0,0.5535954236984253,0.8843203783035278
269,67,5236602.png,1,6368d68729754069714488eb929c5200226d9d569b4a7f724de343cd3b2b8b62,resize75,0.078125,0.09375,0.5932903289794922,0.7865933775901794
270,67,5236602.png,1,6368d68729754069714488eb929c5200226d9d569b4a7f724de343cd3b2b8b62,resize50,0.078125,0.109375,0.574800968170166,0.8122206330299377
271,67,5236602.png,1,6368d68729754069714488eb929c5200226d9d569b4a7f724de343cd3b2b8b62,resize25,0.4921875,0.4921875,0.37476059794425964,0.6903390288352966
272,68,5237268.png,0,0bda64e37d6ab586a57591ab7b47963e6f18d3fc2591b94631873abdd0694136,clean,0.421875,0.0,0.5231895446777344,0.8330670595169067
273,68,5237268.png,0,0bda64e37d6ab586a57591ab7b47963e6f18d3fc2591b94631873abdd0694136,resize75,0.5,0.0859375,0.5201702117919922,0.7429877519607544
274,68,5237268.png,0,0bda64e37d6ab586a57591ab7b47963e6f18d3fc2591b94631873abdd0694136,resize50,0.4921875,0.078125,0.4575583338737488,0.6365171670913696
275,68,5237268.png,0,0bda64e37d6ab586a57591ab7b47963e6f18d3fc2591b94631873abdd0694136,resize25,0.59375,0.6015625,0.25835245847702026,0.7557519674301147
276,69,5237268.png,1,c326409afc885a947df984d48437d7ae4e76cdcfaf251f1dc51642cde3009775,clean,0.359375,0.0,0.5262166857719421,0.8356744647026062
277,69,5237268.png,1,c326409afc885a947df984d48437d7ae4e76cdcfaf251f1dc51642cde3009775,resize75,0.4296875,0.078125,0.5020037293434143,0.7570886611938477
278,69,5237268.png,1,c326409afc885a947df984d48437d7ae4e76cdcfaf251f1dc51642cde3009775,resize50,0.4375,0.1015625,0.4553033113479614,0.6602286100387573
279,69,5237268.png,1,c326409afc885a947df984d48437d7ae4e76cdcfaf251f1dc51642cde3009775,resize25,0.40625,0.3984375,0.25633275508880615,0.7587806582450867
280,70,5237579.png,0,5b2c973956706f249b209d8fb67d76c4082ffb0b2ba184a6d51721fa34b98f8c,clean,0.0,0.0,0.5696750283241272,0.888773500919342
281,70,5237579.png,0,5b2c973956706f249b209d8fb67d76c4082ffb0b2ba184a6d51721fa34b98f8c,resize75,0.0546875,0.046875,0.554868757724762,0.7940089106559753
282,70,5237579.png,0,5b2c973956706f249b209d8fb67d76c4082ffb0b2ba184a6d51721fa34b98f8c,resize50,0.0234375,0.03125,0.5680745840072632,0.8275048732757568
283,70,5237579.png,0,5b2c973956706f249b209d8fb67d76c4082ffb0b2ba184a6d51721fa34b98f8c,resize25,0.515625,0.5,0.3584047257900238,0.755172610282898
284,71,5237579.png,1,504120a2b90911eccd45721c5c9f3cac59e2ee0655fc2537250057fc1d88fa0f,clean,0.0,0.0,0.5103811025619507,0.8753299713134766
285,71,5237579.png,1,504120a2b90911eccd45721c5c9f3cac59e2ee0655fc2537250057fc1d88fa0f,resize75,0.078125,0.0546875,0.5331666469573975,0.761593222618103
286,71,5237579.png,1,504120a2b90911eccd45721c5c9f3cac59e2ee0655fc2537250057fc1d88fa0f,resize50,0.015625,0.0234375,0.5294650793075562,0.8278212547302246
287,71,5237579.png,1,504120a2b90911eccd45721c5c9f3cac59e2ee0655fc2537250057fc1d88fa0f,resize25,0.5390625,0.5546875,0.35845738649368286,0.7550673484802246
288,72,5237580.png,0,b5b5347f510052a2e11a8b3654f67cac29331891b1f14d51db7636f234470d45,clean,0.0,0.0,0.5060468912124634,0.8630841970443726
289,72,5237580.png,0,b5b5347f510052a2e11a8b3654f67cac29331891b1f14d51db7636f234470d45,resize75,0.1875,0.1640625,0.5499632358551025,0.7288944721221924
290,72,5237580.png,0,b5b5347f510052a2e11a8b3654f67cac29331891b1f14d51db7636f234470d45,resize50,0.125,0.09375,0.5229235887527466,0.7428734302520752
291,72,5237580.png,0,b5b5347f510052a2e11a8b3654f67cac29331891b1f14d51db7636f234470d45,resize25,0.5078125,0.5546875,0.35044044256210327,0.7413425445556641
292,73,5237580.png,1,bf02af43e7982e510796f24804f1efc059a89f554e3e71ae77be8a4375b32bc4,clean,0.0,0.0,0.5370591878890991,0.8779128193855286
293,73,5237580.png,1,bf02af43e7982e510796f24804f1efc059a89f554e3e71ae77be8a4375b32bc4,resize75,0.140625,0.1328125,0.5609246492385864,0.7882452011108398
294,73,5237580.png,1,bf02af43e7982e510796f24804f1efc059a89f554e3e71ae77be8a4375b32bc4,resize50,0.1171875,0.0859375,0.5501687526702881,0.7754477262496948
295,73,5237580.png,1,bf02af43e7982e510796f24804f1efc059a89f554e3e71ae77be8a4375b32bc4,resize25,0.46875,0.4453125,0.35075315833091736,0.7478588819503784
296,74,5237785.png,0,518c1a6c576a712c30b719bf7cf0f27cbb9e3dbe52b701ac2d51270a7ef8240a,clean,0.015625,0.0,0.5133922100067139,0.8809217214584351
297,74,5237785.png,0,518c1a6c576a712c30b719bf7cf0f27cbb9e3dbe52b701ac2d51270a7ef8240a,resize75,0.09375,0.0625,0.5146028995513916,0.8198769688606262
298,74,5237785.png,0,518c1a6c576a712c30b719bf7cf0f27cbb9e3dbe52b701ac2d51270a7ef8240a,resize50,0.1328125,0.1171875,0.5234880447387695,0.7751524448394775
299,74,5237785.png,0,518c1a6c576a712c30b719bf7cf0f27cbb9e3dbe52b701ac2d51270a7ef8240a,resize25,0.5859375,0.5390625,0.4130473732948303,0.7251925468444824
300,75,5237785.png,1,0aae0040f89f1cb23ef603900d9bbb3f12a76a81a5b3e7d1486645b936a189f1,clean,0.0234375,0.0,0.5349123477935791,0.8804959654808044
301,75,5237785.png,1,0aae0040f89f1cb23ef603900d9bbb3f12a76a81a5b3e7d1486645b936a189f1,resize75,0.09375,0.0703125,0.5385046005249023,0.8086574673652649
302,75,5237785.png,1,0aae0040f89f1cb23ef603900d9bbb3f12a76a81a5b3e7d1486645b936a189f1,resize50,0.125,0.1171875,0.5130949020385742,0.797526478767395
303,75,5237785.png,1,0aae0040f89f1cb23ef603900d9bbb3f12a76a81a5b3e7d1486645b936a189f1,resize25,0.515625,0.4921875,0.411114364862442,0.7277994155883789
304,76,5238012.png,0,786dae259742205b9944a576a74584985d7070a3bfe11847fc7c1c7e795f3ded,clean,0.0,0.0,0.5312057733535767,0.8974027633666992
305,76,5238012.png,0,786dae259742205b9944a576a74584985d7070a3bfe11847fc7c1c7e795f3ded,resize75,0.0078125,0.0234375,0.5495222806930542,0.8698239922523499
306,76,5238012.png,0,786dae259742205b9944a576a74584985d7070a3bfe11847fc7c1c7e795f3ded,resize50,0.0078125,0.0078125,0.5458695888519287,0.8690542578697205
307,76,5238012.png,0,786dae259742205b9944a576a74584985d7070a3bfe11847fc7c1c7e795f3ded,resize25,0.5234375,0.5234375,0.40132081508636475,0.7003110647201538
308,77,5238012.png,1,c40d4e5c766c30727533846a0898cc2a19f20abbe0d0ff6f25b863eaa3403fdf,clean,0.0,0.0,0.5614917278289795,0.8904993534088135
309,77,5238012.png,1,c40d4e5c766c30727533846a0898cc2a19f20abbe0d0ff6f25b863eaa3403fdf,resize75,0.015625,0.015625,0.5561639070510864,0.856097400188446
310,77,5238012.png,1,c40d4e5c766c30727533846a0898cc2a19f20abbe0d0ff6f25b863eaa3403fdf,resize50,0.0078125,0.015625,0.5644259452819824,0.8579165935516357
311,77,5238012.png,1,c40d4e5c766c30727533846a0898cc2a19f20abbe0d0ff6f25b863eaa3403fdf,resize25,0.5390625,0.5390625,0.40132081508636475,0.7003110647201538
