epoch,train_bce,train_ber,train_lh2_ber,train_hl2_ber,validation_bce,validation_macro_ber,is_best_checkpoint,train_clean_ber,train_clean_lh2_ber,train_clean_hl2_ber,train_clean_perfect_payloads,validation_clean_ber,validation_clean_lh2_ber,validation_clean_hl2_ber,validation_clean_perfect_payloads,train_jpeg90_ber,train_jpeg90_lh2_ber,train_jpeg90_hl2_ber,train_jpeg90_perfect_payloads,validation_jpeg90_ber,validation_jpeg90_lh2_ber,validation_jpeg90_hl2_ber,validation_jpeg90_perfect_payloads,train_jpeg70_ber,train_jpeg70_lh2_ber,train_jpeg70_hl2_ber,train_jpeg70_perfect_payloads,validation_jpeg70_ber,validation_jpeg70_lh2_ber,validation_jpeg70_hl2_ber,validation_jpeg70_perfect_payloads,train_jpeg50_ber,train_jpeg50_lh2_ber,train_jpeg50_hl2_ber,train_jpeg50_perfect_payloads,validation_jpeg50_ber,validation_jpeg50_lh2_ber,validation_jpeg50_hl2_ber,validation_jpeg50_perfect_payloads,train_reencode1_ber,train_reencode1_lh2_ber,train_reencode1_hl2_ber,train_reencode1_perfect_payloads,validation_reencode1_ber,validation_reencode1_lh2_ber,validation_reencode1_hl2_ber,validation_reencode1_perfect_payloads,train_reencode2_ber,train_reencode2_lh2_ber,train_reencode2_hl2_ber,train_reencode2_perfect_payloads,validation_reencode2_ber,validation_reencode2_lh2_ber,validation_reencode2_hl2_ber,validation_reencode2_perfect_payloads,train_reencode3_ber,train_reencode3_lh2_ber,train_reencode3_hl2_ber,train_reencode3_perfect_payloads,validation_reencode3_ber,validation_reencode3_lh2_ber,validation_reencode3_hl2_ber,validation_reencode3_perfect_payloads
31,0.44830644130706787,0.19303348214285715,0.19184151785714285,0.19422544642857142,0.4636324942111969,0.20447544642857143,False,0.0003515625,0.00021875,0.000484375,955,0.000390625,0.0003125,0.00046875,190,0.064875,0.0543125,0.0754375,8,0.0552734375,0.051640625,0.05890625,1,0.3314921875,0.338375,0.324609375,0,0.3499609375,0.3603125,0.339609375,0,0.4495,0.450546875,0.448453125,0,0.4594140625,0.45390625,0.464921875,0,0.158203125,0.1563125,0.16009375,0,0.18078125,0.195234375,0.166328125,0,0.171328125,0.1696875,0.17296875,0,0.191328125,0.2065625,0.17609375,0,0.175484375,0.1734375,0.17753125,0,0.1941796875,0.20828125,0.180078125,0
32,0.44827720522880554,0.1929810267857143,0.1918080357142857,0.19415401785714287,0.4635908603668213,0.20450892857142855,False,0.0003515625,0.00021875,0.000484375,955,0.000390625,0.0003125,0.00046875,190,0.064796875,0.054234375,0.075359375,8,0.0552734375,0.051640625,0.05890625,1,0.3315234375,0.3385,0.324546875,0,0.3498828125,0.360234375,0.33953125,0,0.449484375,0.450546875,0.448421875,0,0.4594921875,0.453984375,0.465,0,0.158078125,0.15625,0.15990625,0,0.1807421875,0.195234375,0.16625,0,0.17121875,0.169578125,0.172859375,0,0.1913671875,0.2065625,0.176171875,0,0.1754140625,0.173328125,0.1775,0,0.1944140625,0.208359375,0.18046875,0
33,0.44825801253318787,0.1929810267857143,0.19182142857142856,0.194140625,0.46365442872047424,0.20453125,False,0.0003515625,0.00021875,0.000484375,955,0.000390625,0.0003125,0.00046875,190,0.0647890625,0.05425,0.075328125,8,0.0552734375,0.051640625,0.05890625,1,0.331515625,0.338484375,0.324546875,0,0.3498828125,0.360234375,0.33953125,0,0.4494609375,0.450546875,0.448375,0,0.4595703125,0.453984375,0.46515625,0,0.158125,0.15628125,0.15996875,0,0.1809765625,0.195234375,0.16671875,0,0.1712265625,0.169609375,0.17284375,0,0.1912890625,0.2065625,0.176015625,0,0.1753984375,0.173359375,0.1774375,0,0.1943359375,0.208359375,0.1803125,0
34,0.44822970032691956,0.19303013392857143,0.19191517857142856,0.19414508928571428,0.4636220932006836,0.2045424107142857,False,0.0003671875,0.00025,0.000484375,953,0.000390625,0.0003125,0.00046875,190,0.064890625,0.05446875,0.0753125,8,0.05515625,0.05140625,0.05890625,1,0.3315234375,0.338515625,0.32453125,0,0.34984375,0.360234375,0.339453125,0,0.4493515625,0.450328125,0.448375,0,0.4594140625,0.453671875,0.46515625,0,0.158234375,0.1565,0.15996875,0,0.1812109375,0.195703125,0.16671875,0,0.1713671875,0.169859375,0.172875,0,0.19140625,0.206796875,0.176015625,0,0.1754765625,0.173484375,0.17746875,0,0.194375,0.2084375,0.1803125,0
35,0.44820019602775574,0.19303013392857143,0.19191517857142856,0.19414508928571428,0.46350833773612976,0.20457031249999996,False,0.000375,0.000265625,0.000484375,952,0.000390625,0.0003125,0.00046875,190,0.064875,0.05440625,0.07534375,8,0.055234375,0.0515625,0.05890625,1,0.3314921875,0.3384375,0.324546875,0,0.3498828125,0.360234375,0.33953125,0,0.4493515625,0.450296875,0.44840625,0,0.459375,0.45375,0.465,0,0.15828125,0.156578125,0.159984375,0,0.1812890625,0.195859375,0.16671875,0,0.171359375,0.169921875,0.172796875,0,0.191484375,0.20671875,0.17625,0,0.1754765625,0.1735,0.177453125,0,0.1943359375,0.208203125,0.18046875,0
36,0.44818323850631714,0.19302232142857143,0.1919375,0.19410714285714287,0.46359196305274963,0.20460379464285713,False,0.000375,0.000265625,0.000484375,952,0.000390625,0.0003125,0.00046875,190,0.0648046875,0.054421875,0.0751875,8,0.05515625,0.05140625,0.05890625,1,0.3314375,0.3384375,0.3244375,0,0.3499609375,0.36015625,0.339765625,0,0.4494375,0.45028125,0.44859375,0,0.45953125,0.45375,0.4653125,0,0.158328125,0.156640625,0.160015625,0,0.1812890625,0.19578125,0.166796875,0,0.1713515625,0.169984375,0.17271875,0,0.1915234375,0.20671875,0.176328125,0,0.175421875,0.17353125,0.1773125,0,0.194375,0.20828125,0.18046875,0
37,0.4481523036956787,0.193046875,0.19196875,0.194125,0.4635487198829651,0.20452008928571427,False,0.0003671875,0.00025,0.000484375,953,0.000390625,0.0003125,0.00046875,190,0.0648828125,0.054421875,0.07534375,7,0.05515625,0.05140625,0.05890625,1,0.3315234375,0.3385,0.324546875,0,0.3495703125,0.35984375,0.339296875,0,0.4494140625,0.450421875,0.44840625,0,0.4594140625,0.45375,0.465078125,0,0.15821875,0.156515625,0.159921875,0,0.1811328125,0.195546875,0.16671875,0,0.1714296875,0.17009375,0.172765625,0,0.191484375,0.206875,0.17609375,0,0.1754921875,0.173578125,0.17740625,0,0.1944921875,0.2084375,0.180546875,0
38,0.4481262266635895,0.19304017857142858,0.19196428571428573,0.19411607142857143,0.46338334679603577,0.20459263392857144,False,0.0003671875,0.00025,0.000484375,953,0.000390625,0.0003125,0.00046875,190,0.064859375,0.054421875,0.075296875,7,0.055234375,0.05140625,0.0590625,1,0.3315625,0.3385625,0.3245625,0,0.349609375,0.35984375,0.339375,0,0.4493984375,0.450390625,0.44840625,0,0.459296875,0.45375,0.46484375,0,0.15825,0.1565625,0.1599375,0,0.18125,0.195859375,0.166640625,0,0.17140625,0.17003125,0.17278125,0,0.1916796875,0.207265625,0.17609375,0,0.1754375,0.17353125,0.17734375,0,0.1946875,0.208828125,0.180546875,0
39,0.4481067359447479,0.1930435267857143,0.19196651785714286,0.19412053571428572,0.463431179523468,0.20458147321428571,False,0.000375,0.00025,0.0005,952,0.000390625,0.0003125,0.00046875,190,0.0648203125,0.054359375,0.07528125,7,0.0551953125,0.05140625,0.058984375,1,0.331609375,0.338625,0.32459375,0,0.349609375,0.359921875,0.339296875,0,0.449453125,0.450390625,0.448515625,0,0.459296875,0.45375,0.46484375,0,0.15821875,0.156546875,0.159890625,0,0.18125,0.195859375,0.166640625,0,0.171390625,0.170015625,0.172765625,0,0.191640625,0.2071875,0.17609375,0,0.1754375,0.173578125,0.177296875,0,0.1946875,0.208828125,0.180546875,0
40,0.44808337092399597,0.19302790178571427,0.19195535714285714,0.19410044642857144,0.4633851945400238,0.20457589285714287,False,0.000375,0.00025,0.0005,952,0.000390625,0.0003125,0.00046875,190,0.064828125,0.054359375,0.075296875,7,0.0551953125,0.05140625,0.058984375,1,0.33159375,0.338625,0.3245625,0,0.3496484375,0.359921875,0.339375,0,0.4493984375,0.450359375,0.4484375,0,0.4592578125,0.45375,0.464765625,0,0.15821875,0.15653125,0.15990625,0,0.1812890625,0.195859375,0.16671875,0,0.171375,0.17,0.17275,0,0.1915625,0.2071875,0.1759375,0,0.17540625,0.1735625,0.17725,0,0.1946875,0.208828125,0.180546875,0
